Age at enrollment,Application mode,Curricular units 1st sem (approved),Curricular units 1st sem (enrolled),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Debtor,Gender,Scholarship holder,Tuition fees up to date,Target
19,1,6,7,13.075,12.05,0,0,1,1,Graduate
18,1,6,6,13.5,13.666666666666666,0,0,1,1,Graduate
23,15,5,6,11.8,12.333333333333334,0,0,1,1,Graduate
33,14,6,6,12.166666666666666,11.0,0,0,0,1,Dropout
19,8,6,6,12.166666666666666,11.0,0,0,0,1,Graduate
21,14,0,0,0.0,0.0,0,0,0,1,Dropout
18,1,7,7,13.557142857142855,13.2,0,0,0,1,Graduate
19,8,6,6,14.333333333333334,13.5,0,0,0,1,Graduate
20,1,4,6,10.5,11.75,0,0,0,1,Graduate
20,1,0,4,0.0,0.0,0,0,0,1,Dropout
20,1,7,7,14.093333333333332,15.0,0,0,1,1,Graduate
21,1,6,6,13.333333333333334,13.166666666666666,0,0,1,1,Graduate
19,14,7,8,12.071428571428571,12.071428571428571,0,0,0,1,Graduate
18,1,6,6,12.666666666666666,12.5,0,0,1,1,Graduate
21,1,7,7,13.2,13.2575,0,0,1,1,Graduate
18,8,7,7,14.15,14.51125,0,0,1,1,Graduate
28,14,0,6,0.0,0.0,1,0,0,0,Dropout
36,12,5,7,12.2,11.4,0,0,0,1,Dropout
20,1,5,5,14.8,14.0,0,0,0,1,Graduate
19,1,5,6,11.0,11.4,0,0,0,1,Graduate
28,12,5,6,11.833333333333334,13.0,0,0,0,1,Graduate
20,1,4,5,11.75,11.8,0,0,0,1,Graduate
28,13,12,14,12.333333333333334,12.0,0,0,0,1,Graduate
24,14,3,10,11.666666666666666,11.833333333333334,0,0,0,1,Dropout
18,8,6,6,11.285714285714286,13.5,0,0,1,1,Graduate
22,1,2,5,11.5,0.0,1,0,0,0,Dropout
18,1,6,6,11.666666666666666,12.25,0,0,1,1,Graduate
21,1,7,8,13.514285714285714,13.514285714285714,0,0,1,1,Graduate
19,8,6,6,13.0,13.714285714285714,0,0,0,1,Graduate
20,1,7,8,12.744285714285716,12.744285714285716,0,0,1,1,Graduate
20,1,4,5,11.75,11.8,0,0,0,1,Graduate
19,8,6,6,12.166666666666666,11.666666666666666,1,0,0,1,Graduate
20,1,5,6,13.4,12.375,0,0,1,1,Graduate
20,1,5,6,11.8,11.5,0,0,0,1,Dropout
19,1,6,7,13.533333333333331,13.533333333333331,0,0,0,1,Graduate
18,1,6,6,14.166666666666666,14.0,0,0,1,1,Graduate
18,1,7,7,14.652857142857142,14.755555555555556,0,0,1,1,Graduate
19,1,0,0,0.0,0.0,0,0,0,0,Dropout
20,1,5,5,13.6,13.0,0,1,0,1,Graduate
22,1,6,6,12.833333333333334,13.25,0,0,1,1,Graduate
18,1,6,6,14.666666666666666,15.166666666666666,0,0,1,1,Graduate
19,8,6,6,13.333333333333334,14.666666666666666,0,0,0,1,Graduate
20,1,5,6,13.4,11.4,0,0,1,0,Graduate
19,1,7,7,13.3125,15.6375,0,0,1,1,Graduate
18,1,0,0,0.0,0.0,1,0,0,0,Dropout
20,1,0,4,0.0,0.0,1,0,0,0,Dropout
19,1,6,6,12.333333333333334,13.5,0,0,1,1,Graduate
18,7,5,6,13.0,11.833333333333334,0,0,0,1,Graduate
22,1,2,5,12.5,0.0,0,0,0,1,Dropout
18,1,6,6,17.0,16.0,0,0,0,1,Graduate
20,1,6,6,13.5,13.0,0,0,0,1,Graduate
19,8,6,6,12.714285714285714,11.833333333333334,0,0,0,1,Graduate
19,14,6,7,13.0,13.927272727272726,0,0,1,1,Graduate
21,15,6,6,12.571428571428571,13.5,0,0,0,1,Graduate
19,8,4,6,11.5,11.5,0,0,1,1,Dropout
19,1,6,6,13.5,13.285714285714286,0,0,1,1,Graduate
28,12,1,5,12.0,0.0,0,0,1,0,Dropout
28,14,7,7,14.95,14.7375,0,0,0,1,Graduate
19,14,3,6,10.666666666666666,12.25,1,0,0,0,Dropout
19,1,7,8,14.992857142857142,14.992857142857142,0,0,0,1,Graduate
20,14,6,6,12.333333333333334,14.0,0,1,1,1,Graduate
20,1,3,5,11.333333333333334,11.5,1,1,0,0,Dropout
27,12,6,6,16.142857142857142,14.666666666666666,0,0,0,1,Graduate
22,16,6,6,14.833333333333334,13.833333333333334,0,0,0,1,Graduate
19,1,7,8,13.327142857142857,13.327142857142857,1,0,0,0,Dropout
19,8,4,6,11.0,11.5,0,0,0,0,Dropout
19,1,12,12,12.333333333333334,12.727272727272728,0,0,0,1,Dropout
20,9,0,7,0.0,0.0,1,0,0,0,Dropout
39,14,12,15,11.916666666666666,11.25,0,0,0,0,Dropout
37,12,6,6,11.833333333333334,11.0,1,0,0,1,Graduate
30,12,3,7,12.333333333333334,11.666666666666666,1,0,0,0,Dropout
41,14,10,10,14.3,14.2,0,0,0,1,Graduate
40,12,5,8,11.832,11.832,0,0,0,0,Dropout
20,1,2,5,10.0,0.0,0,0,0,1,Dropout
28,1,5,5,12.0,11.6,0,0,0,1,Graduate
19,9,5,7,12.2,0.0,1,0,0,0,Dropout
23,1,3,5,11.333333333333334,11.25,0,0,0,1,Dropout
18,4,13,16,13.846153846153848,12.555555555555555,0,0,0,1,Dropout
24,12,7,8,12.412857142857144,12.412857142857144,0,0,0,1,Graduate
19,1,7,8,12.545714285714286,12.545714285714286,0,0,0,1,Graduate
19,1,3,6,13.0,14.0,0,0,0,1,Dropout
48,12,0,6,0.0,0.0,1,0,0,0,Dropout
38,14,9,12,12.22222222222222,13.0,0,0,0,0,Dropout
19,8,5,5,13.285714285714286,13.0,0,0,0,1,Graduate
30,12,3,5,11.666666666666666,11.0,0,1,0,1,Dropout
24,15,6,6,13.555555555555555,12.666666666666666,0,1,1,1,Graduate
19,8,6,6,13.166666666666666,12.428571428571429,0,1,0,1,Graduate
21,1,6,6,11.666666666666666,12.2,0,1,1,1,Graduate
19,1,4,5,11.0,12.25,0,1,0,1,Dropout
18,8,6,6,13.666666666666666,12.0,0,1,1,1,Graduate
19,8,5,5,14.6,15.2,0,1,0,1,Dropout
19,1,7,8,12.514285714285714,12.514285714285714,0,1,1,1,Graduate
29,12,1,5,13.0,0.0,0,1,0,0,Dropout
21,8,1,5,10.0,13.666666666666666,0,1,0,1,Dropout
18,1,6,6,14.333333333333334,15.333333333333334,1,1,1,1,Graduate
20,8,0,6,0.0,0.0,0,1,1,1,Dropout
27,12,1,5,11.0,0.0,0,1,0,1,Dropout
20,9,4,5,10.75,10.571428571428571,0,1,0,1,Dropout
28,12,1,5,11.0,0.0,1,1,0,0,Dropout
20,1,5,5,12.8,13.666666666666666,0,1,0,1,Graduate
21,15,3,5,12.333333333333334,11.4,0,1,0,1,Graduate
23,15,2,6,11.333333333333334,13.0,1,1,0,0,Dropout
18,1,5,6,11.6,11.166666666666666,0,1,0,1,Graduate
20,1,12,14,10.923076923076923,12.181818181818182,0,1,1,1,Graduate
19,1,0,0,0.0,0.0,0,1,0,1,Graduate
32,12,7,7,13.62857142857143,13.9125,0,1,0,1,Graduate
20,1,3,6,10.333333333333334,11.0,0,1,0,1,Dropout
32,12,18,18,13.736842105263158,13.75,0,1,0,1,Graduate
21,15,4,7,11.5,12.142857142857142,0,1,1,1,Graduate
19,1,5,6,14.0,13.0,0,1,1,1,Graduate
24,12,3,5,11.333333333333334,0.0,0,1,0,1,Dropout
18,8,1,5,10.0,10.0,0,1,0,1,Dropout
20,15,5,6,11.714285714285714,12.0,0,1,0,1,Graduate
25,14,0,0,0.0,0.0,0,1,0,0,Dropout
25,8,13,15,10.76923076923077,11.833333333333334,0,1,0,1,Dropout
18,8,5,6,11.6,12.0,0,1,0,1,Dropout
19,1,4,5,13.75,0.0,0,1,0,1,Dropout
18,1,4,5,11.0,10.5,0,1,0,1,Dropout
25,13,0,5,0.0,0.0,0,1,0,0,Dropout
38,12,0,0,0.0,0.0,0,1,0,1,Dropout
19,15,0,0,0.0,0.0,0,1,0,1,Dropout
19,1,6,6,12.333333333333334,13.2,0,1,0,1,Graduate
22,15,6,6,13.428571428571429,13.625,0,1,1,1,Graduate
32,4,4,5,14.75,15.0,0,1,0,0,Dropout
37,14,21,21,12.476190476190476,12.210526315789474,0,1,0,1,Graduate
21,8,0,5,0.0,0.0,0,1,0,1,Dropout
18,1,3,6,11.666666666666666,12.5,0,1,0,1,Dropout
19,1,6,6,12.0,13.571428571428571,1,1,0,1,Graduate
19,8,6,6,12.0,14.0,0,1,1,1,Graduate
19,1,12,12,15.25,15.0,0,0,0,0,Graduate
19,8,5,6,12.4,13.166666666666666,0,1,1,1,Graduate
19,1,5,6,12.2,11.75,1,0,0,0,Dropout
28,12,2,5,10.5,0.0,1,0,0,1,Dropout
19,1,7,8,14.4,14.4,0,0,1,1,Graduate
32,4,13,14,12.846153846153848,12.8,0,0,0,1,Graduate
26,12,4,6,12.0,13.2,1,0,0,0,Dropout
25,12,0,5,0.0,0.0,0,0,0,1,Dropout
31,14,6,7,13.666666666666666,13.5,0,0,0,1,Dropout
20,8,5,6,11.857142857142858,11.666666666666666,0,0,1,1,Graduate
19,1,0,6,0.0,0.0,0,0,0,1,Dropout
23,8,0,0,0.0,0.0,0,0,0,1,Dropout
18,1,5,6,13.2,11.333333333333334,0,0,0,1,Graduate
19,1,6,6,12.714285714285714,11.0,0,0,1,1,Dropout
18,1,6,6,12.5,12.666666666666666,0,0,0,1,Graduate
24,1,5,5,13.0,13.25,0,0,0,1,Graduate
25,13,12,14,13.291666666666666,13.291666666666666,0,0,0,1,Graduate
20,8,3,5,11.666666666666666,11.5,0,0,0,1,Graduate
18,8,7,8,14.24,14.24,0,0,0,1,Graduate
24,12,3,5,13.0,11.333333333333334,0,0,0,1,Dropout
21,8,5,6,11.833333333333334,13.2,1,0,0,0,Dropout
18,1,6,6,12.833333333333334,13.333333333333334,0,0,0,1,Graduate
20,8,1,6,10.0,0.0,0,0,0,1,Dropout
19,8,2,5,11.0,10.0,0,0,0,1,Dropout
20,1,7,7,14.105714285714289,13.6625,0,0,0,1,Graduate
20,1,7,8,12.471428571428572,12.471428571428572,0,0,0,1,Graduate
20,15,6,6,11.833333333333334,11.857142857142858,0,0,1,1,Graduate
20,1,6,6,12.5,12.833333333333334,0,0,0,1,Graduate
18,1,6,6,11.666666666666666,12.333333333333334,0,0,0,1,Dropout
18,1,0,0,0.0,0.0,0,0,0,1,Graduate
18,1,5,5,16.166666666666668,14.285714285714286,0,0,0,1,Graduate
35,12,3,6,12.666666666666666,0.0,0,0,0,1,Dropout
31,12,2,6,10.5,12.333333333333334,1,0,0,0,Dropout
19,14,2,6,11.5,11.0,1,0,0,1,Dropout
19,1,6,6,13.0,13.4,0,0,0,1,Graduate
19,8,6,7,11.966666666666669,11.966666666666669,0,0,0,1,Graduate
19,8,8,8,13.3475,13.3475,0,0,0,1,Graduate
21,1,5,5,12.0,12.5,0,0,0,1,Graduate
18,8,2,6,10.5,0.0,0,0,0,1,Dropout
19,1,0,0,0.0,0.0,0,1,0,1,Graduate
18,1,6,6,13.571428571428571,14.0,0,1,0,1,Graduate
18,8,6,6,14.7,12.0,0,1,0,1,Graduate
25,12,0,5,0.0,0.0,0,1,0,0,Dropout
19,1,0,0,0.0,0.0,0,1,0,1,Graduate
18,1,7,7,13.175714285714289,14.925,0,1,0,1,Graduate
24,12,0,6,0.0,0.0,0,1,0,1,Dropout
29,4,7,8,13.742857142857144,13.742857142857144,0,0,0,1,Graduate
27,14,0,5,0.0,0.0,0,0,0,1,Dropout
18,8,7,7,12.217142857142855,12.11875,0,0,0,1,Graduate
28,14,14,15,11.071428571428571,11.333333333333334,0,0,0,1,Dropout
32,12,7,7,13.428571428571429,13.25,0,0,1,1,Graduate
30,12,5,5,11.4,13.666666666666666,0,0,0,1,Dropout
29,4,4,8,11.325,11.325,0,0,0,1,Dropout
19,1,7,8,15.0,15.0,0,0,0,1,Graduate
29,12,6,6,13.166666666666666,15.625,0,0,0,1,Graduate
27,1,2,6,11.0,10.5,0,0,0,0,Dropout
19,1,0,6,0.0,0.0,0,0,0,1,Dropout
21,8,3,5,12.333333333333334,12.5,0,0,1,1,Dropout
29,1,4,5,12.25,10.166666666666666,0,0,0,0,Dropout
42,14,13,13,11.923076923076923,12.5,1,0,0,0,Dropout
18,1,6,6,14.333333333333334,14.142857142857142,0,0,1,1,Graduate
24,12,5,5,12.0,13.0,0,0,0,1,Graduate
27,12,3,5,12.333333333333334,10.666666666666666,0,0,0,1,Graduate
18,1,8,8,14.88875,14.88875,0,0,0,1,Graduate
19,8,6,6,12.166666666666666,12.4,1,0,1,1,Dropout
18,1,6,6,12.666666666666666,13.333333333333334,0,0,1,1,Graduate
26,12,4,5,13.0,12.25,0,0,1,1,Graduate
22,1,6,6,13.875,14.333333333333334,0,0,1,1,Graduate
37,12,4,5,10.75,13.333333333333334,1,1,0,1,Dropout
24,4,3,5,14.666666666666666,0.0,0,1,0,1,Dropout
19,8,6,7,12.4125,11.2625,0,1,1,1,Graduate
28,12,1,6,11.0,10.5,1,1,0,0,Dropout
18,1,7,8,14.314285714285717,14.314285714285717,0,1,1,1,Graduate
18,1,6,6,12.833333333333334,13.285714285714286,0,1,0,1,Graduate
47,12,5,6,11.4,11.666666666666666,0,1,0,1,Dropout
38,14,5,5,14.6,14.333333333333334,0,1,0,1,Graduate
20,1,6,6,13.5,12.5,0,1,1,1,Graduate
21,15,6,6,12.5,13.333333333333334,0,1,0,1,Dropout
18,1,5,5,11.8,11.6,0,0,0,1,Graduate
46,12,3,7,12.333333333333334,11.083333333333334,1,0,0,0,Dropout
23,14,12,14,12.625,12.625,0,0,0,1,Graduate
20,1,6,6,13.833333333333334,13.5,0,0,1,1,Graduate
20,15,6,7,12.5,13.142857142857142,0,1,0,1,Graduate
19,1,5,6,13.6,12.666666666666666,0,1,0,1,Graduate
18,1,6,6,12.0,11.0,1,0,0,0,Dropout
30,1,7,7,14.9125,13.5,0,0,1,1,Dropout
20,1,5,5,13.8,12.0,0,0,1,1,Graduate
22,5,6,6,11.666666666666666,13.0,0,0,0,1,Graduate
20,17,0,0,0.0,0.0,0,1,0,1,Dropout
19,15,6,6,14.0,13.666666666666666,0,1,0,0,Graduate
19,1,0,6,0.0,0.0,0,1,0,0,Dropout
20,17,6,6,13.428571428571429,12.4,0,0,0,1,Graduate
45,39,5,6,12.333333333333334,13.0,0,0,0,1,Graduate
50,39,5,5,11.857142857142858,11.5,1,1,0,1,Graduate
18,1,7,7,13.3,14.345,0,0,1,1,Graduate
22,18,0,5,0.0,0.0,0,1,0,0,Dropout
21,1,6,6,13.875,14.142857142857142,0,0,1,1,Graduate
18,1,5,6,11.4,13.5,1,0,0,0,Dropout
18,1,6,6,12.333333333333334,14.2,0,0,0,1,Graduate
18,1,7,8,13.214285714285714,13.214285714285714,0,0,1,1,Graduate
19,1,0,6,0.0,0.0,0,0,0,1,Dropout
21,53,6,6,10.571428571428571,11.0,0,0,1,1,Graduate
18,1,4,5,13.25,12.0,0,0,1,1,Graduate
20,1,5,6,13.2,0.0,0,0,0,1,Dropout
18,17,7,7,13.30625,14.545,0,0,0,1,Graduate
20,1,4,5,12.5,12.25,0,0,0,1,Graduate
21,1,0,0,0.0,0.0,0,0,1,1,Graduate
18,1,7,8,12.857142857142858,12.857142857142858,0,0,0,1,Graduate
19,1,6,6,13.375,12.285714285714286,0,0,1,1,Graduate
19,1,6,7,13.296666666666669,14.114285714285714,0,0,0,1,Graduate
21,17,6,6,11.375,13.285714285714286,0,0,0,1,Graduate
20,1,5,5,12.0,12.333333333333334,0,0,0,1,Graduate
20,51,6,6,12.833333333333334,13.4,0,1,0,1,Graduate
19,18,6,6,12.666666666666666,14.375,0,0,0,1,Graduate
34,1,5,5,12.4,13.428571428571429,0,1,0,1,Graduate
37,39,0,7,0.0,10.0,1,1,0,0,Dropout
43,39,0,5,0.0,0.0,0,1,0,1,Dropout
55,43,1,5,10.0,12.0,0,0,0,1,Dropout
39,39,5,5,11.0,11.6,0,0,0,1,Graduate
20,44,3,6,11.666666666666666,12.0,1,0,0,0,Dropout
18,1,4,6,12.75,0.0,1,0,0,1,Dropout
22,1,5,5,14.8,15.8,0,0,0,1,Graduate
22,1,5,7,13.928,14.342857142857142,0,0,0,1,Graduate
20,17,4,6,13.0,13.8,0,0,0,0,Dropout
29,39,0,5,0.0,0.0,0,0,0,1,Dropout
18,17,6,6,11.666666666666666,13.2,0,0,0,1,Graduate
22,17,6,7,13.516666666666666,13.771428571428572,0,0,1,1,Graduate
21,44,6,6,11.5,13.285714285714286,0,0,1,1,Graduate
19,1,5,6,12.333333333333334,12.833333333333334,0,0,1,1,Graduate
24,39,6,6,13.666666666666666,14.166666666666666,0,0,1,1,Graduate
19,1,5,5,14.714285714285714,15.8,0,0,0,1,Graduate
27,39,5,5,10.6,11.0,0,0,0,1,Dropout
18,1,7,7,13.044444444444444,13.595,0,0,0,1,Graduate
39,7,0,6,0.0,0.0,0,0,0,1,Dropout
27,39,5,6,13.0,12.9,0,0,0,1,Dropout
18,17,8,8,14.935,14.935,0,0,0,1,Graduate
18,1,6,7,13.133333333333333,12.221428571428572,0,0,0,1,Graduate
21,44,6,6,12.0,12.0,0,0,1,1,Graduate
29,42,5,7,11.9,11.0,0,1,0,1,Dropout
19,1,0,0,0.0,0.0,0,1,1,1,Graduate
23,44,6,6,12.571428571428571,12.428571428571429,0,1,0,1,Graduate
19,1,5,5,11.2,10.75,1,1,0,1,Dropout
24,17,7,7,11.975,13.75,0,1,0,1,Graduate
19,1,0,0,0.0,0.0,0,1,0,1,Dropout
18,17,3,6,11.666666666666666,12.0,0,1,0,1,Dropout
18,1,6,6,12.333333333333334,12.333333333333334,0,1,0,1,Graduate
18,17,3,5,10.333333333333334,10.857142857142858,1,1,0,1,Dropout
21,18,4,6,10.5,11.0,0,1,1,1,Dropout
19,17,6,6,13.666666666666666,13.333333333333334,1,1,1,1,Graduate
22,17,7,7,14.842857142857142,15.055555555555555,0,1,1,1,Graduate
33,39,6,6,12.0,11.666666666666666,0,1,0,1,Graduate
20,1,5,6,12.2,12.2,0,1,0,1,Dropout
35,39,0,1,0.0,0.0,0,1,0,1,Dropout
24,39,6,12,12.166666666666666,13.3,1,1,0,1,Dropout
33,39,6,6,11.0,11.0,0,0,0,1,Graduate
22,42,7,8,13.08,13.08,0,0,1,1,Graduate
25,39,4,5,10.5,11.6,0,0,1,1,Graduate
20,17,6,6,10.666666666666666,11.2,0,1,0,1,Graduate
24,39,0,7,0.0,0.0,0,1,0,1,Dropout
21,17,6,6,14.0,13.5,0,0,0,0,Graduate
26,15,2,6,12.0,0.0,0,0,0,1,Dropout
39,39,3,6,12.666666666666666,0.0,0,0,0,1,Dropout
44,39,8,8,11.875,12.333333333333334,0,0,0,1,Graduate
18,1,6,6,13.666666666666666,13.333333333333334,0,0,0,1,Graduate
18,1,7,7,13.75,14.47777777777778,0,0,1,1,Graduate
19,1,4,7,11.96,0.0,1,0,0,0,Dropout
21,53,8,10,12.875,13.4,0,0,0,1,Dropout
20,1,0,0,0.0,0.0,0,0,0,1,Graduate
36,39,0,6,0.0,0.0,0,0,0,1,Dropout
43,39,18,18,14.63157894736842,14.23076923076923,0,0,0,1,Graduate
19,18,0,6,0.0,0.0,0,0,0,1,Dropout
20,51,10,10,13.0,12.272727272727272,1,0,0,1,Graduate
19,1,0,6,0.0,0.0,0,0,0,1,Dropout
20,1,4,6,14.2,13.25,0,0,0,1,Dropout
20,1,6,7,13.266666666666666,12.3,0,0,0,1,Dropout
18,1,6,6,13.857142857142858,15.0,0,0,0,1,Graduate
19,1,5,5,13.4,12.8,0,0,0,1,Graduate
18,1,6,6,12.666666666666666,12.571428571428571,0,0,0,1,Graduate
18,17,6,7,12.516666666666666,12.516666666666666,0,0,0,1,Dropout
18,1,5,5,13.142857142857142,11.4,0,0,0,1,Graduate
18,1,5,5,12.6,14.0,0,0,0,1,Graduate
21,17,3,6,11.0,11.0,0,0,0,1,Dropout
19,1,5,5,10.8,11.25,0,0,0,1,Graduate
19,1,0,0,0.0,0.0,0,0,0,1,Dropout
19,1,5,5,12.8,14.2,0,0,1,1,Graduate
19,1,6,6,14.166666666666666,12.2,0,0,0,1,Graduate
19,17,5,7,12.1,0.0,0,0,0,1,Dropout
20,44,6,6,14.166666666666666,13.77777777777778,0,0,0,1,Graduate
18,17,6,6,13.0,13.666666666666666,0,0,0,1,Graduate
19,17,7,7,13.467142857142855,15.011111111111113,0,0,0,1,Graduate
18,1,7,7,13.2375,13.742857142857144,0,0,1,1,Dropout
18,17,6,6,12.333333333333334,13.0,0,0,0,1,Graduate
19,1,5,5,12.4,14.6,0,0,0,1,Graduate
19,17,5,7,14.0,0.0,0,0,0,1,Dropout
20,43,9,9,11.666666666666666,11.714285714285714,0,0,0,1,Graduate
19,1,5,6,12.0,12.5,1,0,1,0,Dropout
20,17,4,5,12.2,11.5,0,0,0,1,Graduate
18,1,6,6,14.833333333333334,14.833333333333334,1,0,1,1,Graduate
18,18,7,7,17.125,17.5875,0,0,0,1,Graduate
19,1,6,7,12.666666666666666,12.666666666666666,0,0,0,1,Graduate
19,1,6,6,12.666666666666666,12.0,0,0,1,1,Graduate
19,1,6,6,11.333333333333334,11.5,0,0,1,1,Graduate
19,1,7,7,13.605,12.33125,0,0,1,1,Graduate
19,17,5,6,12.0,10.8,0,0,1,1,Graduate
19,1,0,5,0.0,0.0,0,0,0,1,Dropout
20,17,5,6,11.2,11.666666666666666,0,0,0,1,Dropout
18,1,5,5,13.375,14.166666666666666,0,0,0,1,Graduate
20,1,6,7,13.863333333333337,14.178571428571429,0,0,1,1,Graduate
19,1,5,5,12.4,13.4,0,0,0,1,Graduate
18,1,6,6,13.333333333333334,11.8,0,0,0,1,Graduate
21,43,3,6,12.666666666666666,10.0,0,0,0,1,Dropout
19,1,6,6,12.0,11.5,0,0,0,1,Dropout
18,1,5,5,10.6,11.8,0,0,1,1,Graduate
18,17,6,6,12.25,11.857142857142858,0,0,1,1,Graduate
20,1,4,6,11.0,11.833333333333334,0,0,0,1,Graduate
24,39,5,6,11.0,12.6,0,0,1,1,Graduate
19,1,6,6,13.166666666666666,13.0,0,0,0,1,Dropout
18,1,7,7,12.855555555555554,12.761111111111113,0,0,1,1,Graduate
18,1,7,7,14.91875,15.355,0,0,0,1,Graduate
21,17,4,6,11.5,11.0,0,0,0,1,Dropout
19,17,5,5,14.2,14.2,0,0,0,1,Graduate
19,17,6,6,12.5,13.0,0,0,1,1,Graduate
19,17,5,6,11.666666666666666,11.0,0,0,0,1,Graduate
29,39,7,8,14.257142857142856,14.257142857142856,0,0,0,1,Graduate
21,43,3,6,12.0,11.333333333333334,0,0,0,1,Dropout
20,17,7,7,12.457142857142856,13.5625,0,0,0,1,Graduate
19,17,6,7,11.683333333333332,11.683333333333332,0,0,0,1,Graduate
26,42,3,6,11.666666666666666,12.0,0,0,0,1,Graduate
20,17,4,6,11.75,13.166666666666666,1,0,0,0,Dropout
27,39,5,6,13.2,12.0,0,0,0,1,Graduate
20,1,4,7,11.95,11.95,0,0,0,1,Dropout
18,1,5,6,12.4,10.4,0,0,0,1,Dropout
33,7,6,7,14.35,14.583333333333334,0,0,0,1,Dropout
35,43,21,21,12.61904761904762,12.789473684210526,0,0,0,1,Graduate
27,39,5,6,12.0,0.0,1,0,0,0,Dropout
19,18,6,6,12.166666666666666,0.0,0,0,0,0,Dropout
20,17,0,6,0.0,0.0,0,0,0,1,Dropout
20,18,3,5,10.0,10.571428571428571,1,0,0,0,Dropout
18,17,6,7,13.05,13.05,0,0,1,1,Graduate
24,39,2,6,11.0,0.0,0,0,0,1,Dropout
20,17,6,6,11.5,12.0,0,0,0,1,Graduate
21,1,6,6,12.0,12.5,0,0,1,1,Graduate
24,39,0,5,0.0,0.0,0,0,0,1,Dropout
21,51,0,6,0.0,0.0,0,0,0,1,Dropout
18,1,7,8,12.242857142857144,12.242857142857144,0,0,0,1,Graduate
27,39,0,5,0.0,0.0,0,0,0,1,Dropout
18,18,8,8,12.93375,12.93375,0,0,0,1,Graduate
35,7,0,5,0.0,0.0,0,0,0,1,Dropout
18,1,7,7,12.571428571428571,14.428571428571429,0,0,0,1,Graduate
19,1,4,5,13.75,14.333333333333334,0,0,0,1,Graduate
20,1,6,6,11.166666666666666,11.333333333333334,0,0,0,1,Graduate
18,1,7,8,12.324285714285711,12.324285714285711,0,0,0,1,Graduate
21,44,6,6,12.166666666666666,11.714285714285714,1,0,0,1,Graduate
18,17,5,6,11.142857142857142,11.25,0,0,1,1,Graduate
18,1,4,6,11.0,10.75,0,0,0,1,Graduate
18,1,7,8,12.914285714285713,12.914285714285713,0,0,0,1,Graduate
18,1,6,6,13.833333333333334,14.166666666666666,0,0,1,1,Graduate
19,1,6,6,13.857142857142858,13.4,0,0,0,1,Graduate
36,39,6,6,13.714285714285714,12.8,0,0,1,1,Dropout
18,1,7,8,12.642857142857142,12.642857142857142,0,0,1,1,Graduate
18,1,6,7,12.916666666666666,12.916666666666666,0,0,1,1,Graduate
20,43,6,6,15.625,15.857142857142858,0,0,1,1,Graduate
26,39,0,5,0.0,0.0,0,0,1,1,Dropout
21,43,6,6,11.714285714285714,12.0,0,0,0,1,Graduate
19,18,5,5,11.6,11.6,0,0,1,1,Graduate
24,39,1,6,10.0,0.0,0,0,0,1,Dropout
27,39,1,6,10.0,0.0,0,0,1,1,Dropout
21,17,0,5,0.0,13.5,0,0,0,1,Dropout
18,1,4,5,13.0,12.333333333333334,0,0,1,1,Graduate
19,1,6,6,13.333333333333334,14.5,0,0,1,1,Graduate
18,1,4,6,11.25,12.5,0,0,0,1,Dropout
19,51,5,7,13.85,12.19285714285714,0,0,1,1,Graduate
19,18,6,7,13.741666666666667,14.9125,0,0,1,1,Graduate
33,7,6,6,15.333333333333334,15.8,0,0,0,1,Graduate
45,7,5,5,11.0,13.8,0,0,0,1,Graduate
20,1,6,6,12.0,12.857142857142858,0,0,1,1,Graduate
28,39,0,5,0.0,0.0,0,0,0,1,Dropout
19,43,7,8,11.571428571428571,11.571428571428571,0,0,1,1,Graduate
18,1,6,6,12.857142857142858,12.666666666666666,0,0,0,1,Graduate
38,39,0,6,0.0,0.0,0,0,0,1,Dropout
19,1,5,5,13.0,13.2,0,0,0,1,Graduate
21,1,5,6,11.0,12.0,0,0,1,1,Graduate
21,1,3,5,12.0,15.0,0,0,0,1,Dropout
22,1,5,6,12.6,13.0,0,0,1,1,Graduate
18,1,5,6,13.4,13.166666666666666,0,0,1,1,Graduate
18,17,6,6,11.333333333333334,11.571428571428571,0,0,1,1,Graduate
25,1,4,5,13.5,14.25,0,0,0,0,Dropout
24,39,3,6,11.75,10.333333333333334,1,0,0,0,Dropout
20,1,5,5,11.6,13.6,0,0,1,1,Graduate
25,39,0,5,0.0,0.0,0,0,0,0,Dropout
20,1,9,10,12.9,12.363636363636363,0,0,1,1,Graduate
23,7,8,8,13.22,13.22,0,0,0,1,Graduate
19,17,7,8,13.151428571428571,13.151428571428571,0,0,1,1,Graduate
29,44,3,6,12.75,11.333333333333334,1,0,0,0,Dropout
21,1,6,6,11.333333333333334,12.25,0,0,0,1,Graduate
18,1,6,6,13.25,14.142857142857142,0,0,1,1,Graduate
18,1,6,6,15.0,12.833333333333334,0,0,1,1,Dropout
19,1,5,5,14.4,13.0,0,0,0,1,Graduate
18,17,5,5,12.4,10.8,0,0,0,1,Graduate
37,39,1,7,16.0,0.0,1,0,1,0,Dropout
29,17,5,5,13.571428571428571,12.333333333333334,0,0,0,1,Graduate
19,1,5,6,11.666666666666666,12.666666666666666,0,0,1,1,Graduate
22,43,6,10,11.833333333333334,13.0,1,0,0,0,Dropout
20,1,6,6,11.166666666666666,10.6,0,0,1,1,Graduate
34,39,0,6,0.0,0.0,0,0,0,1,Dropout
