admission_grade,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,target
120.0,0,0,1,0,0,18,6,0,0.0,Dropout
126.9,1,0,1,0,0,18,6,5,11.0,Graduate
121.3,1,0,1,0,0,20,6,5,12.0,Dropout
129.0,1,0,1,0,1,19,7,7,13.308571428571428,Graduate
114.9,1,1,0,0,0,21,6,3,13.666666666666666,Dropout
106.5,1,1,0,0,0,20,6,0,0.0,Dropout
133.9,1,0,1,0,0,18,6,5,12.2,Graduate
124.9,0,0,1,0,1,20,6,6,12.666666666666666,Graduate
128.5,1,0,1,0,1,19,8,8,14.07125,Graduate
126.2,1,0,1,0,0,22,5,4,14.25,Dropout
121.7,1,0,0,0,0,22,6,0,0.0,Dropout
120.3,1,0,1,0,0,19,6,2,13.0,Graduate
127.8,1,0,1,0,0,19,0,0,0.0,Dropout
123.3,1,0,1,0,1,20,8,7,14.901428571428571,Dropout
126.3,1,1,1,0,1,18,7,7,12.65,Graduate
128.2,0,0,0,0,0,22,12,7,11.0,Dropout
134.9,1,0,1,0,0,20,5,4,12.4,Graduate
140.0,0,0,1,0,0,19,6,6,12.0,Graduate
115.5,1,0,1,0,1,19,7,7,12.135714285714286,Graduate
136.6,0,0,1,0,1,19,7,6,13.766666666666666,Graduate
119.3,1,0,1,0,0,19,8,8,13.11625,Graduate
152.0,1,0,0,0,0,19,5,0,0.0,Dropout
144.3,0,0,1,0,0,20,7,6,12.7,Graduate
129.5,1,0,1,0,1,20,7,6,12.333333333333334,Graduate
105.4,0,0,1,0,0,20,5,5,13.333333333333334,Graduate
136.0,1,0,1,0,0,21,7,7,14.355555555555554,Graduate
160.0,0,1,1,0,1,19,6,6,13.0,Graduate
139.1,0,0,1,0,1,19,6,6,12.833333333333334,Graduate
126.9,0,0,1,0,1,21,5,5,13.2,Graduate
184.0,0,0,1,0,0,28,7,7,17.005555555555556,Graduate
125.0,1,1,0,0,1,19,6,5,10.6,Graduate
138.5,0,0,1,0,1,18,5,5,14.0,Graduate
133.5,1,0,1,0,1,18,8,7,12.114285714285714,Graduate
141.5,1,0,1,0,1,18,8,8,13.05875,Graduate
130.0,1,0,1,0,0,22,8,7,13.285714285714286,Graduate
145.0,0,0,1,0,1,18,7,7,14.071428571428571,Graduate
114.3,0,0,0,0,0,20,6,0,0.0,Dropout
108.3,0,0,0,0,0,26,9,4,11.25,Dropout
125.2,1,0,1,0,1,18,6,6,14.0,Graduate
131.7,1,0,1,0,1,21,6,6,12.166666666666666,Dropout
126.3,1,0,1,0,0,18,8,7,13.297142857142855,Graduate
147.6,1,0,1,0,0,20,6,6,13.923076923076923,Graduate
125.1,1,0,1,0,0,18,7,7,13.37,Graduate
130.8,1,0,1,0,0,20,5,4,15.0,Dropout
154.1,0,1,1,0,1,18,6,6,13.333333333333334,Graduate
103.5,1,0,1,0,0,22,6,5,13.4,Graduate
100.0,0,0,1,0,0,21,5,4,11.5,Graduate
133.8,0,0,1,0,0,18,8,7,13.485714285714284,Graduate
118.5,0,0,1,0,1,18,6,6,12.0,Graduate
150.3,1,0,1,0,0,19,0,0,0.0,Dropout
120.5,1,0,1,0,0,19,8,7,13.258571428571427,Graduate
120.6,1,0,0,0,0,19,6,3,11.666666666666666,Dropout
118.7,1,0,1,0,1,21,6,6,13.571428571428571,Graduate
130.8,0,0,1,0,1,20,6,5,11.8,Graduate
112.6,1,0,1,0,1,20,5,5,14.2,Graduate
117.2,0,0,1,0,0,41,5,5,11.0,Graduate
131.8,1,0,1,0,0,18,8,7,14.652857142857142,Graduate
97.0,0,0,1,0,1,35,6,6,11.333333333333334,Graduate
130.0,0,1,0,0,0,32,7,4,13.7,Dropout
148.0,0,0,1,0,0,37,11,11,13.727272727272728,Graduate
103.4,0,0,1,0,0,30,7,7,11.75,Dropout
127.1,0,0,1,1,0,23,6,6,12.333333333333334,Graduate
124.0,1,0,1,0,1,20,6,6,14.0,Dropout
121.4,0,0,1,1,0,21,5,4,11.5,Graduate
118.1,0,0,1,1,0,19,5,5,11.2,Graduate
121.3,1,0,1,1,1,18,8,7,15.07,Graduate
119.5,0,0,1,1,0,18,5,1,10.0,Dropout
130.2,1,0,1,1,0,22,6,4,13.0,Graduate
130.0,1,0,1,1,0,18,6,4,11.0,Dropout
126.9,1,0,1,0,0,18,6,6,13.571428571428571,Graduate
168.5,1,0,1,1,0,21,6,5,14.6,Graduate
130.0,0,1,1,0,0,38,7,3,11.833333333333334,Dropout
122.8,0,0,1,0,1,19,7,7,12.625,Graduate
110.0,0,0,1,0,0,36,7,4,11.5,Dropout
127.1,1,0,1,0,0,18,5,4,13.25,Graduate
108.5,1,0,1,0,0,19,7,7,12.60625,Graduate
138.2,0,1,0,0,0,21,10,8,13.75,Dropout
124.5,0,0,1,0,1,18,6,5,11.142857142857142,Graduate
132.3,1,0,1,0,0,20,5,1,10.0,Dropout
120.7,1,1,1,0,0,18,6,6,11.666666666666666,Graduate
132.6,0,0,1,0,1,18,6,6,14.0,Graduate
140.0,0,0,1,0,0,25,5,0,0.0,Dropout
124.5,1,0,1,0,0,19,8,7,12.04142857142857,Graduate
142.0,1,0,1,0,1,18,0,0,0.0,Graduate
130.0,0,0,1,0,0,39,13,13,13.76923076923077,Graduate
144.0,0,0,1,0,0,29,18,18,15.444444444444445,Graduate
140.0,0,0,0,0,0,23,3,2,10.0,Dropout
113.9,1,0,1,0,0,21,6,4,12.25,Dropout
137.2,0,0,0,0,0,18,6,6,14.5,Graduate
140.0,1,0,1,0,0,23,6,6,15.571428571428571,Graduate
152.3,0,0,1,0,0,18,6,6,15.571428571428571,Graduate
112.5,0,0,1,0,0,32,6,5,13.8,Graduate
101.0,0,1,0,0,0,29,5,3,10.666666666666666,Dropout
112.3,1,1,1,0,1,20,6,5,11.6,Graduate
114.0,1,0,0,0,0,28,6,1,13.0,Dropout
130.0,0,0,1,0,0,27,5,3,12.0,Graduate
121.5,0,1,1,0,0,22,14,12,12.333333333333334,Graduate
130.0,0,0,0,0,0,28,6,1,11.0,Dropout
125.7,0,1,0,0,0,43,6,4,12.25,Dropout
128.0,1,0,0,0,0,32,7,0,0.0,Dropout
120.0,0,0,1,0,1,35,8,8,13.63,Graduate
117.8,1,0,1,0,0,21,5,3,13.0,Graduate
169.7,0,0,1,0,1,18,7,7,16.9,Graduate
117.7,1,0,1,0,0,18,6,5,12.0,Graduate
121.8,1,0,1,0,0,22,6,6,12.5,Graduate
128.3,1,0,1,0,0,19,8,7,12.764285714285714,Graduate
132.2,1,0,1,0,1,18,5,5,13.75,Graduate
134.3,1,1,1,0,0,19,0,0,0.0,Dropout
123.4,0,0,1,0,1,18,7,7,14.604285714285712,Graduate
121.7,0,1,0,0,0,31,5,0,0.0,Dropout
130.0,0,1,1,0,1,33,6,5,13.833333333333334,Graduate
126.5,1,0,1,0,1,19,8,8,13.57625,Graduate
159.7,1,0,1,0,1,18,6,6,15.142857142857142,Graduate
151.3,0,0,1,0,0,23,5,3,10.666666666666666,Graduate
138.0,1,0,1,0,0,20,6,5,11.2,Graduate
126.5,1,0,1,0,0,18,8,8,13.76375,Graduate
112.3,0,0,1,0,1,22,6,5,10.714285714285714,Graduate
127.3,1,1,1,0,0,20,6,6,12.166666666666666,Graduate
130.0,1,0,1,0,0,23,7,6,14.357142857142858,Graduate
115.0,1,0,1,0,0,19,6,6,12.833333333333334,Graduate
131.5,1,0,1,0,0,19,8,7,13.925714285714283,Graduate
125.7,0,0,1,0,0,26,5,2,12.0,Dropout
126.8,1,0,1,0,0,18,7,7,13.44285714285714,Graduate
132.4,1,0,1,1,0,18,5,1,16.0,Dropout
150.0,1,0,1,1,0,20,6,6,13.125,Graduate
95.0,0,0,1,1,0,19,6,0,0.0,Dropout
128.2,0,0,0,1,0,32,9,5,11.4,Dropout
130.0,0,0,0,1,0,31,4,2,11.0,Dropout
159.9,1,0,1,0,0,21,6,5,13.666666666666666,Graduate
100.0,0,0,0,0,0,31,6,4,11.75,Dropout
116.5,0,0,1,0,0,34,7,1,10.0,Dropout
120.0,0,0,1,0,1,18,6,6,13.5,Graduate
117.0,1,1,1,0,0,19,6,0,0.0,Dropout
118.1,1,0,0,0,0,18,6,3,13.0,Dropout
153.5,1,0,1,0,0,20,6,6,14.833333333333334,Graduate
127.9,1,0,1,0,0,20,6,6,11.833333333333334,Graduate
118.8,1,0,1,0,1,18,6,5,12.0,Graduate
126.7,1,0,1,0,0,19,6,4,12.75,Graduate
110.0,1,0,1,0,1,30,6,0,0.0,Dropout
115.0,1,0,1,0,0,19,6,6,12.0,Graduate
119.0,1,0,1,0,0,19,7,7,11.677777777777775,Graduate
121.8,1,0,1,0,1,19,8,7,13.6,Graduate
133.4,1,0,1,0,0,19,6,6,16.0,Graduate
131.4,1,0,1,0,0,20,6,5,11.8,Graduate
135.0,0,1,1,1,0,25,5,0,0.0,Dropout
122.8,0,0,1,1,0,19,6,0,0.0,Dropout
140.0,0,1,1,0,1,34,6,6,16.142857142857142,Graduate
125.3,1,0,1,0,1,18,8,7,11.785714285714286,Graduate
126.3,1,0,1,0,1,18,8,8,13.42375,Graduate
100.0,0,0,1,0,0,20,6,6,12.5,Graduate
121.3,1,0,1,0,1,20,8,7,12.464285714285714,Graduate
120.0,0,0,1,0,0,28,6,1,10.0,Dropout
129.7,1,0,1,0,0,19,5,5,12.6,Graduate
132.1,1,0,1,0,0,34,5,2,10.0,Dropout
120.3,0,0,1,0,0,35,7,0,0.0,Dropout
120.0,0,0,1,0,0,32,5,5,11.6,Graduate
123.1,1,0,1,0,0,19,6,6,12.166666666666666,Graduate
119.4,1,0,1,0,0,18,6,4,13.6,Graduate
140.0,0,0,0,0,0,35,5,4,12.5,Dropout
113.0,1,0,1,0,1,20,6,6,11.714285714285714,Graduate
133.9,1,0,1,1,1,18,6,6,13.5,Graduate
115.5,1,0,1,1,1,20,8,7,13.024285714285714,Graduate
116.5,1,0,0,1,0,18,6,0,0.0,Dropout
171.2,0,0,1,1,1,18,5,5,17.333333333333332,Graduate
119.1,0,0,1,1,1,20,5,4,11.0,Graduate
121.1,1,0,1,1,0,19,7,6,13.666666666666666,Dropout
132.8,0,0,1,1,0,19,6,6,12.833333333333334,Graduate
126.7,1,0,1,1,0,20,6,5,12.6,Graduate
105.8,1,0,1,1,0,22,7,6,14.333333333333334,Graduate
140.0,0,0,1,1,0,19,8,7,14.285714285714286,Graduate
120.0,0,0,1,1,0,22,6,3,11.75,Dropout
119.5,1,0,1,1,0,20,5,5,14.8,Graduate
153.9,0,1,0,1,0,34,6,0,0.0,Dropout
130.0,0,0,1,1,0,24,6,1,10.0,Dropout
107.0,1,0,1,1,0,26,5,0,0.0,Dropout
132.8,0,0,1,1,0,35,7,4,12.6,Dropout
127.5,1,0,1,1,0,22,5,5,12.428571428571429,Graduate
122.0,0,0,1,1,0,19,5,3,12.333333333333334,Dropout
114.8,1,0,0,1,0,19,6,0,0.0,Dropout
140.0,0,1,1,1,0,20,0,0,0.0,Graduate
111.0,0,1,1,1,0,21,11,10,12.1,Graduate
133.2,1,0,1,0,1,19,6,6,14.714285714285714,Graduate
123.0,1,0,1,0,0,18,6,6,12.666666666666666,Graduate
150.0,0,0,1,0,1,23,12,12,14.384615384615383,Graduate
132.3,1,0,1,0,1,18,5,5,13.4,Graduate
126.0,1,0,1,0,0,18,8,7,13.314285714285717,Graduate
119.3,1,0,1,0,0,19,8,7,11.98857142857143,Graduate
133.8,1,0,1,0,0,21,11,11,11.545454545454543,Graduate
126.5,1,0,1,0,1,18,6,6,16.46153846153846,Graduate
138.4,1,0,1,0,1,24,6,6,13.666666666666666,Graduate
129.0,1,0,1,0,0,18,7,7,12.65,Dropout
129.8,1,0,1,0,0,20,7,6,14.37,Graduate
128.3,1,0,0,0,1,18,6,3,12.0,Dropout
130.0,0,0,1,0,1,19,6,4,12.0,Dropout
121.9,1,0,1,0,0,19,6,5,12.6,Graduate
129.4,0,1,1,0,0,18,6,6,12.166666666666666,Graduate
125.5,1,0,1,0,1,18,8,8,13.76375,Graduate
117.8,1,0,1,0,1,19,7,6,12.4,Graduate
139.0,1,0,1,0,0,18,7,6,14.333333333333334,Graduate
137.7,1,1,0,0,0,19,6,1,10.0,Dropout
113.6,1,0,1,0,0,21,7,7,14.69625,Graduate
128.5,0,0,1,0,1,18,7,7,12.855555555555556,Graduate
142.8,0,0,1,0,0,18,7,7,13.7,Graduate
137.7,0,0,0,0,0,23,5,0,0.0,Dropout
123.2,0,0,1,0,0,18,7,7,13.285714285714286,Graduate
120.0,1,0,1,0,0,21,6,5,11.5,Dropout
119.3,1,0,1,0,1,19,8,7,11.4,Graduate
121.0,0,0,1,0,1,21,6,6,12.333333333333334,Graduate
139.4,1,0,1,0,0,18,6,5,12.8,Graduate
113.9,1,0,1,0,1,20,5,5,12.0,Graduate
124.6,1,0,1,0,1,18,6,5,13.0,Graduate
123.8,1,1,0,0,1,18,6,6,11.833333333333334,Dropout
126.3,1,0,1,0,0,18,6,6,14.0,Graduate
120.4,1,0,1,0,1,18,6,6,12.333333333333334,Graduate
139.9,1,0,1,0,1,24,6,6,12.5,Graduate
133.3,1,0,1,0,0,19,0,0,0.0,Graduate
126.0,1,0,1,0,0,18,8,7,15.657142857142857,Graduate
133.5,0,0,1,0,0,19,6,6,12.166666666666666,Graduate
127.9,1,0,1,0,0,19,6,0,0.0,Dropout
102.5,0,0,1,0,0,26,6,4,11.75,Dropout
97.0,0,1,0,1,0,36,5,0,0.0,Dropout
134.7,0,0,0,1,0,19,0,0,0.0,Dropout
113.8,0,0,0,1,0,27,5,0,0.0,Dropout
116.9,0,0,1,1,0,18,5,1,13.0,Dropout
124.0,1,0,1,1,1,18,8,7,13.331428571428573,Graduate
117.5,0,0,1,1,0,28,6,0,0.0,Dropout
154.8,1,0,1,1,0,21,0,0,0.0,Graduate
141.0,0,0,1,1,0,19,7,6,13.7,Graduate
120.0,0,1,0,1,0,26,5,0,0.0,Dropout
133.6,1,0,1,1,0,20,9,9,13.454545454545457,Dropout
122.0,1,0,1,1,0,19,8,7,12.2,Graduate
120.0,1,0,1,1,0,21,5,3,10.0,Dropout
114.2,0,0,1,1,1,23,6,5,13.0,Graduate
95.5,0,0,1,1,0,29,6,6,12.0,Graduate
120.0,0,0,1,1,0,20,8,7,15.028571428571428,Graduate
111.1,0,0,1,1,0,18,6,6,12.0,Graduate
128.6,1,0,1,1,0,19,6,5,12.0,Graduate
130.0,0,0,0,1,0,23,7,3,13.666666666666666,Dropout
111.1,0,0,1,1,0,21,0,0,0.0,Dropout
134.4,1,0,1,1,1,18,0,0,0.0,Graduate
131.0,1,1,0,1,0,21,6,1,14.0,Dropout
125.0,0,0,1,1,0,22,6,0,0.0,Dropout
106.0,1,0,1,1,0,21,7,7,12.375,Graduate
128.0,1,0,0,1,0,32,7,0,0.0,Dropout
120.0,1,0,1,1,0,27,18,18,11.421052631578949,Graduate
134.8,1,0,1,1,0,18,7,6,13.35,Graduate
112.0,1,0,1,1,1,24,6,6,15.0,Graduate
116.1,1,0,1,1,0,22,5,2,10.5,Dropout
120.0,1,0,0,1,0,22,6,0,0.0,Dropout
119.7,1,0,1,1,0,19,5,5,13.25,Graduate
117.1,1,0,1,1,0,19,5,0,0.0,Dropout
131.0,1,0,1,0,1,18,8,8,13.88125,Graduate
130.9,1,0,1,0,0,18,6,6,11.333333333333334,Graduate
134.9,1,1,1,0,0,20,0,0,0.0,Dropout
127.1,1,0,1,0,0,19,6,6,12.857142857142858,Graduate
110.2,1,1,1,0,0,19,6,5,11.6,Graduate
108.7,1,0,1,0,1,18,6,5,11.4,Graduate
147.7,0,1,1,0,1,22,7,7,13.571428571428571,Graduate
123.0,0,0,1,0,0,31,7,6,11.833333333333334,Graduate
142.8,0,0,1,0,1,19,7,7,14.428571428571429,Graduate
125.2,1,0,1,0,1,18,6,6,12.285714285714286,Graduate
141.8,0,0,1,0,0,21,5,5,14.4,Graduate
130.6,1,0,1,0,1,18,7,7,13.15,Graduate
130.0,0,1,0,1,0,25,5,0,0.0,Dropout
100.0,0,1,1,1,0,21,5,0,0.0,Dropout
119.0,1,0,1,0,1,19,8,7,12.342857142857143,Graduate
122.2,1,0,1,0,0,22,6,4,10.5,Dropout
150.0,0,0,1,1,0,19,5,5,10.6,Graduate
135.5,0,0,1,0,0,58,6,0,0.0,Dropout
127.3,1,0,1,0,1,19,6,4,11.25,Graduate
127.0,1,0,1,1,0,23,9,6,10.5,Graduate
127.5,1,0,1,0,0,18,7,7,13.457142857142856,Graduate
122.0,0,0,1,0,0,20,5,5,12.6,Graduate
115.8,0,0,0,0,0,18,6,0,0.0,Dropout
121.6,0,0,1,0,0,18,6,6,13.666666666666666,Graduate
116.4,1,1,1,0,1,18,5,5,11.6,Graduate
120.0,0,0,1,0,0,24,6,6,12.571428571428571,Dropout
127.3,1,0,1,0,0,18,6,5,11.8,Dropout
125.6,1,0,1,0,1,19,6,6,11.333333333333334,Graduate
118.5,1,0,1,0,0,18,6,6,10.666666666666666,Graduate
134.6,1,0,1,0,1,19,0,0,0.0,Graduate
140.0,0,0,1,0,0,22,6,6,13.333333333333334,Graduate
117.9,1,0,1,0,1,21,6,5,13.0,Graduate
128.0,1,0,1,0,1,18,8,7,12.90857142857143,Graduate
113.2,1,0,1,0,0,20,6,4,12.0,Dropout
156.9,1,0,1,0,0,19,6,6,15.333333333333334,Graduate
100.0,0,1,0,1,0,26,7,6,13.0,Dropout
101.0,0,0,1,0,0,35,6,6,12.5,Graduate
121.5,1,0,1,0,1,19,6,6,13.0,Graduate
126.8,1,0,1,1,0,18,5,4,11.75,Graduate
132.9,0,0,1,1,0,19,5,4,12.5,Graduate
134.3,1,0,1,1,0,25,17,17,11.61111111111111,Graduate
120.5,1,0,1,1,0,18,6,6,14.0,Graduate
144.1,1,1,0,1,0,26,6,0,0.0,Dropout
100.0,0,0,1,1,0,34,5,5,13.8,Graduate
114.8,1,0,0,1,0,18,5,0,0.0,Dropout
111.9,0,0,0,1,0,18,0,0,0.0,Dropout
125.4,1,0,1,1,1,18,5,4,12.25,Dropout
140.0,0,0,1,1,0,20,6,3,11.5,Dropout
140.0,0,0,1,1,0,25,7,6,12.571428571428571,Graduate
127.8,0,0,1,1,0,18,6,6,12.0,Dropout
131.6,1,0,1,1,0,19,12,11,12.0,Graduate
119.4,1,0,1,1,0,20,0,0,0.0,Dropout
129.9,1,0,1,1,1,20,7,6,12.0,Graduate
113.4,1,0,1,1,1,19,5,0,0.0,Dropout
112.0,1,0,0,1,0,20,5,0,0.0,Dropout
140.0,0,0,1,1,0,24,6,4,10.5,Dropout
150.0,1,0,1,1,0,20,6,5,12.857142857142858,Graduate
150.0,0,0,1,1,0,23,5,2,13.0,Dropout
116.2,0,0,1,1,0,21,11,11,12.454545454545457,Graduate
120.4,1,0,1,1,0,20,5,3,11.0,Dropout
155.0,0,0,1,1,1,18,6,6,15.5,Graduate
123.4,1,0,1,1,0,18,6,6,12.333333333333334,Graduate
126.2,0,0,1,1,1,18,6,6,11.333333333333334,Graduate
120.5,1,0,1,1,0,19,6,0,0.0,Dropout
122.5,0,0,1,1,0,19,5,4,12.0,Graduate
139.2,1,1,1,1,0,33,5,2,12.5,Dropout
131.2,1,0,1,1,0,21,12,12,13.666666666666666,Graduate
120.0,0,1,0,1,0,25,6,2,14.5,Dropout
116.7,1,0,1,1,1,20,6,4,13.2,Dropout
150.0,1,0,1,1,1,22,7,5,12.166666666666666,Dropout
117.5,0,0,1,0,0,39,6,4,11.25,Graduate
137.6,1,0,1,1,1,21,6,6,15.166666666666666,Graduate
124.3,0,0,1,0,1,19,6,6,11.166666666666666,Graduate
116.0,0,0,1,0,1,26,7,6,10.983333333333334,Graduate
121.4,1,0,1,0,1,19,6,4,10.75,Graduate
142.8,1,0,0,0,1,20,12,11,13.384615384615383,Graduate
125.0,0,0,1,1,0,24,6,0,0.0,Dropout
126.1,1,0,1,1,0,20,5,4,13.0,Graduate
155.8,0,0,1,1,0,29,6,6,16.11111111111111,Graduate
116.0,0,0,1,1,0,20,6,6,11.5,Graduate
110.0,1,0,1,1,0,20,6,4,10.75,Dropout
97.2,1,0,1,1,1,24,6,4,11.6,Graduate
100.0,0,1,1,1,0,24,7,0,0.0,Dropout
140.0,0,0,1,1,0,23,5,5,13.8,Graduate
128.0,1,0,1,1,0,20,7,7,13.585714285714284,Graduate
115.3,1,0,1,1,0,19,6,6,13.857142857142858,Graduate
160.0,1,0,1,1,1,20,6,6,13.444444444444445,Graduate
133.1,0,0,1,1,0,18,6,6,14.0,Graduate
119.0,1,1,1,1,0,20,6,1,12.0,Dropout
156.0,1,0,1,1,0,33,5,5,14.2,Graduate
123.1,1,0,0,0,0,19,6,3,11.0,Dropout
136.1,1,0,1,1,0,19,0,0,0.0,Graduate
132.7,1,0,1,1,0,22,13,13,14.0,Graduate
128.2,0,0,1,0,0,39,7,0,0.0,Dropout
126.7,1,0,0,1,0,22,1,0,0.0,Dropout
156.3,1,0,1,1,1,19,0,0,0.0,Graduate
116.1,1,0,1,0,0,19,6,6,13.5,Graduate
123.8,1,0,1,0,0,19,7,0,0.0,Dropout
153.0,1,0,1,0,1,21,17,17,13.38888888888889,Graduate
140.0,1,0,0,0,0,39,7,0,0.0,Dropout
131.9,1,0,1,1,0,19,12,12,13.583333333333334,Graduate
140.0,1,1,0,1,0,24,5,0,0.0,Dropout
115.0,1,0,1,1,0,27,5,1,10.0,Dropout
168.0,0,0,1,1,0,29,5,5,15.2,Graduate
101.3,1,0,1,1,0,20,6,4,12.8,Dropout
122.6,0,0,1,1,0,21,5,5,11.166666666666666,Dropout
132.3,0,0,1,1,0,19,8,7,12.828571428571427,Graduate
111.7,0,1,0,1,0,19,6,6,12.5,Dropout
98.7,0,0,1,1,1,28,5,3,10.0,Graduate
140.0,1,0,0,0,0,21,6,6,11.5,Graduate
140.0,1,1,0,0,0,23,8,7,11.328571428571427,Dropout
133.8,1,0,1,0,0,18,7,6,13.033333333333331,Graduate
100.0,0,0,1,0,0,59,6,6,12.166666666666666,Graduate
130.8,1,0,1,0,0,18,5,5,14.4,Graduate
106.2,1,0,1,0,0,27,7,0,0.0,Dropout
125.6,1,0,1,0,1,18,6,6,12.666666666666666,Graduate
117.5,1,1,0,0,0,20,6,2,12.0,Dropout
122.5,0,0,0,0,0,32,5,0,0.0,Dropout
132.9,1,0,1,0,0,19,5,3,11.666666666666666,Dropout
103.0,0,0,1,0,0,41,6,0,0.0,Dropout
107.0,0,0,1,0,0,38,5,1,10.0,Dropout
100.0,0,0,1,1,0,35,7,0,0.0,Dropout
100.0,1,0,1,0,0,27,6,4,12.25,Dropout
131.3,1,0,1,0,0,19,6,4,12.0,Graduate
118.4,0,0,0,0,0,39,5,0,0.0,Dropout
100.0,0,0,0,0,0,37,5,0,0.0,Dropout
110.0,0,0,0,0,0,37,8,0,0.0,Dropout
100.0,0,0,1,0,1,35,16,16,12.6875,Graduate
106.2,0,0,1,0,0,49,13,10,10.4,Graduate
110.0,0,0,1,0,0,52,15,14,10.466666666666669,Graduate
122.3,1,0,1,0,0,18,5,5,14.333333333333334,Graduate
112.5,0,0,1,0,1,30,7,6,14.666666666666666,Graduate
98.1,1,0,1,0,0,21,7,7,12.835714285714284,Graduate
140.2,1,0,1,1,0,20,5,0,0.0,Dropout
134.6,1,0,1,1,0,19,0,0,0.0,Dropout
126.8,1,0,1,1,0,18,8,8,13.24875,Graduate
113.6,1,0,1,0,1,22,5,3,14.0,Graduate
126.6,1,0,1,0,1,19,6,6,13.625,Graduate
130.7,1,0,1,0,1,18,7,7,14.85,Graduate
105.9,1,0,1,1,0,21,5,4,10.75,Graduate
100.0,0,0,1,0,0,37,6,0,0.0,Dropout
120.0,0,1,0,1,0,38,6,0,0.0,Dropout
119.0,1,0,0,1,0,55,5,0,0.0,Dropout
110.0,0,1,0,0,0,28,6,5,13.0,Dropout
120.0,0,0,1,0,0,46,8,8,12.375,Graduate
119.8,1,0,1,0,0,22,0,0,0.0,Graduate
135.6,0,0,1,0,0,46,6,5,11.4,Dropout
136.3,1,1,0,0,0,18,5,3,13.0,Dropout
149.2,1,0,1,1,1,21,6,6,13.5,Graduate
100.0,0,0,1,0,0,34,5,0,0.0,Dropout
125.0,1,0,1,0,1,21,6,5,12.0,Dropout
131.0,1,0,1,0,1,18,6,5,13.0,Graduate
122.0,1,0,1,1,0,20,0,0,0.0,Graduate
118.0,1,0,1,1,0,19,6,2,10.5,Dropout
126.0,1,0,1,1,0,22,6,6,12.666666666666666,Graduate
120.0,0,0,1,1,0,23,6,1,11.0,Dropout
155.6,1,0,1,1,0,19,0,0,0.0,Dropout
127.3,1,1,0,1,1,19,0,0,0.0,Dropout
161.2,0,0,1,1,1,18,6,6,15.571428571428571,Graduate
140.9,1,0,1,1,0,18,6,4,12.0,Dropout
111.1,0,1,1,1,0,19,6,4,11.25,Dropout
149.9,1,0,1,1,0,18,0,0,0.0,Graduate
120.0,1,0,1,1,0,19,6,6,12.142857142857142,Graduate
120.0,0,1,0,1,0,27,6,2,11.5,Dropout
98.9,1,0,1,1,0,20,6,4,13.0,Graduate
136.3,1,0,1,1,0,18,8,8,12.8875,Graduate
130.0,1,0,1,1,0,18,6,6,12.833333333333334,Graduate
141.5,1,0,1,1,0,18,5,3,10.666666666666666,Dropout
114.5,1,0,1,0,0,18,7,6,11.983333333333334,Graduate
100.0,1,0,0,0,0,37,5,0,0.0,Dropout
110.5,0,0,1,0,1,36,6,6,11.833333333333334,Graduate
101.0,1,0,1,0,0,26,6,3,12.666666666666666,Dropout
121.0,0,0,1,0,0,19,5,4,13.75,Graduate
95.0,1,0,1,0,0,24,6,5,11.4,Dropout
126.9,1,0,1,0,1,19,6,6,13.166666666666666,Dropout
116.3,1,0,1,0,1,20,7,6,12.833333333333334,Graduate
120.0,1,0,1,0,0,19,6,6,14.125,Graduate
123.6,1,0,1,0,0,21,5,3,11.666666666666666,Graduate
150.0,0,0,0,0,0,50,7,6,10.25,Dropout
120.0,0,0,1,0,0,47,7,6,12.514285714285716,Dropout
111.3,0,0,1,0,0,24,13,10,11.5,Dropout
150.0,0,0,0,0,0,48,5,1,10.0,Dropout
123.2,1,0,1,0,1,18,6,6,15.714285714285714,Graduate
130.0,1,0,1,1,0,32,6,4,12.5,Dropout
137.9,1,0,0,1,0,20,5,3,12.0,Dropout
100.0,0,1,1,1,0,24,5,0,0.0,Dropout
120.0,0,0,1,1,0,53,5,4,12.25,Graduate
131.0,0,1,0,1,0,42,4,0,0.0,Dropout
133.8,1,0,1,1,0,52,5,5,13.6,Graduate
150.0,0,0,1,1,0,49,5,5,12.2,Graduate
126.4,0,0,1,1,1,18,6,6,12.285714285714286,Graduate
154.0,1,0,1,1,0,37,5,3,12.0,Graduate
114.9,0,0,1,1,1,21,7,6,13.342857142857143,Graduate
110.0,0,1,1,1,0,26,5,0,0.0,Dropout
149.8,1,0,1,1,0,20,12,11,14.272727272727272,Graduate
117.9,1,0,1,0,1,19,7,7,12.1375,Graduate
165.8,1,0,1,0,0,18,6,6,14.166666666666666,Graduate
127.6,1,0,1,0,0,18,7,7,13.528571428571428,Graduate
123.8,0,0,1,0,0,20,6,5,12.0,Graduate
126.1,1,0,1,0,0,20,5,5,11.4,Dropout
119.7,1,0,1,0,0,21,0,0,0.0,Dropout
121.6,1,0,1,0,0,22,12,12,12.916666666666666,Graduate
100.0,0,0,1,0,1,18,7,7,13.6375,Graduate
127.6,1,0,1,0,0,18,7,7,12.9,Dropout
132.5,1,0,1,0,1,19,8,7,14.36,Graduate
131.0,1,0,1,0,0,18,8,7,14.7,Graduate
113.3,1,0,1,0,1,20,7,7,13.0,Graduate
