Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Previous qualification (grade),Admission grade,Target
1,8,5,11,1,1,1,22,28,10,1,0,1,1,1,1,20,0,0,6,7,0,0.0,0,6,0.0,0,8.9,1.4,3.51,,,Dropout
1,1,1,9130,1,1,1,19,37,9,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,5,15.6,0,12.7,3.7,-1.7,152.0,135.6,Dropout
1,1,1,5,1,1,1,3,3,1,1,0,0,1,1,0,23,0,0,6,9,4,11.25,1,10,0.0,4,7.6,2.6,0.32,,,Dropout
1,1,1,9853,1,1,1,34,34,0,0,0,0,1,1,0,20,0,0,6,12,0,0.0,0,12,0.0,0,7.6,2.6,0.32,133.1,142.8,Dropout
1,17,1,9254,1,1,1,37,37,7,1,0,0,1,0,0,20,0,0,6,13,3,10.333333333333334,0,12,10.333333333333334,0,10.8,1.4,1.74,136.0,121.7,Enrolled
1,1,3,9500,1,1,1,1,1,4,1,0,0,1,0,0,20,0,0,7,8,7,11.5875,0,9,14.071428571428571,0,13.9,-0.3,0.79,128.0,118.9,Graduate
1,12,1,9,1,1,1,10,3,5,1,0,0,1,0,0,24,0,0,5,5,0,0.0,0,5,0.0,0,7.6,2.6,0.32,,,Dropout
1,1,1,9,1,1,1,13,14,10,1,0,0,1,0,1,18,0,0,5,10,5,12.0,0,8,11.6,0,13.9,-0.3,0.79,,,Graduate
1,17,2,9500,1,1,1,3,3,1,1,0,0,1,1,0,19,0,0,7,9,6,12.933333333333332,0,7,13.716666666666669,0,16.2,0.3,-0.92,127.0,118.8,Enrolled
1,1,3,9500,1,1,1,19,19,5,1,0,0,1,0,1,18,0,0,8,8,8,13.01125,0,8,13.01125,0,9.4,-0.8,-3.12,150.0,132.8,Graduate
1,9,1,17,0,1,1,23,28,6,0,0,0,1,0,1,21,0,0,5,6,4,12.25,0,8,11.8,0,10.8,1.4,1.74,,,Enrolled
1,13,1,7,1,1,1,13,14,12,0,0,1,0,1,0,31,0,0,4,4,0,0.0,0,5,0.0,0,12.7,3.7,-1.7,,,Dropout
1,1,4,9147,1,1,1,1,19,4,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,5,14.6,0,8.9,1.4,3.51,126.0,120.1,Graduate
1,39,1,9254,1,3,1,19,19,4,0,0,0,1,0,0,38,0,0,6,0,0,0.0,0,0,0.0,0,15.5,2.8,-4.06,133.1,130.5,Dropout
1,1,1,15,1,1,1,22,1,10,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,7,13.142857142857142,0,15.5,2.8,-4.06,,,Dropout
1,7,1,9556,1,3,1,1,37,4,0,0,0,0,1,0,23,0,3,7,7,3,13.666666666666666,0,8,11.333333333333334,4,10.8,1.4,1.74,130.0,130.0,Dropout
1,1,1,8,1,1,1,13,1,10,1,0,0,0,0,0,25,0,0,5,14,4,13.5,2,10,14.25,0,9.4,-0.8,-3.12,,,Dropout
4,12,1,17,0,1,1,22,27,6,0,0,0,1,0,0,31,0,0,5,7,3,10.333333333333334,0,6,12.0,0,10.8,1.4,1.74,,,Dropout
1,17,2,9500,1,1,1,38,38,7,1,0,0,1,0,0,19,0,0,8,8,7,13.937142857142858,0,8,13.937142857142858,0,10.8,1.4,1.74,130.0,122.5,Graduate
1,13,1,16,1,9,1,1,3,4,0,0,0,1,0,0,28,0,14,18,23,14,12.785714285714286,2,18,13.875,0,16.2,0.3,-0.92,,,Dropout
1,1,4,9085,1,1,1,3,1,1,1,0,0,1,0,1,19,0,0,6,7,6,14.857142857142858,0,10,13.11111111111111,0,12.4,0.5,1.79,138.0,123.3,Graduate
1,39,1,8014,0,1,100,1,1,4,0,0,1,1,0,0,25,1,2,6,6,6,11.333333333333334,0,6,11.75,0,8.9,1.4,3.51,120.0,119.5,Enrolled
1,8,2,11,1,1,1,22,27,8,1,0,0,1,0,0,18,0,0,6,6,6,13.166666666666666,0,6,12.666666666666666,0,11.1,0.6,2.02,,,Graduate
1,39,2,9991,0,1,1,19,37,9,1,0,0,1,0,1,28,0,0,5,7,5,10.6,0,6,10.2,0,9.4,-0.8,-3.12,172.0,150.0,Enrolled
2,43,1,8014,0,1,1,34,34,0,0,0,0,1,0,1,35,0,11,16,16,16,12.6875,0,13,12.0,0,9.4,-0.8,-3.12,133.1,100.0,Graduate
1,39,1,9773,1,1,1,1,19,1,0,0,0,1,1,0,36,0,0,6,7,6,15.285714285714286,0,6,16.5,0,10.8,1.4,1.74,130.0,161.5,Graduate
1,1,6,9147,1,1,1,38,37,9,1,0,0,1,1,0,23,0,0,5,6,4,14.0,0,5,13.8,0,11.1,0.6,2.02,143.0,128.7,Enrolled
1,14,1,9,1,1,1,22,27,6,0,0,0,1,1,0,22,0,0,5,9,3,13.0,0,9,11.666666666666666,0,12.7,3.7,-1.7,,,Dropout
1,1,6,9500,1,1,1,19,37,9,1,0,0,1,0,1,19,0,0,8,8,7,14.06,0,8,14.06,0,10.8,1.4,1.74,145.0,132.3,Enrolled
1,8,4,14,1,1,1,1,1,5,0,0,0,0,0,0,19,0,0,6,7,3,12.666666666666666,0,10,13.125,0,10.8,1.4,1.74,,,Dropout
1,8,1,2,1,1,1,22,14,6,1,0,0,1,0,0,23,0,0,0,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,,,Dropout
1,4,1,7,1,3,1,19,24,12,0,0,0,1,1,0,26,0,0,5,5,0,0.0,0,6,0.0,0,10.8,1.4,1.74,,,Dropout
1,1,3,9070,1,1,1,19,38,5,1,0,0,1,1,1,19,0,0,6,6,6,15.166666666666666,0,6,12.333333333333334,0,12.4,0.5,1.79,127.0,141.0,Graduate
1,8,1,12,1,1,1,1,14,5,1,0,0,1,0,0,19,0,0,7,13,5,12.5,0,14,12.166666666666666,0,15.5,2.8,-4.06,,,Graduate
1,1,4,11,1,1,1,10,14,10,1,0,0,1,0,0,19,0,0,5,10,0,0.0,0,10,0.0,0,7.6,2.6,0.32,,,Dropout
1,15,1,9670,1,1,41,1,1,9,0,0,1,0,1,0,18,1,0,6,6,4,11.25,0,7,12.333333333333334,0,8.9,1.4,3.51,133.1,128.2,Dropout
1,8,1,2,1,1,1,1,27,5,0,0,0,0,1,0,21,0,0,0,0,0,0.0,0,0,0.0,0,7.6,2.6,0.32,,,Dropout
1,17,1,9070,1,1,1,19,1,4,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,0.0,0,8.9,1.4,3.51,108.0,111.9,Dropout
1,8,1,14,1,1,1,1,1,5,1,0,0,1,1,0,20,0,0,6,9,6,14.666666666666666,0,7,13.857142857142858,0,8.9,1.4,3.51,,,Graduate
1,1,6,12,1,1,1,3,1,3,1,0,0,1,1,0,18,0,0,8,10,8,13.05375,2,10,13.05375,2,9.4,-0.8,-3.12,,,Graduate
1,7,1,9119,1,4,1,4,3,2,0,0,1,1,1,0,30,0,0,5,6,4,14.5,0,10,16.2,0,13.9,-0.3,0.79,180.0,180.0,Enrolled
1,8,2,12,1,1,1,22,27,10,1,0,0,1,0,0,18,0,0,7,7,6,12.516666666666666,1,7,12.516666666666666,1,7.6,2.6,0.32,,,Dropout
1,39,1,9130,1,1,1,1,1,90,1,0,1,0,1,0,41,0,0,5,5,0,0.0,1,5,0.0,5,12.7,3.7,-1.7,133.1,120.0,Dropout
1,1,1,15,1,1,1,1,14,5,1,0,0,1,1,0,18,0,0,6,6,6,12.833333333333334,0,7,13.285714285714286,0,15.5,2.8,-4.06,,,Graduate
1,8,1,5,1,1,1,13,28,10,0,0,0,1,0,0,18,0,0,6,7,5,11.8,0,6,12.666666666666666,0,16.2,0.3,-0.92,,,Graduate
1,14,1,1,1,12,1,23,28,5,0,0,1,1,1,0,35,0,3,10,18,6,12.666666666666666,0,11,12.0,2,16.2,0.3,-0.92,,,Dropout
1,12,1,17,0,1,1,22,27,10,0,0,0,1,0,0,27,0,0,5,0,0,0.0,0,0,0.0,0,15.5,2.8,-4.06,,,Dropout
1,17,2,9773,1,1,1,2,1,2,1,0,0,1,0,0,20,0,0,6,6,6,14.333333333333334,0,6,15.5,0,12.4,0.5,1.79,130.0,126.2,Graduate
1,1,1,9130,1,1,1,19,19,90,1,0,0,0,1,0,20,0,0,5,7,4,13.0,0,11,12.0,2,10.8,1.4,1.74,136.0,133.9,Dropout
1,8,1,16,1,1,1,23,10,8,0,0,0,0,0,1,20,0,0,6,10,4,12.0,0,14,10.0,0,7.6,2.6,0.32,,,Dropout
1,17,1,9147,1,1,1,37,37,9,0,0,0,0,0,0,22,0,0,5,9,2,10.0,1,11,10.0,0,9.4,-0.8,-3.12,117.0,109.3,Dropout
1,17,1,9670,1,1,1,37,38,3,0,0,1,1,1,0,19,0,0,6,7,6,13.166666666666666,0,9,13.2,0,8.9,1.4,3.51,123.0,122.0,Enrolled
1,14,1,12,1,1,1,1,28,5,0,0,0,1,0,1,18,0,0,7,8,7,13.6375,0,8,14.3875,0,13.9,-0.3,0.79,,,Graduate
2,39,1,8014,0,12,1,34,34,0,0,0,0,1,0,0,44,0,5,8,13,8,13.75,0,9,12.5,0,7.6,2.6,0.32,110.0,157.8,Graduate
1,1,1,2,1,1,1,1,1,5,1,0,1,1,1,0,21,0,0,0,0,0,0.0,0,0,0.0,0,16.2,0.3,-0.92,,,Dropout
1,17,1,9070,1,1,1,1,1,4,1,0,1,0,0,1,18,0,0,6,6,6,11.833333333333334,0,8,11.0,0,12.7,3.7,-1.7,122.0,123.8,Dropout
1,1,1,12,1,1,1,23,27,10,0,0,0,1,1,1,18,0,0,8,8,8,15.63375,0,8,15.63375,0,9.4,-0.8,-3.12,,,Graduate
1,7,1,9254,1,3,1,19,19,3,0,0,0,1,1,0,35,0,0,6,7,0,0.0,0,6,0.0,0,16.2,0.3,-0.92,110.0,110.0,Dropout
1,1,1,171,1,1,1,1,40,4,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,138.0,149.9,Graduate
1,1,1,9254,1,1,1,19,38,9,0,0,0,1,0,1,21,0,0,6,7,6,12.0,0,6,12.5,0,13.9,-0.3,0.79,125.0,121.5,Graduate
1,1,1,2,1,1,1,25,1,3,0,0,0,1,0,1,19,0,6,12,12,12,14.5,0,15,13.583333333333334,0,8.9,1.4,3.51,,,Graduate
1,1,1,9991,0,1,1,19,37,9,1,0,0,1,0,0,20,0,0,5,10,0,0.0,0,10,0.0,3,7.6,2.6,0.32,131.0,118.4,Enrolled
1,12,1,14,1,1,1,1,14,5,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,7,11.6,0,9.4,-0.8,-3.12,,,Graduate
1,1,1,12,1,1,1,13,1,12,0,0,0,1,1,0,18,0,0,8,8,0,0.0,3,8,0.0,3,10.8,1.4,1.74,,,Dropout
1,14,1,17,0,1,1,22,27,10,0,0,0,1,1,0,31,0,1,5,6,5,13.833333333333334,0,7,15.4,0,9.4,-0.8,-3.12,,,Graduate
1,17,3,9500,1,1,1,1,1,4,1,0,0,1,1,1,19,0,0,7,11,6,12.4125,0,12,11.2625,0,15.5,2.8,-4.06,137.0,124.8,Graduate
1,1,3,9500,1,1,1,19,19,4,1,0,0,1,0,1,20,0,0,7,7,6,12.633333333333333,0,7,12.633333333333333,0,7.6,2.6,0.32,129.0,127.3,Graduate
1,8,1,9,1,1,1,13,14,8,1,0,0,1,0,0,23,0,0,5,7,2,10.0,1,9,12.0,0,9.4,-0.8,-3.12,,,Enrolled
2,39,1,9991,0,1,1,37,37,9,0,0,1,1,1,0,25,0,0,5,8,4,11.0,0,7,12.0,0,7.6,2.6,0.32,162.0,132.0,Enrolled
1,1,4,12,1,1,1,1,1,10,1,0,0,1,0,1,19,0,0,8,8,7,13.314285714285717,0,8,13.314285714285717,0,12.7,3.7,-1.7,,,Graduate
1,8,1,14,1,1,1,13,14,6,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,5,11.5,0,7.6,2.6,0.32,,,Graduate
1,17,1,9147,1,1,1,19,19,9,0,0,0,1,0,0,19,0,0,5,7,2,10.0,0,11,14.0,0,10.8,1.4,1.74,114.0,107.7,Dropout
1,17,1,9238,1,1,1,38,38,9,0,0,0,1,0,1,19,0,0,6,8,6,14.0,0,7,14.571428571428571,0,16.2,0.3,-0.92,127.0,122.8,Graduate
1,17,4,9670,1,1,1,1,37,7,1,0,0,0,0,0,18,0,0,6,6,6,12.333333333333334,0,8,13.6,0,8.9,1.4,3.51,110.0,111.1,Graduate
1,1,1,8,1,1,1,1,14,5,0,0,0,1,0,0,18,0,0,6,7,6,15.571428571428571,0,7,14.714285714285714,0,11.1,0.6,2.02,,,Graduate
1,1,1,9853,1,1,1,19,37,5,1,0,0,1,0,0,19,0,0,7,10,4,10.5,0,7,10.5,0,16.2,0.3,-0.92,114.0,109.5,Dropout
2,39,1,9853,1,19,1,37,19,3,0,0,0,1,0,0,45,0,0,6,11,3,12.333333333333334,0,13,11.0,0,7.6,2.6,0.32,133.1,100.0,Dropout
1,12,1,4,1,12,1,4,1,3,0,0,0,1,1,0,25,0,0,3,4,0,0.0,0,5,0.0,0,16.2,0.3,-0.92,,,Dropout
1,43,3,9254,1,1,1,3,3,2,0,0,0,1,1,0,19,0,0,6,14,3,12.5,0,9,11.0,0,12.7,3.7,-1.7,135.0,122.1,Enrolled
1,1,2,15,1,1,1,23,27,6,1,0,1,0,0,0,18,0,0,6,8,6,14.142857142857142,0,6,12.0,0,13.9,-0.3,0.79,,,Dropout
1,17,4,9238,1,1,1,19,19,191,1,0,0,1,0,1,18,0,0,6,9,6,11.666666666666666,0,8,11.666666666666666,0,8.9,1.4,3.51,123.0,116.0,Graduate
2,57,1,9991,0,1,41,38,37,4,0,0,0,1,0,0,37,1,5,10,11,7,13.428571428571429,0,11,11.6,0,8.9,1.4,3.51,133.1,100.0,Graduate
1,14,2,12,1,1,1,23,28,10,0,0,0,1,0,0,23,0,11,14,15,12,12.625,1,15,12.625,1,7.6,2.6,0.32,,,Graduate
1,39,1,33,1,1,41,38,37,9,0,0,1,0,1,0,35,1,0,7,18,3,11.25,0,7,0.0,0,16.2,0.3,-0.92,100.0,100.0,Dropout
1,1,2,9500,1,1,1,1,1,4,1,0,0,1,0,0,18,0,0,7,10,7,13.78,0,10,13.661,0,15.5,2.8,-4.06,130.0,125.1,Graduate
1,1,1,9085,1,1,1,38,38,4,1,0,0,1,0,0,19,0,0,6,12,5,14.0,0,14,11.0,0,16.2,0.3,-0.92,120.0,111.6,Graduate
1,14,5,3,0,1,1,19,24,1,0,0,0,1,1,0,37,0,0,6,12,0,0.0,0,10,0.0,0,7.6,2.6,0.32,,,Dropout
1,14,1,15,1,1,1,1,1,5,1,0,0,1,1,0,23,0,0,6,15,1,13.0,0,8,11.25,0,9.4,-0.8,-3.12,,,Enrolled
1,1,6,12,1,1,1,13,28,6,1,0,0,1,0,1,18,0,0,8,8,8,13.40375,0,8,13.40375,0,9.4,-0.8,-3.12,,,Graduate
1,12,1,17,0,15,1,13,1,4,1,0,0,1,0,0,27,0,0,5,0,0,0.0,0,0,0.0,0,8.9,1.4,3.51,,,Dropout
1,43,1,9130,1,1,1,3,3,2,0,0,0,1,0,0,20,0,10,17,29,14,12.5625,4,24,12.857142857142858,1,15.5,2.8,-4.06,140.0,140.0,Graduate
1,8,4,9,1,1,1,13,14,6,1,0,0,1,0,0,19,0,0,5,7,5,13.6,0,6,12.2,0,8.9,1.4,3.51,,,Graduate
1,17,2,9238,1,1,1,1,3,3,1,0,0,1,0,0,18,0,0,6,6,6,16.5,0,7,17.428571428571427,0,11.1,0.6,2.02,136.0,126.6,Dropout
1,44,1,9991,0,39,1,37,37,9,0,0,0,1,0,0,31,0,2,6,12,4,12.25,0,9,12.0,0,9.4,-0.8,-3.12,130.0,130.0,Enrolled
1,9,4,16,1,1,1,13,28,5,1,0,0,1,0,0,19,0,0,6,8,5,12.666666666666666,0,8,11.0,0,15.5,2.8,-4.06,,,Enrolled
1,1,2,9147,1,1,1,3,1,3,1,1,1,1,1,0,20,0,0,5,6,5,13.2,0,10,11.4,3,16.2,0.3,-0.92,128.0,121.0,Enrolled
2,39,1,9991,0,1,1,37,37,9,0,0,0,1,0,0,33,0,0,5,14,1,10.0,0,13,12.0,0,12.4,0.5,1.79,133.1,113.4,Dropout
1,1,2,15,1,1,1,23,28,8,1,0,1,0,0,0,20,0,0,6,0,0,0.0,0,0,0.0,0,8.9,1.4,3.51,,,Dropout
1,1,1,9773,1,1,1,19,38,9,0,0,0,1,1,1,18,0,0,6,6,5,12.0,0,6,12.833333333333334,0,12.7,3.7,-1.7,140.0,132.0,Graduate
1,17,1,9670,1,1,1,3,3,2,1,0,0,1,0,0,20,0,0,6,7,6,15.571428571428571,0,6,17.166666666666668,0,16.2,0.3,-0.92,145.0,129.3,Graduate
1,8,1,11,1,1,1,1,1,5,1,0,0,1,0,0,21,0,0,6,12,3,11.0,0,12,11.0,0,9.4,-0.8,-3.12,,,Dropout
1,1,1,5,1,1,1,13,27,10,1,0,0,1,0,1,19,0,0,6,6,6,14.0,0,8,13.125,0,10.8,1.4,1.74,,,Graduate
2,2,1,9,1,2,1,22,27,10,0,0,0,0,1,0,57,0,12,15,17,12,11.75,0,16,12.22222222222222,0,9.4,-0.8,-3.12,,,Dropout
2,39,1,33,1,1,1,38,1,9,0,0,1,1,1,0,35,0,0,7,9,0,0.0,0,8,0.0,0,11.1,0.6,2.02,120.0,153.8,Dropout
1,14,3,9,1,1,8,3,27,4,1,0,0,1,0,0,22,1,0,5,8,1,10.0,0,8,13.0,0,7.6,2.6,0.32,,,Dropout
1,12,1,11,1,1,1,13,1,5,0,0,1,1,0,0,25,0,0,6,6,0,0.0,0,6,0.0,0,15.5,2.8,-4.06,,,Dropout
1,1,1,9254,1,1,1,19,38,9,0,0,0,1,0,0,19,0,0,6,6,6,12.0,0,7,12.75,0,12.4,0.5,1.79,128.0,127.0,Enrolled
1,14,1,10,1,1,1,23,27,10,0,0,0,1,0,0,20,0,5,9,15,9,11.666666666666666,0,8,11.714285714285714,0,7.6,2.6,0.32,,,Graduate
1,44,1,9003,1,39,1,1,19,4,0,0,0,1,1,0,23,0,1,6,6,1,11.0,0,8,0.0,0,15.5,2.8,-4.06,120.0,120.0,Dropout
1,1,5,9070,1,1,1,37,37,9,1,0,0,1,0,0,20,0,0,6,6,6,11.166666666666666,0,6,12.166666666666666,0,7.6,2.6,0.32,124.0,113.9,Graduate
1,1,1,15,1,1,1,13,1,6,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,6,13.5,0,11.1,0.6,2.02,,,Dropout
1,8,3,2,1,1,1,1,27,5,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,,,Enrolled
1,8,1,2,1,1,1,1,1,5,0,0,0,0,1,0,19,0,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,,,Dropout
1,1,6,9773,1,1,1,1,1,5,0,0,0,1,1,0,19,0,0,6,7,5,13.6,0,8,12.666666666666666,0,15.5,2.8,-4.06,125.0,122.2,Graduate
1,15,1,4,1,14,1,22,27,10,0,0,0,1,1,1,20,0,0,6,11,5,13.833333333333334,0,13,12.3,0,15.5,2.8,-4.06,,,Enrolled
1,1,1,2,1,1,14,3,3,3,1,0,0,1,0,1,19,1,0,0,0,0,0.0,0,0,0.0,0,13.9,-0.3,0.79,,,Graduate
1,17,4,9254,1,1,1,37,19,9,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,8,12.4,0,11.1,0.6,2.02,106.0,116.9,Graduate
1,1,1,11,1,1,1,3,3,3,0,0,0,1,1,0,19,0,0,6,7,6,14.428571428571429,0,6,12.5,0,8.9,1.4,3.51,,,Graduate
1,1,2,11,1,1,1,22,27,7,1,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,,,Dropout
1,1,3,9500,1,1,1,1,1,9,1,0,0,1,0,0,18,0,0,8,8,7,13.328571428571427,0,8,13.328571428571427,0,12.7,3.7,-1.7,141.0,126.3,Graduate
1,1,1,171,1,1,1,40,43,4,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,146.0,150.2,Graduate
1,15,1,9,1,14,1,13,1,10,0,0,0,1,0,1,20,0,4,7,8,7,13.0,0,5,13.4,0,11.1,0.6,2.02,,,Graduate
1,12,1,3,0,1,1,19,24,1,1,0,0,1,1,0,29,0,0,6,10,0,0.0,1,10,0.0,0,7.6,2.6,0.32,,,Dropout
1,1,1,5,1,1,1,1,27,6,1,0,1,1,0,0,21,0,0,6,9,5,11.4,0,8,12.2,0,12.7,3.7,-1.7,,,Dropout
2,12,1,12,1,1,1,22,28,5,0,0,0,1,1,1,33,0,0,8,16,1,10.0,1,16,10.0,1,12.7,3.7,-1.7,,,Enrolled
1,17,6,9500,1,1,1,3,38,2,1,0,0,1,0,0,20,0,0,7,8,6,13.548333333333334,0,11,14.775,0,11.1,0.6,2.02,136.0,125.7,Enrolled
4,1,1,17,0,1,1,22,27,10,0,0,1,0,0,0,37,0,0,5,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,,,Dropout
1,39,1,9670,1,1,1,11,11,90,1,0,0,1,1,0,29,0,0,5,10,3,11.666666666666666,0,8,11.25,0,7.6,2.6,0.32,120.0,114.0,Dropout
1,1,2,9773,1,1,1,1,1,4,0,0,0,1,1,1,18,0,0,6,6,6,12.666666666666666,0,6,11.5,0,16.2,0.3,-0.92,140.0,131.6,Graduate
1,1,1,171,1,1,1,12,12,4,1,1,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,143.0,155.3,Graduate
1,1,3,12,1,1,1,23,28,6,1,0,0,1,0,1,19,0,0,7,9,6,11.814285714285717,0,8,13.542857142857144,0,13.9,-0.3,0.79,,,Graduate
1,1,1,6,1,1,1,22,27,10,1,0,1,1,0,0,22,0,0,6,9,5,13.333333333333334,0,17,11.4,0,12.4,0.5,1.79,,,Enrolled
4,12,1,8,1,12,1,22,28,10,0,0,0,1,1,0,48,0,0,6,0,0,0.0,0,0,0.0,0,15.5,2.8,-4.06,,,Dropout
1,12,1,4,1,1,1,1,28,6,0,0,0,1,1,0,26,0,0,6,9,0,0.0,0,6,0.0,0,13.9,-0.3,0.79,,,Dropout
1,4,1,12,1,15,1,1,1,10,0,0,0,1,0,0,24,0,4,7,7,7,16.885714285714283,0,9,15.744444444444444,0,16.2,0.3,-0.92,,,Graduate
1,1,2,12,1,1,1,22,27,6,1,0,0,1,0,0,20,0,0,8,8,8,12.48375,0,8,12.48375,0,9.4,-0.8,-3.12,,,Graduate
1,1,2,9500,1,1,1,19,19,7,1,0,0,1,0,0,19,0,0,8,11,7,12.545714285714286,0,11,12.545714285714286,0,10.8,1.4,1.74,123.0,120.8,Graduate
1,18,4,9147,1,1,1,37,37,9,1,0,0,0,0,0,34,0,0,5,5,0,0.0,0,0,0.0,0,9.4,-0.8,-3.12,130.0,119.9,Dropout
1,1,1,9147,1,1,1,37,37,9,0,0,1,1,1,1,22,0,0,5,8,5,10.666666666666666,0,11,11.0,0,15.5,2.8,-4.06,130.0,118.8,Enrolled
4,42,1,9500,1,19,1,1,1,5,1,0,0,1,1,0,29,0,2,7,10,5,11.9,0,10,11.0,0,13.9,-0.3,0.79,133.1,126.0,Dropout
1,1,2,12,1,1,1,1,3,5,0,0,0,1,0,0,18,0,0,7,10,7,13.398,0,8,13.5425,0,15.5,2.8,-4.06,,,Graduate
1,1,1,2,1,1,1,1,1,8,1,0,1,1,1,0,23,0,13,17,19,13,12.153846153846152,0,28,11.909090909090908,1,11.1,0.6,2.02,,,Enrolled
1,1,3,2,1,1,1,1,3,6,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,,,Graduate
2,39,1,9238,1,19,1,37,37,9,1,0,0,1,0,0,31,0,0,6,11,0,0.0,0,10,0.0,0,9.4,-0.8,-3.12,133.1,130.0,Enrolled
1,1,1,9238,1,1,1,1,3,4,0,0,0,1,0,0,18,0,0,6,6,6,14.0,0,6,13.166666666666666,0,10.8,1.4,1.74,154.0,164.9,Graduate
1,1,4,12,1,1,1,22,28,10,1,0,0,1,1,1,18,0,0,8,8,7,13.331428571428573,0,8,13.331428571428573,0,10.8,1.4,1.74,,,Graduate
2,7,1,9254,1,2,1,37,37,9,0,0,0,0,0,0,37,0,0,5,5,0,0.0,0,10,0.0,0,10.8,1.4,1.74,100.0,100.0,Dropout
1,8,1,15,1,1,1,1,1,6,0,0,1,0,1,0,19,0,0,6,6,6,12.5,0,10,12.6,0,15.5,2.8,-4.06,,,Dropout
1,1,6,9500,1,1,1,4,19,2,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,0,0.0,0,16.2,0.3,-0.92,138.0,124.7,Dropout
1,17,1,9670,1,1,1,3,3,1,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,0.0,0,15.5,2.8,-4.06,127.0,121.4,Dropout
1,14,1,9,1,1,1,22,27,10,0,0,0,1,0,0,49,0,9,13,22,10,10.4,0,18,10.666666666666666,0,12.7,3.7,-1.7,,,Graduate
1,1,1,9238,1,1,1,19,1,1,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,0.0,0,15.5,2.8,-4.06,133.1,101.0,Dropout
1,8,1,9,1,1,1,22,27,10,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,5,12.0,0,11.1,0.6,2.02,,,Enrolled
1,8,3,11,1,1,1,22,27,10,1,0,0,1,0,1,20,0,0,6,11,4,11.5,0,12,11.0,0,7.6,2.6,0.32,,,Enrolled
1,8,1,6,1,1,1,3,2,3,1,0,0,1,0,0,20,0,0,6,14,6,15.75,0,8,13.0,0,15.5,2.8,-4.06,,,Graduate
1,1,1,9085,1,1,1,2,2,6,0,0,0,1,0,0,18,0,0,6,11,5,12.285714285714286,0,19,14.0,1,12.4,0.5,1.79,132.0,128.5,Dropout
1,15,1,10,1,14,1,1,1,5,0,0,0,1,1,0,22,0,3,6,7,6,12.333333333333334,0,6,14.0,0,13.9,-0.3,0.79,,,Dropout
1,14,1,14,1,1,1,3,14,5,0,0,0,1,1,0,19,0,0,6,17,4,12.5,0,8,13.25,0,13.9,-0.3,0.79,,,Enrolled
1,44,1,9003,1,39,1,3,1,2,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,10,13.0,0,16.2,0.3,-0.92,160.0,160.0,Graduate
1,1,1,5,1,1,1,22,27,6,0,0,0,1,0,1,18,0,1,6,8,6,13.571428571428571,1,11,12.375,0,13.9,-0.3,0.79,,,Graduate
1,17,1,9773,1,1,1,38,38,7,1,0,0,1,0,1,18,0,0,6,6,6,15.0,0,6,15.5,0,8.9,1.4,3.51,150.0,137.8,Graduate
1,1,1,2,1,1,1,3,27,3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0.0,0,9.4,-0.8,-3.12,,,Enrolled
1,1,1,10,1,1,1,13,14,10,1,0,0,1,0,1,19,0,0,6,9,6,10.857142857142858,0,7,11.666666666666666,0,12.4,0.5,1.79,,,Graduate
4,39,1,9670,1,1,1,37,37,4,0,0,1,1,0,1,39,0,0,5,6,5,10.6,0,7,10.75,0,9.4,-0.8,-3.12,100.0,120.0,Graduate
