marital_status,previous_qualification_grade,admission_grade,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,target
1,130.0,118.5,0,0,1,0,1,18,6,Graduate
1,145.0,150.3,1,0,1,0,0,19,0,Dropout
1,135.0,120.5,1,0,1,0,0,19,8,Graduate
1,123.0,120.6,1,0,0,0,0,19,6,Dropout
1,126.0,118.7,1,0,1,0,1,21,6,Graduate
1,150.0,130.8,0,0,1,0,1,20,6,Graduate
1,121.0,112.6,1,0,1,0,1,20,5,Graduate
1,133.1,117.2,0,0,1,0,0,41,5,Graduate
1,139.0,131.8,1,0,1,0,0,18,8,Graduate
4,160.0,97.0,0,0,1,0,1,35,6,Graduate
1,110.0,130.0,0,1,0,0,0,32,7,Dropout
1,140.0,148.0,0,0,1,0,0,37,11,Graduate
2,130.0,103.4,0,0,1,0,0,30,7,Dropout
1,132.0,127.1,0,0,1,1,0,23,6,Graduate
1,139.0,124.0,1,0,1,0,1,20,6,Dropout
1,135.0,121.4,0,0,1,1,0,21,5,Graduate
1,117.0,118.1,0,0,1,1,0,19,5,Graduate
1,137.0,121.3,1,0,1,1,1,18,8,Graduate
1,144.0,119.5,0,0,1,1,0,18,5,Dropout
1,140.0,130.2,1,0,1,1,0,22,6,Graduate
1,130.0,130.0,1,0,1,1,0,18,6,Dropout
1,130.0,126.9,1,0,1,0,0,18,6,Graduate
1,152.0,168.5,1,0,1,1,0,21,6,Graduate
4,133.1,130.0,0,1,1,0,0,38,7,Dropout
1,140.0,122.8,0,0,1,0,1,19,7,Graduate
6,133.1,110.0,0,0,1,0,0,36,7,Dropout
1,140.0,127.1,1,0,1,0,0,18,5,Graduate
1,133.1,108.5,1,0,1,0,0,19,7,Graduate
1,140.0,138.2,0,1,0,0,0,21,10,Dropout
1,135.0,124.5,0,0,1,0,1,18,6,Graduate
1,140.0,132.3,1,0,1,0,0,20,5,Dropout
1,128.0,120.7,1,1,1,0,0,18,6,Graduate
1,141.0,132.6,0,0,1,0,1,18,6,Graduate
1,140.0,140.0,0,0,1,0,0,25,5,Dropout
1,139.0,124.5,1,0,1,0,0,19,8,Graduate
1,142.0,142.0,1,0,1,0,1,18,0,Graduate
1,130.0,130.0,0,0,1,0,0,39,13,Graduate
2,130.0,144.0,0,0,1,0,0,29,18,Graduate
1,140.0,140.0,0,0,0,0,0,23,3,Dropout
1,120.0,113.9,1,0,1,0,0,21,6,Dropout
1,147.0,137.2,0,0,0,0,0,18,6,Graduate
1,140.0,140.0,1,0,1,0,0,23,6,Graduate
1,161.0,152.3,0,0,1,0,0,18,6,Graduate
2,133.1,112.5,0,0,1,0,0,32,6,Graduate
2,150.0,101.0,0,1,0,0,0,29,5,Dropout
1,113.0,112.3,1,1,1,0,1,20,6,Graduate
1,140.0,114.0,1,0,0,0,0,28,6,Dropout
1,130.0,130.0,0,0,1,0,0,27,5,Graduate
1,120.0,121.5,0,1,1,0,0,22,14,Graduate
1,130.0,130.0,0,0,0,0,0,28,6,Dropout
2,120.0,125.7,0,1,0,0,0,43,6,Dropout
1,140.0,128.0,1,0,0,0,0,32,7,Dropout
4,133.1,120.0,0,0,1,0,1,35,8,Graduate
1,130.0,117.8,1,0,1,0,0,21,5,Graduate
1,176.0,169.7,0,0,1,0,1,18,7,Graduate
1,124.0,117.7,1,0,1,0,0,18,6,Graduate
1,120.0,121.8,1,0,1,0,0,22,6,Graduate
1,140.0,128.3,1,0,1,0,0,19,8,Graduate
1,143.0,132.2,1,0,1,0,1,18,5,Graduate
1,136.0,134.3,1,1,1,0,0,19,0,Dropout
1,132.0,123.4,0,0,1,0,1,18,7,Graduate
2,133.1,121.7,0,1,0,0,0,31,5,Dropout
2,100.0,130.0,0,1,1,0,1,33,6,Graduate
1,137.0,126.5,1,0,1,0,1,19,8,Graduate
1,153.0,159.7,1,0,1,0,1,18,6,Graduate
1,160.0,151.3,0,0,1,0,0,23,5,Graduate
1,145.0,138.0,1,0,1,0,0,20,6,Graduate
1,137.0,126.5,1,0,1,0,0,18,8,Graduate
1,120.0,112.3,0,0,1,0,1,22,6,Graduate
1,122.0,127.3,1,1,1,0,0,20,6,Graduate
1,130.0,130.0,1,0,1,0,0,23,7,Graduate
1,133.1,115.0,1,0,1,0,0,19,6,Graduate
1,150.0,131.5,1,0,1,0,0,19,8,Graduate
1,133.1,125.7,0,0,1,0,0,26,5,Dropout
1,141.0,126.8,1,0,1,0,0,18,7,Graduate
1,146.0,132.4,1,0,1,1,0,18,5,Dropout
1,150.0,150.0,1,0,1,1,0,20,6,Graduate
1,133.1,95.0,0,0,1,1,0,19,6,Dropout
1,120.0,128.2,0,0,0,1,0,32,9,Dropout
2,150.0,130.0,0,0,0,1,0,31,4,Dropout
1,140.0,159.9,1,0,1,0,0,21,6,Graduate
2,140.0,100.0,0,0,0,0,0,31,6,Dropout
2,133.1,116.5,0,0,1,0,0,34,7,Dropout
1,128.0,120.0,0,0,1,0,1,18,6,Graduate
1,117.0,117.0,1,1,1,0,0,19,6,Dropout
1,124.0,118.1,1,0,0,0,0,18,6,Dropout
1,158.0,153.5,1,0,1,0,0,20,6,Graduate
1,137.0,127.9,1,0,1,0,0,20,6,Graduate
1,123.0,118.8,1,0,1,0,1,18,6,Graduate
1,126.0,126.7,1,0,1,0,0,19,6,Graduate
4,133.1,110.0,1,0,1,0,1,30,6,Dropout
1,115.0,115.0,1,0,1,0,0,19,6,Graduate
1,132.0,119.0,1,0,1,0,0,19,7,Graduate
1,132.0,121.8,1,0,1,0,1,19,8,Graduate
1,143.0,133.4,1,0,1,0,0,19,6,Graduate
1,137.0,131.4,1,0,1,0,0,20,6,Graduate
1,130.0,135.0,0,1,1,1,0,25,5,Dropout
1,121.0,122.8,0,0,1,1,0,19,6,Dropout
2,130.0,140.0,0,1,1,0,1,34,6,Graduate
1,135.0,125.3,1,0,1,0,1,18,8,Graduate
1,137.0,126.3,1,0,1,0,1,18,8,Graduate
1,100.0,100.0,0,0,1,0,0,20,6,Graduate
1,127.0,121.3,1,0,1,0,1,20,8,Graduate
1,140.0,120.0,0,0,1,0,0,28,6,Dropout
1,131.0,129.7,1,0,1,0,0,19,5,Graduate
2,151.0,132.1,1,0,1,0,0,34,5,Dropout
2,130.0,120.3,0,0,1,0,0,35,7,Dropout
1,120.0,120.0,0,0,1,0,0,32,5,Graduate
1,136.0,123.1,1,0,1,0,0,19,6,Graduate
1,125.0,119.4,1,0,1,0,0,18,6,Graduate
2,133.1,140.0,0,0,0,0,0,35,5,Dropout
1,120.0,113.0,1,0,1,0,1,20,6,Graduate
1,143.0,133.9,1,0,1,1,1,18,6,Graduate
1,133.1,115.5,1,0,1,1,1,20,8,Graduate
1,121.0,116.5,1,0,0,1,0,18,6,Dropout
1,168.0,171.2,0,0,1,1,1,18,5,Graduate
1,124.0,119.1,0,0,1,1,1,20,5,Graduate
1,127.0,121.1,1,0,1,1,0,19,7,Dropout
1,137.0,132.8,0,0,1,1,0,19,6,Graduate
1,120.0,126.7,1,0,1,1,0,20,6,Graduate
1,110.0,105.8,1,0,1,1,0,22,7,Graduate
1,143.0,140.0,0,0,1,1,0,19,8,Graduate
1,120.0,120.0,0,0,1,1,0,22,6,Dropout
1,124.0,119.5,1,0,1,1,0,20,5,Graduate
2,168.0,153.9,0,1,0,1,0,34,6,Dropout
2,133.1,130.0,0,0,1,1,0,24,6,Dropout
1,150.0,107.0,1,0,1,1,0,26,5,Dropout
1,140.0,132.8,0,0,1,1,0,35,7,Dropout
1,145.0,127.5,1,0,1,1,0,22,5,Graduate
1,123.0,122.0,0,0,1,1,0,19,5,Dropout
1,120.0,114.8,1,0,0,1,0,19,6,Dropout
1,140.0,140.0,0,1,1,1,0,20,0,Graduate
1,126.0,111.0,0,1,1,1,0,21,11,Graduate
1,137.0,133.2,1,0,1,0,1,19,6,Graduate
1,130.0,123.0,1,0,1,0,0,18,6,Graduate
1,150.0,150.0,0,0,1,0,1,23,12,Graduate
1,147.0,132.3,1,0,1,0,1,18,5,Graduate
1,140.0,126.0,1,0,1,0,0,18,8,Graduate
1,132.0,119.3,1,0,1,0,0,19,8,Graduate
1,130.0,133.8,1,0,1,0,0,21,11,Graduate
1,130.0,126.5,1,0,1,0,1,18,6,Graduate
1,151.0,138.4,1,0,1,0,1,24,6,Graduate
1,144.0,129.0,1,0,1,0,0,18,7,Dropout
1,131.0,129.8,1,0,1,0,0,20,7,Graduate
1,130.0,128.3,1,0,0,0,1,18,6,Dropout
1,130.0,130.0,0,0,1,0,1,19,6,Dropout
1,131.0,121.9,1,0,1,0,0,19,6,Graduate
1,135.0,129.4,0,1,1,0,0,18,6,Graduate
1,145.0,125.5,1,0,1,0,1,18,8,Graduate
1,118.0,117.8,1,0,1,0,1,19,7,Graduate
1,152.0,139.0,1,0,1,0,0,18,7,Graduate
1,137.0,137.7,1,1,0,0,0,19,6,Dropout
1,123.0,113.6,1,0,1,0,0,21,7,Graduate
1,131.0,128.5,0,0,1,0,1,18,7,Graduate
1,141.0,142.8,0,0,1,0,0,18,7,Graduate
1,144.0,137.7,0,0,0,0,0,23,5,Dropout
1,133.0,123.2,0,0,1,0,0,18,7,Graduate
1,120.0,120.0,1,0,1,0,0,21,6,Dropout
1,130.0,119.3,1,0,1,0,1,19,8,Graduate
1,120.0,121.0,0,0,1,0,1,21,6,Graduate
1,138.0,139.4,1,0,1,0,0,18,6,Graduate
1,124.0,113.9,1,0,1,0,1,20,5,Graduate
1,133.0,124.6,1,0,1,0,1,18,6,Graduate
1,122.0,123.8,1,1,0,0,1,18,6,Dropout
1,138.0,126.3,1,0,1,0,0,18,6,Graduate
1,134.0,120.4,1,0,1,0,1,18,6,Graduate
1,133.1,139.9,1,0,1,0,1,24,6,Graduate
1,142.0,133.3,1,0,1,0,0,19,0,Graduate
1,141.0,126.0,1,0,1,0,0,18,8,Graduate
1,145.0,133.5,0,0,1,0,0,19,6,Graduate
1,145.0,127.9,1,0,1,0,0,19,6,Dropout
1,140.0,102.5,0,0,1,0,0,26,6,Dropout
1,133.1,97.0,0,1,0,1,0,36,5,Dropout
1,128.0,134.7,0,0,0,1,0,19,0,Dropout
1,120.0,113.8,0,0,0,1,0,27,5,Dropout
1,120.0,116.9,0,0,1,1,0,18,5,Dropout
1,139.0,124.0,1,0,1,1,1,18,8,Graduate
1,139.3,117.5,0,0,1,1,0,28,6,Dropout
1,150.0,154.8,1,0,1,1,0,21,0,Graduate
1,138.0,141.0,0,0,1,1,0,19,7,Graduate
1,133.1,120.0,0,1,0,1,0,26,5,Dropout
1,136.0,133.6,1,0,1,1,0,20,9,Dropout
1,134.0,122.0,1,0,1,1,0,19,8,Graduate
1,140.0,120.0,1,0,1,1,0,21,5,Dropout
1,110.0,114.2,0,0,1,1,1,23,6,Graduate
1,133.1,95.5,0,0,1,1,0,29,6,Graduate
1,129.0,120.0,0,0,1,1,0,20,8,Graduate
1,116.0,111.1,0,0,1,1,0,18,6,Graduate
1,130.0,128.6,1,0,1,1,0,19,6,Graduate
1,130.0,130.0,0,0,0,1,0,23,7,Dropout
1,116.0,111.1,0,0,1,1,0,21,0,Dropout
1,147.0,134.4,1,0,1,1,1,18,0,Graduate
1,117.0,131.0,1,1,0,1,0,21,6,Dropout
1,141.0,125.0,0,0,1,1,0,22,6,Dropout
1,133.1,106.0,1,0,1,1,0,21,7,Graduate
1,133.1,128.0,1,0,0,1,0,32,7,Dropout
1,120.0,120.0,1,0,1,1,0,27,18,Graduate
1,148.0,134.8,1,0,1,1,0,18,7,Graduate
1,130.0,112.0,1,0,1,1,1,24,6,Graduate
1,120.0,116.1,1,0,1,1,0,22,5,Dropout
1,120.0,120.0,1,0,0,1,0,22,6,Dropout
1,133.0,119.7,1,0,1,1,0,19,5,Graduate
1,129.0,117.1,1,0,1,1,0,19,5,Dropout
1,140.0,131.0,1,0,1,0,1,18,8,Graduate
1,127.0,130.9,1,0,1,0,0,18,6,Graduate
1,131.0,134.9,1,1,1,0,0,20,0,Dropout
1,132.0,127.1,1,0,1,0,0,19,6,Graduate
1,113.0,110.2,1,1,1,0,0,19,6,Graduate
1,115.0,108.7,1,0,1,0,1,18,6,Graduate
1,150.0,147.7,0,1,1,0,1,22,7,Graduate
2,133.1,123.0,0,0,1,0,0,31,7,Graduate
1,141.0,142.8,0,0,1,0,1,19,7,Graduate
1,136.0,125.2,1,0,1,0,1,18,6,Graduate
1,140.0,141.8,0,0,1,0,0,21,5,Graduate
1,143.0,130.6,1,0,1,0,1,18,7,Graduate
1,130.0,130.0,0,1,0,1,0,25,5,Dropout
1,133.1,100.0,0,1,1,1,0,21,5,Dropout
1,129.0,119.0,1,0,1,0,1,19,8,Graduate
1,118.0,122.2,1,0,1,0,0,22,6,Dropout
1,150.0,150.0,0,0,1,1,0,19,5,Graduate
1,133.1,135.5,0,0,1,0,0,58,6,Dropout
1,122.0,127.3,1,0,1,0,1,19,6,Graduate
1,127.0,127.0,1,0,1,1,0,23,9,Graduate
1,131.0,127.5,1,0,1,0,0,18,7,Graduate
1,130.0,122.0,0,0,1,0,0,20,5,Graduate
1,130.0,115.8,0,0,0,0,0,18,6,Dropout
1,130.0,121.6,0,0,1,0,0,18,6,Graduate
1,122.0,116.4,1,1,1,0,1,18,5,Graduate
1,114.0,120.0,0,0,1,0,0,24,6,Dropout
1,143.0,127.3,1,0,1,0,0,18,6,Dropout
1,141.0,125.6,1,0,1,0,1,19,6,Graduate
1,129.0,118.5,1,0,1,0,0,18,6,Graduate
1,137.0,134.6,1,0,1,0,1,19,0,Graduate
1,140.0,140.0,0,0,1,0,0,22,6,Graduate
1,120.0,117.9,1,0,1,0,1,21,6,Graduate
1,144.0,128.0,1,0,1,0,1,18,8,Graduate
1,123.0,113.2,1,0,1,0,0,20,6,Dropout
1,152.0,156.9,1,0,1,0,0,19,6,Graduate
1,133.1,100.0,0,1,0,1,0,26,7,Dropout
2,140.0,101.0,0,0,1,0,0,35,6,Graduate
1,133.0,121.5,1,0,1,0,1,19,6,Graduate
1,138.0,126.8,1,0,1,1,0,18,5,Graduate
1,142.0,132.9,0,0,1,1,0,19,5,Graduate
1,115.0,134.3,1,0,1,1,0,25,17,Graduate
1,125.0,120.5,1,0,1,1,0,18,6,Graduate
1,170.0,144.1,1,1,0,1,0,26,6,Dropout
1,140.0,100.0,0,0,1,1,0,34,5,Graduate
1,110.0,114.8,1,0,0,1,0,18,5,Dropout
1,114.0,111.9,0,0,0,1,0,18,0,Dropout
1,138.0,125.4,1,0,1,1,1,18,5,Dropout
1,140.0,140.0,0,0,1,1,0,20,6,Dropout
1,140.0,140.0,0,0,1,1,0,25,7,Graduate
1,132.0,127.8,0,0,1,1,0,18,6,Dropout
1,148.0,131.6,1,0,1,1,0,19,12,Graduate
1,132.0,119.4,1,0,1,1,0,20,0,Dropout
1,126.0,129.9,1,0,1,1,1,20,7,Graduate
1,120.0,113.4,1,0,1,1,1,19,5,Dropout
1,119.0,112.0,1,0,0,1,0,20,5,Dropout
1,120.0,140.0,0,0,1,1,0,24,6,Dropout
1,150.0,150.0,1,0,1,1,0,20,6,Graduate
1,140.0,150.0,0,0,1,1,0,23,5,Dropout
1,116.0,116.2,0,0,1,1,0,21,11,Graduate
1,120.0,120.4,1,0,1,1,0,20,5,Dropout
1,170.0,155.0,0,0,1,1,1,18,6,Graduate
1,123.0,123.4,1,0,1,1,0,18,6,Graduate
1,130.0,126.2,0,0,1,1,1,18,6,Graduate
1,117.0,120.5,1,0,1,1,0,19,6,Dropout
1,130.0,122.5,0,0,1,1,0,19,5,Graduate
1,133.0,139.2,1,1,1,1,0,33,5,Dropout
1,128.0,131.2,1,0,1,1,0,21,12,Graduate
2,133.1,120.0,0,1,0,1,0,25,6,Dropout
1,123.0,116.7,1,0,1,1,1,20,6,Dropout
1,150.0,150.0,1,0,1,1,1,22,7,Dropout
4,133.1,117.5,0,0,1,0,0,39,6,Graduate
1,140.0,137.6,1,0,1,1,1,21,6,Graduate
1,126.0,124.3,0,0,1,0,1,19,6,Graduate
1,133.1,116.0,0,0,1,0,1,26,7,Graduate
1,121.0,121.4,1,0,1,0,1,19,6,Graduate
1,140.0,142.8,1,0,0,0,1,20,12,Graduate
1,131.0,125.0,0,0,1,1,0,24,6,Dropout
1,124.0,126.1,1,0,1,1,0,20,5,Graduate
2,120.0,155.8,0,0,1,1,0,29,6,Graduate
1,133.1,116.0,0,0,1,1,0,20,6,Graduate
1,110.0,110.0,1,0,1,1,0,20,6,Dropout
1,133.1,97.2,1,0,1,1,1,24,6,Graduate
1,133.1,100.0,0,1,1,1,0,24,7,Dropout
1,140.0,140.0,0,0,1,1,0,23,5,Graduate
1,130.0,128.0,1,0,1,1,0,20,7,Graduate
1,110.0,115.3,1,0,1,1,0,19,6,Graduate
1,160.0,160.0,1,0,1,1,1,20,6,Graduate
1,138.0,133.1,0,0,1,1,0,18,6,Graduate
1,126.0,119.0,1,1,1,1,0,20,6,Dropout
2,120.0,156.0,1,0,1,1,0,33,5,Graduate
1,122.0,123.1,1,0,0,0,0,19,6,Dropout
1,134.0,136.1,1,0,1,1,0,19,0,Graduate
1,134.0,132.7,1,0,1,1,0,22,13,Graduate
1,140.0,128.2,0,0,1,0,0,39,7,Dropout
1,127.0,126.7,1,0,0,1,0,22,1,Dropout
1,143.0,156.3,1,0,1,1,1,19,0,Graduate
1,115.0,116.1,1,0,1,0,0,19,6,Graduate
1,131.0,123.8,1,0,1,0,0,19,7,Dropout
1,146.0,153.0,1,0,1,0,1,21,17,Graduate
1,140.0,140.0,1,0,0,0,0,39,7,Dropout
1,135.0,131.9,1,0,1,1,0,19,12,Graduate
1,133.1,140.0,1,1,0,1,0,24,5,Dropout
1,120.0,115.0,1,0,1,1,0,27,5,Dropout
2,133.1,168.0,0,0,1,1,0,29,5,Graduate
1,130.0,101.3,1,0,1,1,0,20,6,Dropout
1,125.0,122.6,0,0,1,1,0,21,5,Dropout
1,151.0,132.3,0,0,1,1,0,19,8,Graduate
1,112.0,111.7,0,1,0,1,0,19,6,Dropout
1,120.0,98.7,0,0,1,1,1,28,5,Graduate
1,140.0,140.0,1,0,0,0,0,21,6,Graduate
1,140.0,140.0,1,1,0,0,0,23,8,Dropout
1,143.0,133.8,1,0,1,0,0,18,7,Graduate
2,133.1,100.0,0,0,1,0,0,59,6,Graduate
1,136.0,130.8,1,0,1,0,0,18,5,Graduate
1,130.0,106.2,1,0,1,0,0,27,7,Dropout
1,141.0,125.6,1,0,1,0,1,18,6,Graduate
1,121.0,117.5,1,1,0,0,0,20,6,Dropout
2,120.0,122.5,0,0,0,0,0,32,5,Dropout
1,129.0,132.9,1,0,1,0,0,19,5,Dropout
2,133.1,103.0,0,0,1,0,0,41,6,Dropout
4,100.0,107.0,0,0,1,0,0,38,5,Dropout
1,133.1,100.0,0,0,1,1,0,35,7,Dropout
1,133.1,100.0,1,0,1,0,0,27,6,Dropout
1,139.0,131.3,1,0,1,0,0,19,6,Graduate
2,133.1,118.4,0,0,0,0,0,39,5,Dropout
2,100.0,100.0,0,0,0,0,0,37,5,Dropout
5,110.0,110.0,0,0,0,0,0,37,8,Dropout
2,133.1,100.0,0,0,1,0,1,35,16,Graduate
1,123.0,106.2,0,0,1,0,0,49,13,Graduate
1,110.0,110.0,0,0,1,0,0,52,15,Graduate
1,130.0,122.3,1,0,1,0,0,18,5,Graduate
1,133.1,112.5,0,0,1,0,1,30,7,Graduate
1,97.0,98.1,1,0,1,0,0,21,7,Graduate
1,130.0,140.2,1,0,1,1,0,20,5,Dropout
1,150.0,134.6,1,0,1,1,0,19,0,Dropout
1,141.0,126.8,1,0,1,1,0,18,8,Graduate
1,116.0,113.6,1,0,1,0,1,22,5,Graduate
1,135.0,126.6,1,0,1,0,1,19,6,Graduate
1,144.0,130.7,1,0,1,0,1,18,7,Graduate
1,108.0,105.9,1,0,1,1,0,21,5,Graduate
1,133.1,100.0,0,0,1,0,0,37,6,Dropout
1,133.1,120.0,0,1,0,1,0,38,6,Dropout
6,130.0,119.0,1,0,0,1,0,55,5,Dropout
5,133.1,110.0,0,1,0,0,0,28,6,Dropout
5,120.0,120.0,0,0,1,0,0,46,8,Graduate
1,131.0,119.8,1,0,1,0,0,22,0,Graduate
2,133.1,135.6,0,0,1,0,0,46,6,Dropout
1,131.0,136.3,1,1,0,0,0,18,5,Dropout
1,146.0,149.2,1,0,1,1,1,21,6,Graduate
1,120.0,100.0,0,0,1,0,0,34,5,Dropout
1,119.0,125.0,1,0,1,0,1,21,6,Dropout
1,132.0,131.0,1,0,1,0,1,18,6,Graduate
1,130.0,122.0,1,0,1,1,0,20,0,Graduate
1,119.0,118.0,1,0,1,1,0,19,6,Dropout
1,134.0,126.0,1,0,1,1,0,22,6,Graduate
1,120.0,120.0,0,0,1,1,0,23,6,Dropout
1,172.0,155.6,1,0,1,1,0,19,0,Dropout
1,129.0,127.3,1,1,0,1,1,19,0,Dropout
1,164.0,161.2,0,0,1,1,1,18,6,Graduate
1,136.0,140.9,1,0,1,1,0,18,6,Dropout
1,117.0,111.1,0,1,1,1,0,19,6,Dropout
1,131.0,149.9,1,0,1,1,0,18,0,Graduate
1,120.0,120.0,1,0,1,1,0,19,6,Graduate
1,133.1,120.0,0,1,0,1,0,27,6,Dropout
1,101.0,98.9,1,0,1,1,0,20,6,Graduate
1,141.0,136.3,1,0,1,1,0,18,8,Graduate
1,145.0,130.0,1,0,1,1,0,18,6,Graduate
1,160.0,141.5,1,0,1,1,0,18,5,Dropout
1,125.0,114.5,1,0,1,0,0,18,7,Graduate
1,133.1,100.0,1,0,0,0,0,37,5,Dropout
2,120.0,110.5,0,0,1,0,1,36,6,Graduate
2,133.1,101.0,1,0,1,0,0,26,6,Dropout
1,121.0,121.0,0,0,1,0,0,19,5,Graduate
1,120.0,95.0,1,0,1,0,0,24,6,Dropout
1,130.0,126.9,1,0,1,0,1,19,6,Dropout
1,130.0,116.3,1,0,1,0,1,20,7,Graduate
1,128.0,120.0,1,0,1,0,0,19,6,Graduate
1,126.0,123.6,1,0,1,0,0,21,5,Graduate
2,120.0,150.0,0,0,0,0,0,50,7,Dropout
2,100.0,120.0,0,0,1,0,0,47,7,Dropout
1,120.0,111.3,0,0,1,0,0,24,13,Dropout
1,110.0,150.0,0,0,0,0,0,48,5,Dropout
1,127.0,123.2,1,0,1,0,1,18,6,Graduate
1,130.0,130.0,1,0,1,1,0,32,6,Dropout
1,141.0,137.9,1,0,0,1,0,20,5,Dropout
1,120.0,100.0,0,1,1,1,0,24,5,Dropout
2,133.1,120.0,0,0,1,1,0,53,5,Graduate
2,133.1,131.0,0,1,0,1,0,42,4,Dropout
2,133.1,133.8,1,0,1,1,0,52,5,Graduate
2,110.0,150.0,0,0,1,1,0,49,5,Graduate
1,125.0,126.4,0,0,1,1,1,18,6,Graduate
2,130.0,154.0,1,0,1,1,0,37,5,Graduate
1,121.0,114.9,0,0,1,1,1,21,7,Graduate
1,133.1,110.0,0,1,1,1,0,26,5,Dropout
1,147.0,149.8,1,0,1,1,0,20,12,Graduate
1,128.0,117.9,1,0,1,0,1,19,7,Graduate
1,164.0,165.8,1,0,1,0,0,18,6,Graduate
1,137.0,127.6,1,0,1,0,0,18,7,Graduate
1,122.0,123.8,0,0,1,0,0,20,6,Graduate
1,124.0,126.1,1,0,1,0,0,20,5,Dropout
1,120.0,119.7,1,0,1,0,0,21,0,Dropout
1,117.0,121.6,1,0,1,0,0,22,12,Graduate
1,140.0,100.0,0,0,1,0,1,18,7,Graduate
1,130.0,127.6,1,0,1,0,0,18,7,Dropout
1,138.0,132.5,1,0,1,0,1,19,8,Graduate
1,142.0,131.0,1,0,1,0,0,18,8,Graduate
1,122.0,113.3,1,0,1,0,1,20,7,Graduate
1,131.0,121.9,1,0,1,0,0,20,6,Dropout
1,120.0,118.3,1,0,1,0,0,20,5,Graduate
1,131.0,118.8,0,0,1,0,0,19,5,Graduate
1,120.0,143.3,1,0,1,0,1,20,0,Graduate
1,160.0,155.7,1,0,1,0,0,27,12,Graduate
1,157.0,153.9,1,0,1,0,0,18,6,Graduate
1,150.0,137.8,0,0,1,0,0,18,7,Graduate
1,148.0,143.3,0,0,1,0,1,18,7,Graduate
1,120.0,123.2,0,0,1,0,0,20,5,Graduate
1,158.0,140.5,0,0,1,0,1,20,6,Graduate
1,145.0,130.0,1,0,1,0,0,18,8,Graduate
1,100.0,104.8,0,1,0,0,0,22,7,Dropout
1,136.0,132.5,0,1,1,0,1,22,6,Graduate
1,148.0,136.5,0,0,1,0,0,19,6,Graduate
1,130.0,130.0,1,0,0,0,0,21,6,Dropout
1,130.0,190.0,1,0,1,0,0,27,7,Graduate
1,136.0,128.5,1,0,1,0,0,18,7,Graduate
1,122.0,126.6,0,0,0,0,0,18,5,Dropout
1,140.0,131.6,1,0,1,1,0,19,7,Dropout
5,110.0,119.0,0,0,1,1,1,35,5,Graduate
1,130.0,127.6,0,0,1,1,0,23,5,Graduate
1,133.1,100.0,0,0,1,1,0,28,7,Dropout
1,124.0,117.7,1,1,1,1,0,20,5,Dropout
1,124.0,124.7,1,0,1,1,0,21,5,Dropout
1,128.0,124.5,1,0,1,1,0,18,6,Graduate
1,125.0,140.8,1,0,1,1,0,22,6,Graduate
1,121.0,111.9,1,0,1,1,0,21,5,Graduate
1,140.0,140.0,0,1,0,1,0,38,7,Dropout
1,136.0,123.8,1,0,1,1,0,19,0,Dropout
1,140.8,134.0,0,0,1,1,0,24,5,Dropout
1,142.0,130.8,1,0,0,1,0,19,6,Dropout
1,133.0,130.2,1,0,1,1,1,19,7,Graduate
1,130.0,147.6,0,0,1,1,0,31,5,Dropout
1,120.0,113.4,1,0,1,1,1,19,6,Graduate
1,141.0,133.7,1,0,1,1,0,22,6,Graduate
1,130.0,128.2,0,0,1,1,0,25,5,Dropout
1,168.0,161.0,1,0,1,1,0,18,7,Dropout
1,130.0,130.0,1,0,1,1,0,30,8,Dropout
1,156.0,156.3,0,0,1,1,1,18,8,Graduate
1,137.0,129.3,1,0,1,1,0,18,6,Graduate
1,131.0,129.3,0,0,1,1,0,18,6,Dropout
1,130.0,136.3,1,0,1,1,0,18,6,Graduate
1,133.1,140.0,0,0,1,1,1,25,6,Graduate
1,160.0,139.7,0,0,1,1,0,18,0,Dropout
1,133.1,105.0,0,0,1,1,0,25,7,Dropout
1,130.0,130.5,1,0,1,0,0,19,7,Graduate
1,137.0,131.5,1,0,1,0,1,20,8,Graduate
1,133.1,100.0,1,0,0,0,0,33,7,Dropout
1,140.0,130.2,1,0,1,0,1,18,6,Graduate
1,135.0,133.5,1,0,1,0,0,19,8,Graduate
1,140.0,133.2,1,0,1,0,1,20,7,Graduate
1,160.0,129.0,0,0,1,1,0,24,5,Dropout
1,133.1,100.0,0,0,1,1,0,24,5,Dropout
1,128.0,116.5,1,0,1,1,0,18,5,Graduate
1,121.0,124.2,1,0,1,0,1,18,6,Graduate
1,127.0,138.8,1,0,1,0,0,22,12,Graduate
1,132.0,126.4,1,0,1,0,1,18,6,Graduate
1,147.0,151.9,1,0,1,0,0,21,17,Graduate
2,110.0,120.0,1,0,1,0,0,38,5,Dropout
1,142.0,131.9,0,0,1,0,1,29,16,Graduate
1,131.0,131.7,1,0,0,0,0,18,6,Dropout
2,110.0,132.5,0,0,1,1,0,37,12,Graduate
1,128.0,116.5,0,0,1,1,0,20,5,Graduate
1,136.0,133.9,1,0,0,1,0,20,5,Dropout
2,120.0,145.4,0,1,1,1,0,40,5,Dropout
1,118.0,111.0,0,0,0,1,0,21,5,Dropout
1,120.0,120.0,0,0,1,1,0,21,7,Graduate
1,151.0,129.8,1,0,1,1,0,18,8,Graduate
1,140.0,130.0,0,0,1,1,0,27,6,Graduate
