admission_grade,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade
113.2,0,1,0,0,21,10,6,11.166666666666666,10.571428571428571
106.7,0,1,0,1,20,7,5,12.62,12.5
140.0,0,1,0,0,25,5,3,10.666666666666666,11.333333333333334
159.0,0,1,0,0,25,7,7,11.857142857142858,11.7
140.0,0,1,0,0,24,6,4,15.75,16.4
131.0,0,1,0,0,19,5,4,11.0,10.666666666666666
123.8,0,1,0,1,19,5,5,12.4,11.0
122.6,0,1,0,1,20,5,3,12.0,12.625
132.8,0,1,0,0,18,0,0,0.0,0.0
115.8,0,1,0,0,18,7,6,12.0,12.166666666666666
107.8,0,1,0,0,19,5,3,10.333333333333334,14.428571428571429
127.5,0,1,0,0,19,7,5,12.94,13.76
117.3,0,1,0,0,19,5,4,12.25,12.0
130.0,0,1,0,0,32,7,4,13.625,12.6375
115.2,0,1,1,0,24,5,4,12.0,12.666666666666666
96.0,0,1,0,0,19,7,6,13.598333333333334,11.933333333333332
120.0,0,1,0,0,45,11,11,12.7,12.96818181818182
128.5,0,1,0,0,18,7,6,11.5,12.714285714285714
120.0,1,1,0,0,37,6,6,12.875,12.9
113.2,0,1,0,1,20,6,4,10.75,11.5
121.3,0,1,0,1,18,7,6,13.533333333333331,12.228571428571428
140.0,1,1,0,0,21,9,8,13.25,12.2
100.0,0,1,1,0,25,5,1,11.0,10.0
140.0,1,1,0,0,21,6,1,12.0,11.0
170.0,0,1,0,0,19,5,0,0.0,14.75
135.0,1,1,0,0,23,11,8,12.375,12.6
113.7,0,1,0,0,18,6,5,12.6,12.428571428571429
116.5,0,1,1,1,24,6,4,12.25,11.5
132.9,0,1,1,1,20,6,6,11.375,13.8
117.2,0,1,1,1,18,5,4,13.5,13.625
123.3,0,1,1,0,26,6,4,10.0,12.0
118.3,0,1,0,0,18,6,6,12.333333333333334,12.0
113.6,0,1,0,0,19,5,3,12.0,11.75
115.3,0,1,0,0,20,7,6,13.5,14.0
118.7,0,1,0,0,18,5,4,10.666666666666666,12.0
98.9,0,1,0,0,21,6,4,12.5,12.666666666666666
113.4,0,1,0,0,18,6,4,11.5,13.75
103.5,0,1,0,0,20,6,3,11.2,12.0
126.0,0,1,0,0,19,6,5,13.0,10.4
121.7,0,1,0,1,27,7,6,12.6,11.685714285714283
142.8,1,0,0,1,19,5,5,12.8,12.0
120.5,0,1,0,1,19,7,5,13.04,12.5
144.9,1,0,0,0,23,11,11,13.166666666666666,13.333333333333334
105.9,0,1,0,1,20,6,5,10.6,11.166666666666666
124.3,0,1,0,0,20,6,6,13.428571428571429,12.666666666666666
122.7,0,1,1,0,18,5,5,12.0,12.5
112.4,0,1,1,0,21,5,4,11.5,10.6
138.0,0,1,0,0,20,6,6,13.333333333333334,13.0
138.3,0,1,0,0,18,0,0,0.0,0.0
124.3,0,1,0,0,19,6,5,12.2,10.8
126.9,0,1,0,1,19,6,4,11.0,11.666666666666666
123.5,0,1,0,1,19,5,5,11.6,12.666666666666666
129.5,0,1,0,0,18,5,4,13.5,13.4
133.2,0,1,0,0,19,6,5,13.4,13.5
133.5,0,1,0,1,21,6,3,10.2,12.25
122.0,0,1,0,1,18,6,6,10.833333333333334,11.0
125.1,0,1,0,1,18,7,6,12.816666666666668,12.875
160.0,1,1,0,0,19,6,2,13.5,11.0
114.0,0,1,1,0,20,5,4,11.6,12.25
117.8,0,1,1,0,20,5,5,12.0,13.0
114.3,0,1,1,0,18,7,6,13.976666666666668,12.041666666666666
129.7,0,1,1,0,19,6,4,12.5,10.0
122.4,0,1,1,0,19,5,3,11.666666666666666,12.0
135.0,0,1,1,0,20,6,6,11.833333333333334,10.4
122.9,0,1,1,0,21,5,4,13.2,14.25
124.2,0,1,1,0,18,5,5,12.0,11.4
130.0,0,1,1,0,20,6,4,11.6,11.5
123.7,0,1,1,0,20,5,4,12.0,12.5
96.0,0,1,0,1,25,6,6,11.285714285714286,12.2
150.0,0,1,1,0,28,6,5,12.0,12.333333333333334
163.7,0,1,0,0,35,7,5,13.34,10.84
130.0,0,1,0,0,27,8,7,12.457142857142856,12.457142857142856
160.0,0,1,0,1,31,5,4,10.5,10.5
150.0,0,1,1,0,47,5,4,10.0,12.5
141.4,0,1,1,1,20,0,0,0.0,0.0
141.7,0,1,1,0,18,0,0,0.0,0.0
100.7,0,1,0,0,39,6,2,13.0,13.0
180.0,1,1,1,0,30,5,4,14.5,16.2
140.0,0,1,0,0,41,6,4,12.25,12.5
122.2,0,0,0,0,18,6,5,12.6,11.8
143.6,1,1,1,0,18,5,0,0.0,0.0
100.0,0,1,1,0,20,7,7,12.857142857142858,12.75
130.0,0,1,0,0,21,6,5,13.6,14.25
140.0,1,0,0,0,20,6,3,12.0,11.0
106.0,0,1,0,0,20,6,6,13.166666666666666,14.0
137.0,1,1,0,0,19,7,0,0.0,11.666666666666666
114.4,0,1,0,0,45,12,12,14.0,13.857142857142858
120.7,0,1,0,0,28,5,4,11.25,13.0
164.3,0,1,1,1,18,0,0,0.0,0.0
122.5,0,1,0,0,18,6,1,11.0,11.0
131.3,0,1,0,0,18,5,4,12.0,12.25
117.0,0,1,1,0,21,5,5,11.166666666666666,10.8
122.8,0,1,1,0,18,5,4,11.5,10.333333333333334
118.4,0,1,1,0,19,5,2,10.5,11.75
128.1,0,1,1,0,19,5,4,12.5,11.0
99.0,0,1,1,0,22,7,6,12.833333333333334,12.5
111.3,0,1,1,0,21,6,6,12.285714285714286,14.25
121.5,0,1,1,0,18,6,5,11.0,10.333333333333334
130.0,1,1,1,0,20,12,11,12.545454545454543,11.625
125.2,0,1,1,0,18,6,6,12.666666666666666,13.6
123.9,0,1,1,0,18,5,5,13.0,12.4
100.0,0,1,1,0,54,13,13,13.307692307692308,12.818181818181818
124.3,0,1,0,0,19,8,7,14.514285714285714,14.514285714285714
120.0,0,1,0,0,27,5,5,15.2,14.0
129.0,0,1,0,0,20,5,4,11.75,10.5
152.5,0,1,0,0,20,0,0,0.0,0.0
138.1,0,1,0,0,19,6,6,14.0,15.0
127.7,0,1,0,0,25,5,4,12.5,11.0
124.5,0,1,1,0,19,5,3,10.666666666666666,14.0
109.3,0,1,1,0,19,6,4,12.25,12.666666666666666
121.2,0,1,1,0,20,0,0,0.0,0.0
123.3,0,1,1,0,19,5,5,11.8,12.4
135.9,0,1,1,0,18,5,2,14.0,11.0
117.0,0,1,1,0,19,5,4,10.75,12.25
130.0,0,1,0,0,31,6,4,12.25,12.0
140.0,1,0,0,0,24,6,4,12.5,11.5
130.0,0,1,1,1,33,8,1,10.0,10.0
130.0,0,1,0,1,20,6,4,12.0,10.75
172.0,0,1,1,0,44,11,9,12.333333333333334,11.0
118.1,0,1,1,0,18,7,6,12.035714285714286,13.75
116.1,0,1,1,0,19,6,5,12.2,12.0
120.0,0,1,1,0,21,9,7,11.285714285714286,12.25
134.2,0,1,1,0,20,6,5,11.8,12.0
150.0,0,1,1,0,20,5,0,0.0,10.5
143.4,0,0,1,1,18,5,5,14.2,14.2
143.6,1,1,1,0,19,12,10,12.7,12.272727272727272
170.0,0,0,1,0,26,8,8,15.125,13.666666666666666
115.2,1,1,1,0,32,7,3,12.0,10.333333333333334
121.4,0,1,0,1,23,6,4,14.25,12.0
134.8,0,1,0,0,24,5,2,10.5,10.0
140.0,0,1,1,0,25,6,5,11.666666666666666,12.0
112.2,0,1,1,0,19,6,5,10.8,10.0
139.0,0,1,1,0,21,6,5,12.8,12.25
116.1,1,1,1,0,19,5,4,11.0,12.0
110.0,0,1,1,0,25,5,3,11.0,11.5
118.4,0,1,0,0,21,7,4,13.125,12.333333333333334
111.1,0,1,1,1,19,5,5,11.8,11.5
126.8,0,0,1,1,18,5,5,12.2,12.0
140.0,1,1,1,0,24,6,6,14.88888888888889,13.727272727272728
130.0,0,0,0,0,19,6,5,13.0,11.666666666666666
114.8,0,1,0,1,19,7,4,12.65,11.1
138.6,0,1,0,0,19,5,1,11.0,0.0
118.4,0,1,0,0,21,5,3,11.333333333333334,10.5
122.1,0,1,0,1,18,5,4,11.571428571428571,12.0
109.0,0,1,0,0,39,7,5,12.16,12.16
121.0,1,1,1,0,20,5,5,13.2,11.4
122.1,0,1,1,0,19,6,3,12.5,11.0
130.0,0,1,1,0,27,2,2,12.5,12.5
125.9,0,1,1,0,34,5,0,0.0,11.0
160.0,1,1,1,0,41,7,5,14.333333333333334,14.636363636363637
115.2,0,1,0,0,48,7,4,11.75,11.725
145.3,0,1,0,0,18,0,0,0.0,0.0
132.1,0,1,0,0,19,6,2,10.5,11.0
102.6,0,1,0,0,21,6,4,12.0,11.5
106.1,0,1,0,0,19,6,5,12.333333333333334,11.0
100.0,1,1,0,0,20,6,5,12.2,14.6
140.0,0,1,0,0,20,6,5,14.2,13.5
132.6,0,1,0,0,18,6,5,12.8,10.0
124.8,0,0,0,1,18,6,5,11.8,13.0
133.8,0,1,0,0,17,8,5,12.46,12.46
122.6,0,1,0,0,18,6,5,11.833333333333334,11.5
130.0,1,0,0,0,24,9,8,13.125,13.0
125.8,0,1,0,1,20,8,0,0.0,0.0
121.0,0,1,0,0,18,5,3,12.333333333333334,11.6
128.2,1,1,0,0,18,6,4,13.25,10.666666666666666
112.6,1,1,0,0,20,11,8,12.625,11.0
110.0,0,1,0,0,19,7,4,12.85,12.62142857142857
140.0,0,1,0,0,20,6,6,14.285714285714286,13.0
130.0,0,1,0,0,34,5,0,0.0,0.0
112.0,0,1,0,0,18,6,4,11.25,12.2
119.5,1,1,0,0,25,6,6,11.333333333333334,11.75
101.8,0,1,0,0,21,6,5,11.6,13.0
170.0,0,1,0,0,34,5,2,11.5,11.75
133.5,0,1,1,0,17,0,0,0.0,0.0
153.0,0,1,1,0,22,6,3,14.5,14.375
123.0,0,1,0,0,19,7,5,13.44,13.066666666666668
150.0,0,1,0,0,20,6,6,13.0,12.0
123.7,0,1,0,0,19,6,5,12.666666666666666,11.0
119.7,0,1,0,0,21,5,5,12.2,11.333333333333334
117.0,0,1,0,0,21,6,5,11.8,11.833333333333334
121.1,0,1,0,1,18,7,5,12.16,13.4
146.1,0,1,0,0,18,6,1,15.0,12.5
126.8,0,1,0,0,18,5,2,11.5,11.8
150.0,0,1,0,0,19,5,1,13.0,15.333333333333334
134.8,0,1,0,0,18,0,0,0.0,0.0
126.8,0,1,0,0,18,6,6,12.0,12.75
131.1,0,1,0,0,18,7,7,12.385714285714286,12.728571428571428
131.8,1,0,0,0,18,6,5,12.4,14.166666666666666
130.0,0,1,0,0,21,6,3,11.75,12.333333333333334
143.3,0,1,0,0,18,0,0,0.0,0.0
136.2,0,1,0,0,19,6,1,11.5,10.5
126.8,0,1,0,1,18,6,6,12.0,11.142857142857142
129.3,0,1,1,1,18,0,0,0.0,0.0
127.3,0,1,1,0,18,5,3,11.0,11.0
98.0,0,1,1,1,19,6,4,12.0,12.285714285714286
122.0,0,1,1,0,20,5,2,10.5,12.25
112.5,0,1,1,0,19,6,3,11.666666666666666,10.333333333333334
180.0,0,1,1,1,20,7,6,14.142857142857142,14.125
130.8,0,1,1,0,22,5,0,0.0,13.333333333333334
109.0,0,1,1,1,22,5,3,12.333333333333334,10.571428571428571
130.2,0,1,1,0,19,5,5,10.2,12.0
130.2,0,1,1,0,19,6,5,12.6,11.0
100.0,0,1,1,0,18,5,4,12.25,11.666666666666666
121.2,0,1,1,1,18,6,3,10.666666666666666,12.0
117.8,0,1,1,0,19,6,4,12.75,13.0
110.0,0,1,1,0,24,6,6,11.333333333333334,11.333333333333334
138.3,1,0,1,0,25,6,0,0.0,0.0
127.8,0,1,1,0,37,5,4,10.75,11.333333333333334
100.0,0,1,1,0,19,5,5,12.0,10.5
124.7,0,1,1,1,19,7,6,12.528571428571428,12.416666666666666
124.1,0,1,1,1,21,8,0,0.0,0.0
130.0,0,1,1,0,20,7,3,10.666666666666666,11.5
116.1,0,1,1,1,19,6,6,13.125,12.714285714285714
114.3,0,1,1,0,42,6,5,12.4,11.8
104.6,0,0,1,0,21,6,5,14.0,14.8
136.6,0,1,1,0,19,6,5,11.4,11.0
140.0,0,1,1,0,21,6,4,11.75,10.5
138.3,0,1,1,0,20,6,6,13.428571428571429,11.5
117.5,0,1,1,0,19,5,4,11.8,11.5
140.0,0,1,1,0,23,7,3,14.0,14.0
125.1,0,1,1,0,18,6,6,12.333333333333334,10.8
118.8,1,1,1,1,22,5,5,10.666666666666666,11.0
125.2,0,1,1,0,19,5,5,11.833333333333334,14.714285714285714
107.6,0,1,1,1,22,6,6,11.666666666666666,12.166666666666666
100.0,0,1,1,0,38,6,5,16.0,16.5
126.0,0,1,1,0,27,7,7,14.085714285714284,14.085714285714284
121.6,0,1,1,0,19,5,0,0.0,10.0
114.7,0,1,1,0,20,5,5,15.8,13.714285714285714
133.1,0,1,1,0,18,5,4,12.5,14.666666666666666
120.5,0,1,1,0,19,6,4,12.5,13.25
110.3,1,1,1,0,24,5,1,10.0,11.0
140.0,0,1,1,0,22,5,0,0.0,11.666666666666666
132.8,0,1,1,1,19,6,4,12.0,12.5
127.2,1,1,1,0,23,17,13,12.153846153846152,11.909090909090908
133.4,0,0,1,0,29,6,6,16.5,13.8
140.0,0,1,1,0,20,6,6,11.285714285714286,11.77777777777778
117.0,0,1,1,0,22,0,0,0.0,0.0
110.7,0,1,1,0,20,6,5,14.0,12.0
160.0,0,1,1,0,24,5,4,13.75,12.0
130.0,1,1,1,0,21,12,10,11.8,11.444444444444445
115.8,0,1,1,0,20,5,4,11.5,0.0
126.1,0,1,1,0,22,6,5,13.4,10.666666666666666
126.3,0,1,1,0,18,5,2,13.5,12.333333333333334
124.2,0,1,1,0,22,6,3,11.333333333333334,12.333333333333334
136.1,0,1,1,0,19,6,5,11.4,12.4
120.0,0,1,0,0,43,5,3,10.666666666666666,12.5
129.8,0,1,1,0,24,7,7,13.571428571428571,13.4
126.6,0,1,1,0,18,5,4,12.0,13.0
120.0,0,1,1,0,21,5,0,0.0,11.666666666666666
108.3,0,1,1,0,39,6,5,11.4,11.0
100.0,0,1,1,0,34,7,6,11.333333333333334,12.6
118.1,1,0,1,0,18,0,0,0.0,0.0
130.0,0,1,1,0,21,12,12,15.083333333333334,13.083333333333334
146.4,0,1,1,0,27,5,3,10.0,13.0
148.5,0,1,1,0,18,5,4,10.0,16.0
140.0,0,1,1,1,20,6,5,13.833333333333334,12.3
150.0,0,1,1,0,19,6,5,11.6,11.0
140.8,0,1,1,0,23,6,6,12.666666666666666,12.2
120.0,0,1,1,0,22,0,0,0.0,0.0
123.2,0,1,1,0,20,5,3,12.666666666666666,12.5
127.9,0,1,1,0,20,6,3,13.666666666666666,10.25
120.3,0,1,1,0,19,5,5,10.8,13.5
190.0,0,1,0,0,18,7,4,11.575,12.419999999999998
121.0,0,1,1,0,20,5,4,14.25,10.0
126.3,0,1,0,1,18,6,6,12.833333333333334,13.0
130.2,0,1,0,0,19,6,5,11.4,10.75
100.0,0,1,0,0,19,5,5,14.857142857142858,15.142857142857142
140.0,0,1,0,0,19,6,3,11.666666666666666,11.5
153.1,0,1,0,1,20,6,6,12.5,14.333333333333334
124.9,1,1,1,0,18,5,3,10.666666666666666,11.333333333333334
150.8,0,1,1,0,18,5,4,10.5,10.5
163.6,0,1,0,0,18,0,0,0.0,0.0
115.0,0,1,0,0,19,5,5,11.5,10.666666666666666
126.0,0,1,0,0,20,6,1,12.0,0.0
105.0,0,1,0,0,26,6,3,10.666666666666666,11.2
139.4,1,1,0,0,41,5,5,11.6,12.2
138.5,0,1,0,0,26,5,4,12.0,11.25
108.7,0,1,0,0,21,5,3,12.0,12.666666666666666
106.0,0,1,0,0,24,5,2,10.5,11.0
127.4,0,1,0,0,18,6,5,12.2,12.2
95.0,1,0,0,0,22,7,6,11.5,13.166666666666666
115.0,0,1,0,0,23,5,2,10.0,12.0
121.3,0,1,0,0,21,5,2,13.0,12.0
121.2,0,1,0,0,18,6,5,13.4,12.0
112.9,0,1,0,0,22,6,4,12.25,11.333333333333334
115.9,0,1,0,0,29,10,9,11.555555555555555,11.9
125.3,0,1,1,0,19,7,7,12.2,12.2
111.3,0,1,1,1,18,5,4,10.8,11.75
144.8,0,1,1,0,28,5,4,12.75,14.333333333333334
129.9,0,1,1,0,20,6,6,12.714285714285714,13.0
126.4,0,1,1,0,26,7,7,13.285714285714286,12.142857142857142
121.4,0,1,1,0,20,7,5,13.976666666666668,13.22222222222222
111.9,0,1,1,1,20,6,6,12.0,12.5
100.5,0,1,1,0,43,8,7,11.635714285714286,11.635714285714286
123.3,1,1,1,0,18,5,4,12.5,11.285714285714286
114.3,0,1,1,0,40,5,3,11.0,12.5
97.0,0,1,1,0,27,6,6,10.666666666666666,11.25
140.0,1,1,1,0,26,6,0,0.0,0.0
122.5,0,1,1,0,20,5,5,10.8,12.0
115.7,0,1,1,0,20,5,5,11.0,10.0
166.0,1,1,1,0,20,5,0,0.0,0.0
125.3,1,1,1,0,30,7,4,14.4,13.5
109.1,1,0,1,0,21,6,4,12.25,13.4
108.0,0,1,1,0,19,5,0,0.0,0.0
130.0,0,1,0,0,25,7,7,11.95,12.042857142857144
112.8,0,1,0,1,26,7,0,0.0,0.0
128.3,0,1,0,0,19,5,3,11.0,11.75
100.0,0,1,0,0,21,6,4,11.75,13.666666666666666
123.0,0,1,0,0,21,5,1,11.0,10.5
120.0,0,0,0,0,26,6,6,15.428571428571429,14.5
122.0,0,1,0,0,20,8,7,14.014285714285714,14.014285714285714
110.7,0,1,0,0,18,6,2,10.333333333333334,13.333333333333334
102.2,1,1,1,0,20,7,7,12.401428571428571,11.808333333333332
120.0,0,1,1,0,23,6,0,0.0,0.0
130.0,0,1,1,0,20,6,4,10.8,12.0
100.0,0,1,0,0,45,9,8,11.0,10.833333333333334
111.0,0,1,0,1,26,6,3,12.333333333333334,11.666666666666666
130.1,0,1,0,0,25,5,3,11.0,11.25
117.5,0,1,1,0,19,8,5,12.858,12.858
120.2,0,1,0,1,19,7,5,14.06,11.242857142857142
136.1,0,1,0,1,18,0,0,0.0,0.0
122.4,0,1,0,0,19,5,4,13.75,12.6
105.0,0,1,0,0,23,6,3,11.333333333333334,11.0
129.9,0,1,0,0,20,6,5,13.2,12.666666666666666
111.3,0,1,1,0,19,5,3,11.333333333333334,11.0
127.6,0,1,1,0,29,5,0,0.0,0.0
126.6,0,1,0,0,18,6,6,14.625,14.142857142857142
120.1,0,1,0,0,19,7,4,13.375,12.116666666666667
117.8,0,1,0,1,19,5,4,11.0,13.857142857142858
117.6,0,1,0,0,18,6,0,0.0,11.0
109.1,0,1,0,1,19,6,6,13.285714285714286,14.6
120.3,0,1,0,0,19,7,5,11.716666666666669,13.7
136.4,0,1,0,0,18,6,6,12.333333333333334,12.833333333333334
124.4,0,1,0,0,18,5,5,12.6,11.0
120.0,1,0,0,0,34,6,6,14.333333333333334,12.833333333333334
111.8,0,1,0,0,22,5,3,12.0,11.0
108.0,0,1,0,0,50,5,3,13.333333333333334,12.2
110.0,0,1,0,1,25,6,3,11.666666666666666,11.333333333333334
119.9,0,1,0,0,50,5,2,10.5,11.0
106.0,0,1,0,0,48,6,5,13.0,12.5
140.0,0,1,0,0,41,5,4,14.5,13.0
117.3,0,1,0,0,28,10,6,10.666666666666666,11.333333333333334
118.0,0,1,0,0,53,15,15,11.8,11.666666666666666
106.8,0,1,0,0,49,6,5,12.333333333333334,11.5
114.3,0,1,0,0,22,10,8,11.0,11.2
147.8,0,1,0,0,40,5,4,11.25,12.0
120.0,0,1,0,0,36,12,11,11.5,11.4375
119.0,0,1,0,1,48,6,6,10.666666666666666,11.8
117.5,0,1,0,0,34,6,4,13.25,0.0
127.0,0,1,0,0,19,8,1,13.67,13.67
127.1,0,1,0,0,34,5,4,11.0,10.75
152.8,0,1,0,0,28,7,7,12.428571428571429,12.3
100.0,0,1,0,0,35,5,5,11.4,12.333333333333334
133.0,0,1,0,0,18,8,0,0.0,0.0
139.4,0,1,0,0,18,5,3,12.0,13.0
110.0,0,1,0,0,20,6,4,12.25,11.5
125.1,0,1,0,0,18,6,4,11.75,11.2
112.0,0,1,0,0,20,5,4,11.0,11.5
130.0,0,1,0,0,24,8,7,12.714285714285714,12.714285714285714
124.6,0,1,0,1,19,5,2,10.0,11.75
139.8,0,1,0,0,18,6,6,12.571428571428571,12.571428571428571
128.8,0,1,0,0,18,7,6,13.39,12.757142857142856
126.0,0,1,0,0,19,5,3,12.333333333333334,10.25
112.3,0,1,0,0,19,5,2,11.5,10.857142857142858
137.4,0,1,0,0,19,6,6,15.0,14.0
124.3,0,1,0,0,19,7,5,12.32,11.9
111.9,0,1,1,1,20,6,6,11.333333333333334,10.571428571428571
149.0,0,1,1,0,33,5,4,12.0,13.666666666666666
143.6,0,1,1,0,20,6,5,12.8,11.6
128.0,1,0,1,0,27,5,0,0.0,0.0
110.0,0,1,0,0,33,8,6,12.833333333333334,12.0
128.4,0,1,0,1,20,6,5,13.2,12.833333333333334
135.9,0,1,0,0,19,6,5,11.6,11.666666666666666
121.1,0,1,0,0,18,6,6,13.166666666666666,12.5
144.1,0,1,0,0,19,6,5,12.6,12.375
115.0,0,1,0,0,21,5,3,11.333333333333334,13.333333333333334
118.4,0,1,0,1,19,5,3,10.5,11.75
116.9,0,1,0,0,21,6,6,10.375,11.666666666666666
119.6,0,1,0,0,21,7,6,13.25,13.8375
135.4,0,1,0,0,18,7,7,12.50625,13.2
126.9,0,1,0,1,19,6,5,12.2,11.5
102.4,0,1,0,0,20,7,5,12.04,11.77142857142857
125.7,0,1,0,0,20,5,5,11.166666666666666,10.75
109.3,0,1,0,0,20,5,4,12.5,13.0
115.6,0,1,0,0,18,7,6,12.183333333333332,11.783333333333331
117.8,0,1,0,0,18,5,2,10.0,11.333333333333334
123.1,0,1,1,0,21,6,6,11.166666666666666,14.666666666666666
122.8,0,1,1,1,20,6,3,11.0,11.333333333333334
120.2,0,1,0,1,19,6,5,11.333333333333334,10.833333333333334
125.7,0,1,1,1,19,7,5,11.2,11.2
137.0,0,1,1,0,28,5,4,10.5,11.0
116.4,0,1,1,0,21,5,3,11.25,11.0
128.2,1,1,1,0,24,10,7,10.714285714285714,12.555555555555555
140.0,0,1,1,0,23,6,5,12.0,12.142857142857142
122.8,0,1,1,0,20,6,6,12.166666666666666,12.0
118.4,0,1,1,0,18,0,0,0.0,0.0
134.7,0,1,0,0,23,13,9,11.0,11.571428571428571
150.0,0,1,0,0,23,6,4,11.5,12.2
142.5,0,1,0,0,39,5,4,11.25,11.5
110.2,0,1,0,0,22,5,3,12.666666666666666,12.0
130.4,0,1,0,0,30,5,3,10.666666666666666,10.4
110.0,0,1,0,1,35,5,3,11.666666666666666,11.8
120.0,0,1,0,0,26,7,6,12.0,12.0
132.4,0,1,0,0,30,11,9,12.22222222222222,11.6
132.0,1,1,1,0,25,5,4,11.0,12.0
130.8,0,1,0,0,18,8,7,13.68142857142857,13.68142857142857
114.5,0,1,0,0,23,7,6,12.1,12.616666666666667
126.2,0,1,0,1,18,7,5,11.94,12.8
106.6,1,1,0,0,31,6,5,11.0,10.166666666666666
118.3,0,1,1,0,20,6,6,12.857142857142858,12.4
118.8,0,1,1,0,19,10,5,11.0,10.0
116.0,1,1,1,1,34,5,1,17.0,11.0
99.0,0,1,1,0,21,5,5,11.0,11.428571428571429
132.5,0,1,1,0,21,6,0,0.0,10.0
133.4,0,1,1,0,24,6,4,11.25,10.428571428571429
123.0,1,0,1,0,20,6,5,12.4,13.0
153.7,0,1,1,0,19,5,1,13.0,10.0
127.6,0,1,1,0,26,6,6,11.833333333333334,11.666666666666666
130.0,0,1,1,0,20,5,1,13.0,12.6
135.0,0,1,0,0,21,5,4,11.0,12.0
113.6,0,1,1,0,26,5,2,11.5,12.0
132.3,0,1,0,1,19,8,7,14.06,14.06
124.4,0,1,0,0,19,5,4,11.25,11.714285714285714
122.8,0,1,0,0,19,5,2,14.5,11.333333333333334
108.3,0,1,0,1,21,6,2,10.5,12.4
118.9,0,1,0,0,19,5,4,12.8,14.5
126.1,0,1,0,0,18,5,0,0.0,13.25
125.7,0,1,0,0,20,6,6,13.571428571428571,13.6
113.7,0,1,0,0,32,5,5,10.2,11.25
121.1,0,1,0,0,19,6,5,12.2,11.8
140.3,0,1,0,0,19,6,6,13.428571428571429,14.0
133.4,0,1,0,0,18,5,1,11.0,0.0
125.7,0,1,0,0,20,7,6,13.548333333333334,14.775
144.8,0,1,0,0,19,6,6,12.166666666666666,12.5
101.8,0,1,0,0,24,5,5,10.8,11.0
122.5,0,1,0,0,29,13,8,10.5,10.333333333333334
119.0,0,1,0,0,19,7,6,11.15,12.814285714285717
115.1,0,1,0,0,19,6,3,11.666666666666666,13.625
151.6,0,1,0,0,24,5,5,12.285714285714286,12.125
121.4,1,1,0,0,28,7,4,13.375,13.5
103.7,0,1,0,0,38,8,5,13.126,13.126
146.0,0,1,0,0,19,6,3,10.333333333333334,11.8
128.6,0,1,0,0,20,5,4,12.0,11.5
124.6,0,1,0,0,29,5,5,11.4,10.25
124.0,0,1,0,1,19,8,7,12.771428571428572,12.771428571428572
124.0,1,1,1,0,28,8,7,11.0,10.0
140.0,0,1,1,0,27,6,0,0.0,0.0
119.5,0,1,1,1,18,5,4,11.25,12.25
140.0,0,1,1,0,20,6,5,12.4,15.0
121.0,0,1,1,0,23,6,1,13.0,11.25
113.2,0,1,1,0,21,5,2,10.0,10.333333333333334
146.0,0,1,1,0,34,5,5,14.2,14.6
115.7,0,1,1,0,20,7,5,12.7,13.475
128.2,0,1,1,0,24,9,8,13.333333333333334,13.11111111111111
140.0,0,1,1,0,39,5,4,12.25,12.75
122.5,0,0,1,0,19,6,5,13.6,13.666666666666666
121.5,0,1,1,0,38,5,2,10.5,11.333333333333334
135.4,0,1,1,0,21,7,6,12.565,12.16
122.0,1,1,1,0,19,6,6,13.166666666666666,13.2
119.3,0,1,1,0,25,6,6,11.166666666666666,11.8
125.0,0,1,1,0,19,6,6,12.666666666666666,12.142857142857142
100.0,0,1,1,0,33,7,5,13.06,0.0
125.7,0,1,1,0,18,5,0,0.0,0.0
115.5,1,0,1,0,19,5,4,12.5,10.5
116.7,0,1,1,0,19,5,0,0.0,0.0
125.5,0,1,1,0,18,8,7,13.154285714285717,13.154285714285717
117.6,0,1,1,0,19,5,2,11.5,11.4
150.0,0,1,1,0,22,6,3,13.333333333333334,12.75
121.7,0,1,1,0,18,5,5,11.8,12.0
121.6,0,1,1,0,22,0,0,0.0,0.0
117.0,1,1,1,0,19,0,0,0.0,0.0
130.0,0,1,1,0,19,5,2,12.5,11.6
100.0,1,1,1,0,24,8,7,13.142857142857142,11.833333333333334
129.8,0,0,1,1,18,5,5,15.0,14.2
121.0,0,1,0,0,20,6,1,10.0,13.0
131.0,0,1,0,1,18,6,6,12.166666666666666,11.2
136.1,1,1,0,0,21,6,3,12.0,12.5
108.0,1,0,0,0,33,7,7,12.857142857142858,12.666666666666666
144.9,0,1,0,0,26,6,3,11.75,12.8
110.0,0,1,0,0,21,6,5,11.833333333333334,13.25
140.0,0,1,0,0,20,6,6,12.555555555555555,11.8
150.0,0,1,0,0,20,5,2,14.5,11.25
140.0,0,1,1,0,43,6,6,12.875,12.142857142857142
119.8,0,1,1,0,26,5,5,12.0,10.2
130.0,0,1,1,0,33,5,1,13.0,14.0
125.0,0,1,1,0,19,6,5,10.8,10.5
120.2,0,1,1,0,18,6,6,12.833333333333334,11.4
111.6,1,1,1,1,21,5,5,12.6,12.833333333333334
124.8,0,1,1,0,20,5,2,14.333333333333334,12.5
120.0,0,1,1,0,19,6,1,11.0,0.0
134.0,0,1,1,1,24,5,5,11.833333333333334,14.0
