Admission grade,Age at enrollment,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate,dataset_marker
134.1,24,1,9991,2,0,5,9,11.5,0,3,0,5,11,14.333333333333334,1,0,0,0,0,5,38,0.32,0,2.6,0,1,4,38,1,1,154.0,0,Enrolled,1,7.6,df2
121.3,19,1,9500,6,0,8,10,11.833333333333334,0,6,0,8,10,11.833333333333334,0,1,0,1,0,6,38,-3.12,0,-0.8,0,1,6,37,1,1,139.0,1,Enrolled,1,9.4,df2
121.8,20,1,9773,4,0,6,11,14.0,0,3,0,6,12,11.0,0,1,0,1,0,7,19,-3.12,0,-0.8,0,1,7,1,1,1,127.0,1,Enrolled,1,9.4,df2
115.2,18,3,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,9,37,0.32,0,2.6,0,1,4,38,1,1,125.0,0,Enrolled,1,7.6,df2
126.0,19,3,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,7,37,1.74,1,1.4,0,1,4,1,1,1,133.0,1,Enrolled,1,10.8,df2
130.2,19,1,9070,5,0,6,6,11.4,0,1,0,6,8,10.0,0,1,0,1,0,4,1,1.74,1,1.4,0,1,3,1,1,1,127.0,0,Enrolled,1,10.8,df2
120.9,24,1,9070,0,0,6,6,0.0,0,0,0,6,6,0.0,0,1,0,0,0,3,1,-1.7,1,3.7,0,1,3,1,1,1,116.0,0,Enrolled,1,12.7,df2
100.0,26,1,9254,6,0,6,7,12.0,0,5,0,6,8,10.8,0,1,0,0,0,10,37,-1.7,1,3.7,0,1,7,19,1,1,160.0,0,Enrolled,1,12.7,df2
134.0,18,1,9147,0,0,5,9,0.0,0,0,0,5,5,0.0,0,1,0,0,0,5,37,0.32,1,2.6,0,1,5,38,1,1,148.0,0,Enrolled,1,7.6,df2
125.5,18,1,9254,5,0,5,6,12.0,0,3,0,5,8,11.333333333333334,0,1,0,0,0,4,19,-1.7,1,3.7,0,1,4,19,1,1,120.0,0,Enrolled,1,12.7,df2
128.7,23,6,9147,4,0,5,6,14.0,0,5,0,5,5,13.8,0,1,0,1,0,9,37,2.02,1,0.6,0,1,9,38,1,1,143.0,0,Enrolled,1,11.1,df2
112.2,18,2,9119,2,0,5,9,10.0,0,0,0,5,9,0.0,0,1,1,1,0,6,19,-4.06,1,2.8,0,1,9,38,1,1,115.0,0,Enrolled,1,15.5,df2
137.0,19,1,9119,5,0,5,9,14.0,0,3,0,5,11,13.25,0,1,0,1,0,2,3,0.79,1,-0.3,1,1,9,38,26,1,130.0,0,Enrolled,1,13.9,df2
134.3,19,1,9085,5,0,5,7,14.2,2,5,0,5,7,13.8,0,1,0,1,0,1,2,-1.7,0,3.7,0,1,9,1,1,1,135.0,0,Enrolled,1,12.7,df2
107.0,20,2,9853,6,0,7,12,11.666666666666666,0,3,0,7,10,13.0,0,1,0,1,0,3,1,-0.92,0,0.3,0,1,9,19,1,1,133.1,0,Enrolled,1,16.2,df2
115.3,18,2,9147,3,0,5,9,13.0,0,3,0,5,11,11.0,0,1,0,1,0,7,38,3.51,0,1.4,0,1,4,1,1,1,123.0,1,Enrolled,1,8.9,df2
100.0,20,1,9500,6,0,7,11,11.616666666666667,0,7,0,7,7,13.0,0,1,0,0,0,5,38,0.79,0,-0.3,0,1,9,38,1,1,130.0,0,Enrolled,1,13.9,df2
140.4,20,1,9238,2,0,6,13,10.0,0,4,0,6,12,10.75,0,1,0,1,0,7,37,0.32,0,2.6,0,1,9,19,1,1,154.0,1,Enrolled,1,7.6,df2
113.4,20,1,9147,3,0,5,11,10.333333333333334,0,3,0,5,10,10.666666666666666,0,1,0,0,0,3,19,1.79,0,0.5,0,1,3,19,1,1,120.0,0,Enrolled,1,12.4,df2
145.3,18,1,9853,5,0,6,8,12.8,0,5,0,6,7,13.4,0,1,0,1,0,3,38,-3.12,0,-0.8,0,1,9,19,1,1,146.0,1,Enrolled,1,9.4,df2
112.1,20,2,9500,5,0,7,9,13.188,0,7,0,8,9,12.892857142857142,0,1,0,0,0,7,1,2.02,0,0.6,0,1,4,19,1,1,117.0,1,Enrolled,1,11.1,df2
99.7,22,1,9147,0,0,5,8,0.0,0,0,0,5,7,0.0,0,1,1,1,0,3,1,3.51,0,1.4,0,1,3,3,1,1,99.0,0,Enrolled,0,8.9,df2
121.7,18,1,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,8,37,-3.12,0,-0.8,0,1,2,3,1,1,136.0,0,Enrolled,1,9.4,df2
124.7,18,1,9853,3,0,6,11,12.333333333333334,0,5,0,6,10,10.833333333333334,0,1,0,1,0,6,38,-3.12,0,-0.8,0,1,7,38,1,1,138.0,0,Enrolled,1,9.4,df2
170.0,47,1,9003,0,0,1,1,0.0,0,0,0,6,0,0.0,0,1,1,0,0,6,37,3.51,0,1.4,0,3,6,1,1,1,170.0,0,Enrolled,1,8.9,df2
130.0,28,1,9085,4,0,5,13,11.25,1,4,0,5,11,10.5,0,1,0,1,0,7,19,-1.7,0,3.7,0,1,9,37,1,1,130.0,0,Enrolled,1,12.7,df2
123.0,18,1,9670,3,0,5,6,11.666666666666666,0,4,0,5,6,13.5,0,1,0,1,0,9,37,0.32,0,2.6,0,1,9,37,1,1,131.0,1,Enrolled,1,7.6,df2
140.0,26,1,9991,6,2,6,7,12.666666666666666,0,6,2,6,7,13.166666666666666,1,0,0,0,0,8,19,-3.12,0,-0.8,0,1,9,37,1,39,140.0,1,Enrolled,1,9.4,df2
126.6,21,1,9238,8,5,10,18,11.5,0,4,0,6,12,10.0,0,1,1,0,0,9,37,-3.12,0,-0.8,0,1,5,1,1,1,143.0,0,Enrolled,0,9.4,df2
122.8,23,1,8014,2,0,6,13,10.0,0,1,0,5,12,10.0,0,0,0,0,0,3,37,-3.12,0,-0.8,0,1,7,1,1,1,120.0,0,Enrolled,1,9.4,df2
105.9,35,1,9500,3,0,3,4,11.816666666666668,0,3,0,3,3,11.333333333333334,0,1,0,0,0,121,3,2.02,0,0.6,0,1,175,1,1,1,120.0,0,Enrolled,1,11.1,df2
145.0,25,1,9556,6,0,7,10,12.125,0,8,0,8,9,13.3125,0,1,0,0,0,5,1,-4.06,0,2.8,0,1,4,1,1,40,130.0,0,Enrolled,1,15.5,df2
119.4,19,3,9500,6,0,7,10,12.471428571428572,0,7,0,7,8,11.4625,0,1,0,1,0,4,1,1.79,0,0.5,0,1,4,3,1,1,125.0,0,Enrolled,1,12.4,df2
155.0,24,1,171,11,11,17,19,12.909090909090908,0,9,9,13,15,13.555555555555555,0,1,0,1,0,3,3,1.79,0,0.5,0,1,3,3,1,1,145.0,0,Enrolled,1,12.4,df2
125.4,19,3,9070,5,0,6,7,12.4,0,5,0,6,6,12.4,0,1,0,1,0,9,38,-3.12,0,-0.8,0,1,9,19,1,1,125.0,0,Enrolled,1,9.4,df2
123.2,18,1,9773,1,0,6,12,11.0,0,0,0,6,12,0.0,0,1,0,1,0,8,37,-3.12,0,-0.8,0,1,9,37,1,1,127.0,0,Enrolled,1,9.4,df2
110.8,18,3,9070,6,0,6,6,11.833333333333334,0,6,0,6,6,12.5,0,1,0,0,0,9,37,0.32,0,2.6,0,1,9,37,1,1,116.0,0,Enrolled,1,7.6,df2
142.3,18,1,9500,7,0,7,7,13.79714285714286,0,8,0,8,8,13.775,0,1,0,0,0,6,19,1.79,0,0.5,0,1,5,19,1,1,143.0,1,Enrolled,1,12.4,df2
113.9,18,1,9070,6,0,6,8,12.5,0,6,0,6,6,12.333333333333334,0,1,0,0,0,9,37,-4.06,0,2.8,0,1,2,4,1,1,123.0,0,Enrolled,1,15.5,df2
140.0,24,1,9003,6,0,6,10,11.428571428571429,0,5,0,6,12,13.0,0,1,0,0,0,4,37,1.79,0,0.5,0,1,9,37,1,39,140.0,0,Enrolled,1,12.4,df2
115.5,19,1,9670,4,0,6,8,11.0,0,4,0,6,9,11.0,0,1,0,1,0,10,19,1.74,0,1.4,0,1,4,1,1,1,119.0,0,Enrolled,1,10.8,df2
147.8,20,1,9500,6,0,7,11,11.757142857142856,0,6,0,8,12,13.083333333333334,0,1,0,0,0,7,38,-4.06,0,2.8,0,1,7,38,1,1,160.0,0,Enrolled,1,15.5,df2
128.8,19,3,9085,3,0,5,9,10.333333333333334,1,3,0,5,8,13.0,0,1,0,1,0,5,19,0.32,0,2.6,0,1,7,1,1,1,141.0,0,Enrolled,1,7.6,df2
125.0,18,1,9853,5,0,6,9,12.6,0,5,0,6,8,11.4,0,1,0,1,0,4,19,-3.12,0,-0.8,0,1,4,2,1,1,132.0,0,Enrolled,1,9.4,df2
136.8,18,1,9085,5,0,5,11,14.0,3,5,0,5,7,11.6,0,1,0,1,0,5,38,-3.12,0,-0.8,0,1,9,19,1,1,135.0,0,Enrolled,1,9.4,df2
121.6,18,1,9853,5,0,7,12,12.0,0,6,0,7,9,12.666666666666666,0,1,0,1,0,6,38,2.02,0,0.6,0,1,9,1,1,1,123.0,0,Enrolled,1,11.1,df2
125.9,19,1,9085,4,0,5,13,12.0,2,3,0,5,8,12.0,0,1,0,1,0,1,2,-3.12,0,-0.8,0,1,3,1,1,1,129.0,0,Enrolled,1,9.4,df2
130.0,26,1,9147,4,3,5,5,13.0,0,2,1,5,7,12.0,0,1,0,1,0,1,38,-3.12,0,-0.8,0,1,9,37,1,1,130.0,0,Enrolled,1,9.4,df2
110.0,36,1,9238,13,10,16,24,10.692307692307692,1,9,9,13,19,12.307692307692308,0,1,0,0,0,9,37,-4.06,0,2.8,0,1,9,37,1,1,110.0,0,Enrolled,1,15.5,df2
100.0,20,2,8014,5,0,6,10,12.0,0,4,0,6,9,11.25,0,0,0,0,0,9,1,-3.12,0,-0.8,0,1,3,3,1,1,96.0,0,Enrolled,1,9.4,df2
130.0,30,1,9003,0,0,6,6,0.0,0,0,0,6,6,0.0,0,1,1,0,0,8,37,2.02,0,0.6,0,1,3,37,1,1,133.1,1,Enrolled,1,11.1,df2
112.0,20,4,9147,3,0,5,10,10.333333333333334,0,4,0,5,9,11.0,2,1,0,1,0,10,38,-0.92,0,0.3,0,1,9,19,1,1,112.0,0,Enrolled,1,16.2,df2
133.0,19,4,9500,5,0,7,8,13.98,0,5,0,7,8,13.98,0,1,0,1,0,1,1,0.32,0,2.6,0,1,9,1,1,1,136.0,0,Enrolled,1,7.6,df2
131.2,19,1,9085,1,0,5,8,11.0,0,5,0,5,6,11.2,0,1,0,0,0,7,37,0.32,0,2.6,0,1,2,19,1,1,134.0,0,Enrolled,1,7.6,df2
148.0,31,1,9991,4,0,5,11,11.25,0,4,0,5,10,10.833333333333334,0,0,0,0,0,7,19,0.79,0,-0.3,0,4,9,38,1,1,130.0,1,Enrolled,1,13.9,df2
104.0,42,1,8014,10,5,11,14,11.9,0,10,5,11,14,12.8,0,0,1,0,0,9,37,2.02,0,0.6,0,2,9,37,1,19,133.1,0,Enrolled,1,11.1,df2
116.6,18,1,9853,7,0,7,7,12.285714285714286,0,6,0,7,8,13.333333333333334,0,1,0,1,0,3,3,3.51,0,1.4,0,1,3,3,1,1,125.0,1,Enrolled,0,8.9,df2
140.0,21,1,9085,5,2,6,16,12.666666666666666,0,2,1,6,15,13.5,0,1,0,1,0,6,38,-0.92,0,0.3,0,1,5,37,1,39,140.0,0,Enrolled,1,16.2,df2
100.0,20,1,9500,6,0,7,8,13.25,0,8,0,8,8,13.75,0,1,0,0,0,8,37,0.79,0,-0.3,0,1,8,19,1,1,170.0,0,Enrolled,1,13.9,df2
121.0,19,1,9238,3,0,6,13,10.333333333333334,0,3,0,6,12,10.333333333333334,0,1,0,0,0,7,38,0.32,0,2.6,0,1,5,38,1,1,135.0,0,Enrolled,1,7.6,df2
122.5,22,1,9853,5,0,6,10,13.166666666666666,0,5,0,6,8,12.4,0,1,0,1,0,5,19,-4.06,0,2.8,0,1,4,1,1,1,134.0,0,Enrolled,1,15.5,df2
140.0,21,1,9085,4,0,6,11,12.75,0,1,0,6,19,11.0,0,1,0,1,0,5,38,1.79,0,0.5,0,1,4,4,1,39,140.0,0,Enrolled,1,12.4,df2
140.0,26,1,9500,5,0,7,11,11.2,0,5,0,8,13,12.14,0,1,0,0,1,3,19,-0.92,0,0.3,0,1,5,1,1,1,150.0,0,Enrolled,1,16.2,df2
128.9,18,4,9070,5,0,6,9,11.6,0,4,0,6,8,11.2,0,1,0,0,0,3,3,3.51,0,1.4,0,1,3,1,1,1,125.0,1,Enrolled,1,8.9,df2
121.7,20,1,9254,3,0,6,13,10.333333333333334,0,3,0,6,12,10.333333333333334,0,1,0,1,0,7,37,1.74,0,1.4,0,1,7,37,1,1,136.0,0,Enrolled,1,10.8,df2
114.8,19,1,9773,4,0,6,11,12.25,0,3,0,6,11,11.0,0,1,0,1,1,9,37,0.32,0,2.6,0,1,9,38,1,1,120.0,0,Enrolled,1,7.6,df2
127.0,19,1,9254,6,0,6,6,12.0,0,4,0,6,7,12.75,0,1,0,0,0,9,38,1.79,0,0.5,0,1,9,19,1,1,128.0,0,Enrolled,1,12.4,df2
112.2,20,1,9147,3,0,5,8,11.333333333333334,0,2,0,5,12,10.666666666666666,0,1,0,1,0,2,2,1.74,0,1.4,0,1,9,38,1,1,116.0,0,Enrolled,1,10.8,df2
118.2,20,1,9254,4,0,6,10,11.25,0,6,0,6,6,10.5,0,1,0,0,0,5,19,1.79,0,0.5,0,1,5,19,1,1,122.0,1,Enrolled,1,12.4,df2
100.0,18,1,9556,0,0,2,2,0.0,0,1,0,4,4,16.0,0,1,0,0,0,2,4,1.74,0,1.4,0,1,3,3,1,1,147.0,0,Enrolled,1,10.8,df2
120.7,18,1,9130,1,0,5,11,12.0,0,3,0,5,9,12.0,0,1,1,1,0,5,38,-1.7,0,3.7,0,1,4,19,1,1,127.0,0,Enrolled,1,12.7,df2
114.3,20,3,9254,5,0,6,8,12.8,0,5,0,6,9,12.8,0,1,0,1,0,10,38,1.79,0,0.5,0,1,3,19,1,1,122.0,1,Enrolled,1,12.4,df2
132.4,19,3,9147,5,0,5,5,11.8,0,4,0,5,8,11.25,0,1,0,1,0,7,38,-3.12,0,-0.8,0,1,9,19,1,1,131.0,0,Enrolled,1,9.4,df2
129.8,20,1,9238,5,0,6,11,10.6,0,4,0,6,11,10.4,0,1,0,0,0,9,1,-4.06,0,2.8,0,1,4,1,1,1,148.0,0,Enrolled,1,15.5,df2
131.3,20,1,9853,5,0,6,9,14.333333333333334,0,8,4,8,8,12.625,0,1,0,1,0,10,38,-4.06,0,2.8,0,1,5,1,1,1,133.0,0,Enrolled,1,15.5,df2
118.6,21,1,9238,5,0,6,8,13.2,0,5,0,6,7,11.8,0,1,0,1,0,175,19,3.51,0,1.4,0,1,191,38,1,1,128.0,1,Enrolled,1,8.9,df2
140.0,20,1,9085,6,2,6,9,12.666666666666666,0,2,1,6,12,13.0,0,1,0,0,0,7,38,0.79,0,-0.3,0,1,9,38,1,39,140.0,0,Enrolled,1,13.9,df2
101.0,22,1,9085,5,0,6,9,13.333333333333334,0,4,0,6,17,11.4,0,1,1,1,0,4,37,1.79,0,0.5,0,1,9,37,1,1,101.0,0,Enrolled,1,12.4,df2
116.9,18,1,9853,6,0,7,10,10.666666666666666,0,6,0,7,12,12.833333333333334,0,1,0,1,1,5,1,0.79,0,-0.3,0,1,2,3,1,1,126.0,0,Enrolled,1,13.9,df2
120.4,20,3,9085,3,0,5,13,11.333333333333334,2,5,0,5,8,12.6,0,1,0,1,0,9,38,-3.12,0,-0.8,0,1,9,37,1,1,134.0,0,Enrolled,1,9.4,df2
132.0,18,1,9070,5,1,6,10,12.2,1,4,0,6,11,10.833333333333334,0,1,0,0,0,4,1,0.79,0,-0.3,0,1,4,1,1,1,125.0,0,Enrolled,0,13.9,df2
143.7,27,1,9500,4,0,7,12,14.0,0,3,0,7,14,12.525,0,1,0,0,0,161,38,1.79,0,0.5,0,1,151,37,1,19,133.1,0,Enrolled,1,12.4,df2
152.8,26,1,33,7,0,7,9,14.75,0,5,0,7,12,13.8,3,1,0,0,0,4,1,-0.92,0,0.3,0,1,2,3,1,1,140.0,0,Enrolled,1,16.2,df2
120.7,18,2,9070,4,0,6,8,10.75,0,0,0,6,9,0.0,0,1,0,1,0,3,1,-3.12,0,-0.8,0,1,2,4,1,1,121.0,0,Enrolled,1,9.4,df2
100.9,24,1,9119,1,0,5,9,12.0,0,3,0,5,6,10.5,0,1,0,1,0,3,19,1.74,1,1.4,0,1,5,19,1,19,133.1,0,Enrolled,1,10.8,df2
116.9,19,1,9147,3,0,5,12,11.666666666666666,0,3,0,5,10,11.666666666666666,0,1,0,0,0,7,37,-1.7,1,3.7,0,1,4,37,1,1,126.0,1,Enrolled,1,12.7,df2
118.4,20,1,9147,5,0,5,8,10.0,0,2,0,5,10,12.0,0,1,0,0,0,7,19,0.32,1,2.6,0,1,5,19,1,1,117.0,0,Enrolled,1,7.6,df2
121.1,18,2,9119,5,0,5,6,13.2,0,5,0,5,8,12.6,0,1,0,1,0,10,1,3.51,1,1.4,0,1,9,19,1,1,127.0,1,Enrolled,1,8.9,df2
121.8,20,2,9147,4,0,5,9,10.2,0,3,0,5,6,11.0,0,1,0,0,0,10,1,-4.06,1,2.8,0,1,5,19,1,1,133.0,0,Enrolled,1,15.5,df2
146.8,25,1,9119,5,2,5,6,14.2,0,2,1,5,5,13.5,0,1,0,0,0,10,1,-0.92,1,0.3,0,1,5,1,1,40,120.0,0,Enrolled,1,16.2,df2
138.0,22,1,9670,6,0,6,8,12.625,0,2,0,6,11,14.5,0,1,1,0,0,6,19,2.02,1,0.6,0,1,5,38,1,1,133.1,0,Enrolled,1,11.1,df2
138.0,18,1,9500,6,0,8,11,13.496666666666668,1,6,0,8,11,13.496666666666668,1,1,0,0,0,9,37,-3.12,1,-0.8,0,1,9,37,1,1,149.0,0,Enrolled,1,9.4,df2
117.8,20,1,9147,3,0,5,8,11.0,0,3,0,5,11,12.0,0,1,0,1,0,4,1,1.74,1,1.4,0,1,7,19,1,1,130.0,0,Enrolled,1,10.8,df2
130.0,23,1,9254,3,0,6,12,11.5,0,3,0,6,12,10.666666666666666,0,1,1,1,0,193,39,3.51,1,1.4,0,1,194,39,1,39,130.0,0,Enrolled,1,8.9,df2
143.9,20,1,9130,2,0,5,14,11.0,3,3,0,5,9,12.666666666666666,0,1,0,1,0,3,1,-3.12,1,-0.8,0,1,3,1,1,1,132.0,0,Enrolled,1,9.4,df2
116.8,20,6,9147,3,0,5,14,12.4,0,5,0,5,8,10.833333333333334,0,1,0,0,0,5,19,0.79,1,-0.3,0,1,4,3,1,1,121.0,0,Enrolled,1,13.9,df2
150.0,28,2,9991,5,0,5,7,10.6,0,5,0,5,6,10.2,0,0,0,1,0,8,37,-3.12,0,-0.8,0,1,9,19,1,1,172.0,1,Enrolled,1,9.4,df2
128.8,19,1,9670,6,0,6,6,14.833333333333334,0,6,0,6,8,13.285714285714286,0,1,0,1,0,7,19,3.51,0,1.4,0,1,8,1,1,1,141.0,0,Enrolled,1,8.9,df2
126.7,19,1,9500,4,0,7,12,12.45,0,5,0,7,11,11.7,0,1,0,0,0,8,19,-0.92,0,0.3,0,1,2,3,1,1,133.0,0,Enrolled,1,16.2,df2
134.7,20,1,9670,5,0,6,8,13.4,0,4,0,6,10,13.0,0,1,0,1,0,8,19,-1.7,0,3.7,0,1,4,1,1,1,155.0,0,Enrolled,1,12.7,df2
113.2,20,1,9003,6,0,6,8,13.333333333333334,0,5,0,6,8,14.0,0,1,1,0,0,6,37,2.02,0,0.6,0,1,4,37,1,1,119.0,0,Enrolled,1,11.1,df2
124.3,18,3,9500,5,0,7,8,11.98,0,5,0,7,8,11.98,0,1,0,1,0,5,37,0.32,0,2.6,0,1,6,38,1,1,126.0,1,Enrolled,1,7.6,df2
118.0,20,3,9147,4,0,5,11,11.0,0,5,0,5,7,13.2,0,1,0,0,0,7,19,1.79,0,0.5,0,1,5,1,1,1,118.0,0,Enrolled,1,12.4,df2
140.0,19,1,9085,5,0,6,10,12.666666666666666,0,4,0,6,19,11.75,0,1,0,1,0,3,1,1.79,0,0.5,0,1,2,3,1,39,140.0,0,Enrolled,1,12.4,df2
109.7,19,2,9853,5,0,6,9,12.2,0,4,0,6,10,13.0,0,1,0,1,0,9,38,-3.12,0,-0.8,0,1,4,1,1,1,117.0,0,Enrolled,1,9.4,df2
123.2,27,1,9991,3,0,5,9,10.666666666666666,0,4,0,5,7,11.4,0,0,0,0,0,4,1,1.74,0,1.4,0,1,9,38,1,1,120.0,0,Enrolled,1,10.8,df2
116.5,18,6,9147,3,0,5,9,11.666666666666666,0,2,0,5,15,11.0,0,1,0,0,0,9,37,0.32,0,2.6,0,1,9,37,1,1,128.0,0,Enrolled,1,7.6,df2
121.0,18,1,9147,2,0,5,8,10.5,0,3,0,5,7,12.333333333333334,0,1,0,1,0,9,38,0.32,0,2.6,0,1,4,37,1,1,129.0,0,Enrolled,1,7.6,df2
133.8,18,3,9500,8,0,8,8,14.26875,0,8,0,8,8,14.26875,0,1,0,1,0,7,38,-3.12,0,-0.8,0,1,7,37,1,1,143.0,0,Enrolled,1,9.4,df2
131.8,19,1,9147,2,0,5,8,10.5,0,3,0,5,11,13.333333333333334,0,1,0,1,0,9,37,0.32,0,2.6,0,1,9,19,1,1,130.0,1,Enrolled,1,7.6,df2
121.0,21,1,9238,5,0,6,11,11.2,0,1,0,6,15,10.0,0,1,0,0,0,5,1,0.32,0,2.6,0,1,3,37,1,1,135.0,0,Enrolled,1,7.6,df2
143.3,23,1,9085,9,7,12,19,13.666666666666666,0,6,4,9,15,13.5,0,1,0,1,0,5,1,3.51,0,1.4,0,1,5,1,1,42,140.0,0,Enrolled,0,8.9,df2
114.9,19,4,9238,5,0,6,9,11.4,0,3,0,6,9,10.0,0,1,1,1,0,6,38,3.51,0,1.4,0,1,9,19,1,1,125.0,1,Enrolled,1,8.9,df2
121.0,18,1,9238,5,0,6,10,10.6,0,2,0,6,14,10.0,0,1,1,0,0,10,19,0.32,0,2.6,0,1,5,37,1,1,135.0,0,Enrolled,1,7.6,df2
117.4,19,1,9500,5,0,7,12,11.8,0,6,0,7,9,11.708333333333334,0,1,0,1,0,193,19,2.02,0,0.6,0,1,194,19,1,1,117.0,0,Enrolled,1,11.1,df2
126.7,18,1,9853,5,0,6,9,11.833333333333334,0,4,0,6,6,12.0,0,1,0,1,0,7,19,-4.06,0,2.8,0,1,7,37,1,1,133.0,0,Enrolled,1,15.5,df2
130.0,21,1,9254,6,0,6,8,12.571428571428571,0,4,0,6,10,13.0,0,1,0,0,0,3,19,-1.7,1,3.7,0,1,9,19,1,1,140.0,0,Enrolled,1,12.7,df2
137.2,20,1,9254,3,0,6,12,10.0,0,5,0,6,9,10.8,0,1,0,0,0,1,1,-4.06,1,2.8,0,1,2,3,1,1,154.0,0,Enrolled,1,15.5,df2
130.0,20,1,9085,5,2,6,10,13.2,0,3,1,6,21,12.0,0,1,0,0,0,6,2,1.79,1,0.5,0,1,6,2,1,39,130.0,0,Enrolled,0,12.4,df2
123.0,37,1,9991,5,0,5,10,15.8,0,5,0,5,5,17.6,0,0,0,0,0,9,37,-3.12,1,-0.8,0,2,9,37,1,6,123.0,0,Enrolled,1,9.4,df2
138.5,18,1,9670,5,0,6,16,13.8,0,5,0,6,7,12.4,0,1,0,1,0,10,1,0.79,1,-0.3,0,1,8,38,1,1,142.0,0,Enrolled,1,13.9,df2
113.6,23,1,9254,6,0,6,10,13.0,0,6,0,6,9,12.0,0,1,0,0,0,7,1,2.02,1,0.6,0,1,3,19,1,1,115.0,0,Enrolled,1,11.1,df2
133.3,18,1,9670,4,0,6,13,13.75,0,5,0,6,8,11.2,0,1,0,1,0,2,2,0.79,1,-0.3,0,1,2,3,1,1,141.0,0,Enrolled,1,13.9,df2
116.9,32,1,9773,7,6,11,15,11.285714285714286,0,6,5,7,10,12.333333333333334,0,1,0,0,0,7,37,0.79,1,-0.3,0,1,3,3,1,1,140.0,0,Enrolled,1,13.9,df2
146.5,19,1,171,11,6,12,13,12.0,0,10,4,11,15,11.181818181818182,0,1,1,1,0,7,3,3.51,1,1.4,0,1,3,1,1,1,137.0,0,Enrolled,1,8.9,df2
144.7,20,1,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,10,19,-0.92,1,0.3,0,1,1,3,1,1,137.0,0,Enrolled,1,16.2,df2
100.0,40,1,9147,1,0,5,10,11.0,0,1,0,5,10,10.0,0,1,1,0,0,3,3,2.02,1,0.6,1,1,192,1,21,1,133.1,0,Enrolled,1,11.1,df2
111.3,20,4,9147,5,0,5,8,10.2,0,5,0,5,7,11.2,0,1,0,0,0,10,38,1.79,1,0.5,0,1,5,38,1,1,120.0,0,Enrolled,1,12.4,df2
150.0,20,1,9130,4,0,5,7,12.0,1,4,0,5,6,12.4,0,1,0,1,0,4,1,1.74,0,1.4,0,1,4,1,1,39,150.0,0,Enrolled,1,10.8,df2
131.1,19,3,9500,6,0,7,9,13.411428571428573,0,7,0,8,12,13.294444444444444,0,1,0,1,0,9,19,-4.06,0,2.8,0,1,4,1,1,1,136.0,0,Enrolled,1,15.5,df2
123.9,19,1,9085,4,0,6,13,11.8,0,4,0,6,18,12.2,0,1,0,1,0,8,1,1.79,0,0.5,0,1,2,3,1,1,126.0,0,Enrolled,1,12.4,df2
110.6,20,1,9853,6,0,7,9,11.833333333333334,0,6,0,7,7,14.333333333333334,0,1,0,0,0,132,3,2.02,0,0.6,0,1,132,3,1,1,119.0,0,Enrolled,1,11.1,df2
129.0,18,3,9500,6,0,8,9,13.345,2,6,0,8,9,13.345,2,1,0,1,0,3,3,-3.12,0,-0.8,0,1,1,3,1,1,154.0,0,Enrolled,1,9.4,df2
137.2,18,1,9853,6,0,6,7,12.166666666666666,0,4,0,6,10,12.75,0,1,0,1,0,7,1,1.74,0,1.4,0,1,3,3,1,1,127.0,0,Enrolled,1,10.8,df2
130.0,22,1,9070,6,0,6,8,11.0,0,4,0,6,10,12.0,0,1,0,1,0,5,19,3.51,0,1.4,0,1,3,40,1,42,130.0,1,Enrolled,0,8.9,df2
113.5,20,2,9147,2,0,5,10,11.5,0,3,0,5,8,10.0,0,1,1,1,0,3,1,2.02,0,0.6,0,1,9,19,1,1,118.0,0,Enrolled,1,11.1,df2
141.3,23,1,9130,6,0,6,10,14.0,0,4,0,6,11,13.0,0,1,1,0,0,10,3,2.02,0,0.6,0,1,2,3,1,1,143.0,0,Enrolled,0,11.1,df2
121.3,20,5,9070,6,0,6,6,11.166666666666666,0,6,0,6,9,11.5,0,1,0,1,0,3,1,1.79,0,0.5,0,1,9,3,1,1,123.0,0,Enrolled,1,12.4,df2
120.0,21,1,9147,5,0,5,9,12.8,0,3,0,5,11,12.666666666666666,0,1,0,0,0,4,1,2.02,0,0.6,0,1,4,1,1,1,130.0,0,Enrolled,1,11.1,df2
130.8,20,1,9070,6,0,6,6,12.5,0,6,0,6,8,11.5,0,1,0,0,0,5,37,1.74,0,1.4,0,1,4,1,1,1,136.0,0,Enrolled,1,10.8,df2
