admission_grade,age_at_enrollment,application_order,course,curricular_units_1st_sem_approved,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,daytime_evening_attendance,debtor,displaced,educational_special_needs,fathers_occupation,fathers_qualification,gdp,gender,inflation_rate,international,marital_status,mothers_occupation,mothers_qualification,nationality,previous_qualification,previous_qualification_grade,scholarship_holder,target,tuition_fees_up_to_date,unemployment_rate,dataset_marker
139.0,21,1,9670,5,0,6,6,12.8,0,0,6,1,0,0,0,10,37,1.74,1,1.4,0,1,9,1,1,1,133.1,0,Enrolled,1,10.8,df1
116.1,19,3,9147,4,0,5,10,11.0,0,0,5,1,1,1,0,171,38,3.51,1,1.4,0,1,123,3,1,1,122.0,0,Enrolled,1,8.9,df1
110.0,25,1,9147,3,0,5,12,11.0,1,0,5,1,0,0,0,7,38,-3.12,1,-0.8,0,1,7,37,1,1,123.0,0,Enrolled,1,9.4,df1
118.4,21,1,9500,4,0,7,12,13.125,0,0,7,1,0,1,0,183,37,0.79,0,-0.3,0,1,173,19,1,1,136.0,0,Enrolled,1,13.9,df1
111.1,19,3,9119,5,0,5,10,11.8,0,0,5,1,0,0,0,5,1,2.02,1,0.6,0,1,3,1,1,1,117.0,1,Enrolled,1,11.1,df1
126.8,18,5,9119,5,0,5,6,12.2,0,0,5,1,0,0,0,7,19,3.51,1,1.4,0,1,4,1,1,1,131.0,1,Enrolled,0,8.9,df1
140.0,24,1,9003,6,0,6,10,14.88888888888889,0,0,6,1,1,0,0,1,37,-0.92,1,0.3,0,1,1,19,1,19,133.1,0,Enrolled,1,16.2,df1
130.0,19,1,9085,5,0,6,12,13.0,0,0,6,1,0,1,0,9,38,0.79,0,-0.3,0,1,4,19,1,1,130.0,0,Enrolled,0,13.9,df1
114.8,19,3,9500,4,0,7,11,12.65,0,0,7,1,0,1,0,3,1,1.79,0,0.5,0,1,4,3,1,1,122.0,1,Enrolled,1,12.4,df1
138.6,19,1,9147,1,0,5,10,11.0,0,0,5,1,0,1,0,5,38,-1.7,0,3.7,0,1,4,1,1,1,162.0,0,Enrolled,1,12.7,df1
118.4,21,1,9085,3,0,5,13,11.333333333333334,2,0,5,1,0,1,0,9,38,-3.12,0,-0.8,0,1,4,1,1,1,125.0,0,Enrolled,1,9.4,df1
122.1,18,1,9147,4,0,5,11,11.571428571428571,0,0,5,1,0,0,0,6,37,0.79,0,-0.3,0,1,5,38,1,1,128.0,1,Enrolled,1,13.9,df1
109.0,39,1,9500,5,0,7,8,12.16,0,0,7,1,0,1,0,9,37,0.32,0,2.6,0,2,9,37,1,1,133.1,0,Enrolled,1,7.6,df1
121.0,20,2,9147,5,0,5,6,13.2,0,0,5,1,1,1,1,3,1,-0.92,1,0.3,0,1,3,3,1,1,128.0,0,Enrolled,1,16.2,df1
122.1,19,3,9254,3,0,6,14,12.5,0,0,6,1,0,0,0,2,3,-1.7,1,3.7,0,1,2,3,1,1,135.0,0,Enrolled,1,12.7,df1
130.0,27,1,9991,2,2,2,2,12.5,0,0,5,0,0,0,0,2,2,-1.7,1,3.7,0,2,2,3,1,1,130.0,0,Enrolled,1,12.7,df1
125.9,34,1,9119,0,0,5,7,0.0,0,0,5,1,0,0,0,4,1,1.74,1,1.4,0,1,4,1,1,1,110.0,0,Enrolled,1,10.8,df1
160.0,41,1,9119,5,3,7,15,14.333333333333334,0,1,6,1,1,0,0,9,37,1.79,1,0.5,0,2,9,37,1,39,160.0,0,Enrolled,1,12.4,df1
115.2,48,1,9500,4,0,7,11,11.75,0,0,7,1,0,0,0,172,37,2.02,0,0.6,0,2,191,37,1,1,133.1,0,Enrolled,1,11.1,df1
145.3,18,1,171,0,0,0,0,0.0,0,0,0,1,0,1,0,8,3,1.79,0,0.5,0,1,4,2,1,1,147.0,0,Enrolled,1,12.4,df1
132.1,19,1,9070,2,0,6,10,10.5,0,0,6,1,0,1,0,9,19,0.32,0,2.6,0,1,7,19,1,1,124.0,0,Enrolled,1,7.6,df1
102.6,21,1,9085,4,0,6,13,12.0,0,0,6,1,0,0,1,8,37,2.02,0,0.6,0,1,8,19,1,1,105.0,0,Enrolled,1,11.1,df1
106.1,19,1,9853,5,0,6,8,12.333333333333334,0,0,6,1,0,1,0,9,19,-4.06,0,2.8,0,1,3,2,1,1,112.0,0,Enrolled,1,15.5,df1
100.0,20,1,9670,5,0,6,12,12.2,0,0,6,1,1,0,0,1,19,0.79,0,-0.3,0,1,1,19,1,1,151.0,0,Enrolled,1,13.9,df1
140.0,20,1,9085,5,2,6,11,14.2,0,0,6,1,0,1,0,7,1,0.79,0,-0.3,0,1,3,1,1,39,140.0,0,Enrolled,1,13.9,df1
132.6,18,1,9853,5,0,6,8,12.8,0,0,6,1,0,0,0,1,1,-3.12,0,-0.8,0,1,9,19,1,1,142.0,0,Enrolled,1,9.4,df1
124.8,18,1,9070,5,0,6,7,11.8,0,0,6,1,0,0,0,5,38,3.51,0,1.4,0,1,9,38,1,1,123.0,1,Enrolled,0,8.9,df1
133.8,17,4,9500,5,0,8,14,12.46,0,0,8,1,0,1,0,3,19,1.74,0,1.4,0,1,2,3,1,1,140.0,0,Enrolled,1,10.8,df1
122.6,18,4,9238,5,0,6,9,11.833333333333334,0,0,6,1,0,1,1,5,1,0.79,0,-0.3,0,1,4,19,1,1,125.0,0,Enrolled,1,13.9,df1
130.0,24,1,9085,8,7,9,9,13.125,0,4,9,1,1,1,0,9,1,3.51,0,1.4,0,1,9,19,1,42,130.0,0,Enrolled,0,8.9,df1
125.8,20,1,9500,0,0,8,8,0.0,8,0,8,1,0,0,0,4,1,-3.12,0,-0.8,0,1,9,19,1,1,128.0,1,Enrolled,1,9.4,df1
121.0,18,3,9085,3,0,5,14,12.333333333333334,2,0,5,1,0,1,0,3,2,-3.12,0,-0.8,0,1,4,3,1,1,135.0,0,Enrolled,1,9.4,df1
128.2,18,1,9853,4,0,6,8,13.25,0,0,6,1,1,0,0,4,1,-1.7,0,3.7,0,1,3,1,1,1,146.0,0,Enrolled,1,12.7,df1
112.6,20,1,9238,8,5,11,18,12.625,0,4,10,1,1,0,0,2,3,2.02,0,0.6,0,1,5,19,1,1,122.0,0,Enrolled,1,11.1,df1
110.0,19,4,9500,4,0,7,12,12.85,0,0,7,1,0,1,0,3,19,2.02,0,0.6,0,1,3,19,1,1,118.0,0,Enrolled,1,11.1,df1
140.0,20,1,9085,6,0,6,7,14.285714285714286,0,0,6,1,0,0,0,3,2,0.79,0,-0.3,0,1,3,1,1,1,140.0,0,Enrolled,1,13.9,df1
130.0,34,1,9991,0,0,5,5,0.0,0,0,5,0,0,0,0,10,37,-3.12,0,-0.8,0,2,9,37,1,1,140.0,0,Enrolled,1,9.4,df1
112.0,18,5,9670,4,0,6,10,11.25,0,0,6,1,0,1,0,10,1,3.51,0,1.4,0,1,4,4,1,1,120.0,0,Enrolled,1,8.9,df1
119.5,25,1,8014,6,2,6,6,11.333333333333334,0,0,6,0,1,0,0,7,1,3.51,0,1.4,1,1,4,1,100,1,120.0,0,Enrolled,1,8.9,df1
101.8,21,1,9254,5,0,6,8,11.6,0,0,6,1,0,1,0,5,19,1.79,0,0.5,0,1,5,19,1,1,100.0,0,Enrolled,1,12.4,df1
170.0,34,1,9991,2,0,5,12,11.5,0,0,5,0,0,0,0,10,37,-3.12,0,-0.8,0,2,9,37,1,1,120.0,0,Enrolled,1,9.4,df1
133.5,17,2,171,0,0,0,0,0.0,0,0,0,1,0,1,0,3,39,-4.06,1,2.8,0,1,1,3,1,1,127.0,0,Enrolled,1,15.5,df1
153.0,22,1,9500,3,3,6,7,14.5,0,4,7,1,0,0,0,8,19,-4.06,1,2.8,0,1,2,3,1,1,100.0,0,Enrolled,1,15.5,df1
123.0,19,6,9500,5,0,7,10,13.44,0,0,7,1,0,1,0,9,38,1.79,0,0.5,0,1,3,1,1,1,138.0,0,Enrolled,1,12.4,df1
150.0,20,1,9085,6,2,6,8,13.0,0,1,6,1,0,0,0,9,37,1.79,0,0.5,0,1,9,37,1,39,150.0,0,Enrolled,1,12.4,df1
123.7,19,4,9853,5,0,6,8,12.666666666666666,0,0,6,1,0,1,0,10,38,-4.06,0,2.8,0,1,4,19,1,1,123.0,0,Enrolled,1,15.5,df1
119.7,21,3,9085,5,0,5,13,12.2,2,0,5,1,0,1,0,7,19,-3.12,0,-0.8,0,5,4,19,1,1,133.0,0,Enrolled,1,9.4,df1
117.0,21,1,9773,5,0,6,8,11.8,0,0,6,1,0,0,0,5,38,-4.06,0,2.8,0,1,9,38,1,1,133.1,0,Enrolled,1,15.5,df1
121.1,18,1,9500,5,0,7,11,12.16,0,0,7,1,0,0,0,7,19,-0.92,0,0.3,0,1,4,19,1,1,127.0,1,Enrolled,1,16.2,df1
146.1,18,1,9070,1,0,6,6,15.0,0,0,6,1,0,1,0,3,1,-3.12,0,-0.8,0,1,3,1,1,1,145.0,0,Enrolled,1,9.4,df1
126.8,18,1,9085,2,0,5,12,11.5,0,0,5,1,0,1,0,9,19,1.74,0,1.4,0,1,2,2,1,1,138.0,0,Enrolled,1,10.8,df1
150.0,19,3,9085,1,0,5,10,13.0,1,0,5,1,0,1,0,1,19,-1.7,0,3.7,0,1,4,1,1,39,150.0,0,Enrolled,1,12.7,df1
134.8,18,1,171,0,0,0,0,0.0,0,0,0,1,0,1,0,7,1,1.79,0,0.5,0,1,6,1,1,1,133.0,0,Enrolled,1,12.4,df1
126.8,18,1,9085,6,0,6,13,12.0,0,0,6,1,0,0,0,7,37,2.02,0,0.6,0,1,3,19,1,1,125.0,0,Enrolled,1,11.1,df1
131.1,18,5,9500,7,0,7,9,12.385714285714286,0,0,8,1,0,1,0,4,1,0.79,0,-0.3,0,1,5,1,1,1,137.0,0,Enrolled,1,13.9,df1
131.8,18,1,9130,5,0,6,9,12.4,0,0,6,1,1,1,0,2,3,3.51,0,1.4,0,1,2,3,1,1,143.0,0,Enrolled,0,8.9,df1
130.0,21,1,9085,3,1,6,13,11.75,0,1,6,1,0,1,0,9,1,1.79,0,0.5,0,1,2,3,1,39,130.0,0,Enrolled,1,12.4,df1
143.3,18,2,171,0,0,0,0,0.0,0,0,0,1,0,1,0,1,1,-3.12,0,-0.8,0,1,4,1,1,1,137.0,0,Enrolled,1,9.4,df1
136.2,19,2,9238,1,0,6,14,11.5,0,0,6,1,0,1,0,4,1,0.32,0,2.6,0,1,3,2,1,1,133.0,0,Enrolled,1,7.6,df1
126.8,18,1,9070,6,1,6,8,12.0,1,0,6,1,0,0,0,4,37,0.79,0,-0.3,0,1,4,19,1,1,124.0,1,Enrolled,1,13.9,df1
129.3,18,1,171,0,0,0,0,0.0,0,0,0,1,0,1,0,6,37,0.32,1,2.6,0,1,9,37,1,1,144.0,1,Enrolled,1,7.6,df1
127.3,18,1,9119,3,0,5,10,11.0,0,0,5,1,0,0,0,7,38,-0.92,1,0.3,0,1,9,19,1,1,142.0,0,Enrolled,1,16.2,df1
98.0,19,2,9773,4,0,6,8,12.0,0,0,6,1,0,1,0,7,19,-4.06,1,2.8,0,1,4,38,1,1,133.1,1,Enrolled,1,15.5,df1
122.0,20,2,9147,2,0,5,8,10.5,0,0,5,1,0,1,0,7,38,1.74,1,1.4,0,1,5,1,1,1,130.0,0,Enrolled,1,10.8,df1
112.5,19,1,9070,3,3,6,7,11.666666666666666,0,1,6,1,0,1,0,7,1,0.79,1,-0.3,0,1,4,1,1,1,117.0,0,Enrolled,1,13.9,df1
180.0,20,1,9119,6,3,7,12,14.142857142857142,0,1,6,1,0,0,0,8,1,1.79,1,0.5,0,1,9,1,1,39,180.0,1,Enrolled,1,12.4,df1
130.8,22,1,9147,0,0,5,5,0.0,0,0,5,1,0,0,0,8,19,-0.92,1,0.3,0,1,9,37,1,1,130.0,0,Enrolled,1,16.2,df1
109.0,22,2,9147,3,0,5,7,12.333333333333334,0,0,5,1,0,1,0,7,38,1.74,1,1.4,0,1,4,38,1,1,133.1,1,Enrolled,1,10.8,df1
130.2,19,1,9119,5,0,5,7,10.2,0,0,5,1,0,0,0,5,19,1.74,1,1.4,0,1,5,38,1,1,126.0,0,Enrolled,1,10.8,df1
130.2,19,2,9773,5,0,6,9,12.6,0,6,10,1,0,0,0,4,1,3.51,1,1.4,0,1,2,3,1,1,133.0,0,Enrolled,1,8.9,df1
100.0,18,1,9119,4,0,5,9,12.25,0,0,5,1,0,0,0,3,1,0.79,1,-0.3,0,1,2,3,1,1,146.0,0,Enrolled,1,13.9,df1
121.2,18,2,9254,3,0,6,12,10.666666666666666,0,0,6,1,0,0,0,7,19,-4.06,1,2.8,0,1,5,19,1,1,118.0,1,Enrolled,1,15.5,df1
117.8,19,1,9254,4,0,6,10,12.75,0,0,6,1,0,0,0,4,19,1.74,1,1.4,0,1,9,38,1,1,123.0,0,Enrolled,1,10.8,df1
110.0,24,1,9130,6,0,6,11,11.333333333333334,0,0,6,1,0,0,0,144,1,-0.92,1,0.3,0,1,191,19,1,1,130.0,0,Enrolled,1,16.2,df1
138.3,25,1,9085,0,0,6,6,0.0,0,0,6,1,1,1,0,8,19,3.51,1,1.4,0,1,9,38,1,12,133.1,0,Enrolled,0,8.9,df1
127.8,37,1,9991,4,0,5,7,10.75,0,0,5,0,0,0,0,9,37,0.32,1,2.6,0,2,9,37,1,1,130.0,0,Enrolled,1,7.6,df1
100.0,19,1,9119,5,0,5,8,12.0,0,0,5,1,0,0,0,7,38,0.79,1,-0.3,0,1,4,1,1,1,128.0,0,Enrolled,1,13.9,df1
124.7,19,1,9500,6,0,7,11,12.528571428571428,0,0,7,1,0,0,0,5,1,-4.06,1,2.8,0,1,4,1,1,1,128.0,1,Enrolled,1,15.5,df1
124.1,21,2,9500,0,0,8,8,0.0,8,0,8,1,0,0,0,10,1,-3.12,1,-0.8,0,1,9,19,1,1,136.0,1,Enrolled,1,9.4,df1
130.0,20,1,9003,3,1,7,13,10.666666666666666,0,0,6,1,0,0,0,2,3,-4.06,1,2.8,0,1,2,5,1,39,130.0,0,Enrolled,1,15.5,df1
116.1,19,2,9670,6,0,6,10,13.125,0,0,6,1,0,0,0,4,19,2.02,1,0.6,0,1,4,1,1,1,122.0,1,Enrolled,1,11.1,df1
114.3,42,1,9853,5,0,6,9,12.4,0,0,6,1,0,1,0,4,37,0.32,1,2.6,0,1,9,37,1,1,110.0,0,Enrolled,1,7.6,df1
104.6,21,1,9085,5,0,6,10,14.0,0,0,6,1,0,0,0,5,19,2.02,1,0.6,0,1,3,1,1,1,106.0,0,Enrolled,0,11.1,df1
136.6,19,1,9070,5,0,6,7,11.4,0,0,6,1,0,1,0,9,1,0.32,1,2.6,0,1,4,1,1,1,132.0,0,Enrolled,1,7.6,df1
140.0,21,1,9003,4,0,6,13,11.75,0,0,6,1,0,0,0,6,38,-4.06,1,2.8,0,1,9,1,1,39,140.0,0,Enrolled,1,15.5,df1
138.3,20,1,9070,6,1,6,8,13.428571428571429,1,0,6,1,0,0,0,4,38,0.79,1,-0.3,0,1,4,19,1,1,140.0,0,Enrolled,1,13.9,df1
117.5,19,1,9119,4,2,5,6,11.8,0,0,5,1,0,0,0,5,37,-4.06,1,2.8,0,1,5,1,1,1,136.0,0,Enrolled,1,15.5,df1
140.0,23,1,9119,3,3,7,12,14.0,0,1,6,1,0,0,0,2,41,1.79,1,0.5,0,1,3,5,1,39,140.0,0,Enrolled,1,12.4,df1
125.1,18,1,9070,6,0,6,7,12.333333333333334,0,0,6,1,0,0,0,7,19,-0.92,1,0.3,0,1,7,19,1,1,131.0,0,Enrolled,1,16.2,df1
118.8,22,1,9147,5,0,5,8,10.666666666666666,0,0,5,1,1,0,0,9,37,-4.06,1,2.8,0,1,9,37,1,1,130.0,1,Enrolled,1,15.5,df1
125.2,19,5,9119,5,0,5,9,11.833333333333334,0,0,5,1,0,1,0,3,2,1.79,1,0.5,0,1,2,3,1,1,136.0,0,Enrolled,1,12.4,df1
107.6,22,3,9070,6,0,6,6,11.666666666666666,0,0,6,1,0,1,0,9,37,0.32,1,2.6,0,1,9,37,1,1,110.0,1,Enrolled,1,7.6,df1
100.0,38,1,9070,5,1,6,9,16.0,1,0,6,1,0,0,0,2,2,0.79,1,-0.3,0,1,4,1,1,1,160.0,0,Enrolled,1,13.9,df1
126.0,27,1,9500,7,0,7,7,14.085714285714284,0,0,7,1,0,1,0,9,37,0.32,1,2.6,0,1,9,1,1,1,110.0,0,Enrolled,1,7.6,df1
121.6,19,1,9119,0,0,5,10,0.0,0,0,5,1,0,1,0,9,37,0.32,1,2.6,0,1,2,2,1,1,129.0,0,Enrolled,1,7.6,df1
114.7,20,1,9119,5,0,5,6,15.8,0,0,5,1,0,0,0,9,19,2.02,1,0.6,0,1,9,19,1,1,122.0,0,Enrolled,1,11.1,df1
133.1,18,4,9119,4,0,5,8,12.5,0,0,5,1,0,1,0,4,19,0.32,1,2.6,0,1,9,37,1,1,139.0,0,Enrolled,1,7.6,df1
120.5,19,1,9670,4,0,6,17,12.5,0,0,6,1,0,0,0,8,19,0.79,1,-0.3,0,1,4,3,1,1,132.0,0,Enrolled,1,13.9,df1
110.3,24,1,9119,1,0,5,12,10.0,0,0,5,1,1,0,0,7,19,3.51,1,1.4,0,1,9,19,1,1,139.0,0,Enrolled,1,8.9,df1
140.0,22,1,9119,0,0,5,9,0.0,0,0,5,1,0,1,0,5,19,1.74,1,1.4,0,1,4,1,1,39,140.0,0,Enrolled,1,10.8,df1
132.8,19,1,9003,4,0,6,9,12.0,2,0,6,1,0,0,0,9,19,-4.06,1,2.8,0,1,9,19,1,1,144.0,1,Enrolled,1,15.5,df1
127.2,23,1,171,13,13,17,19,12.153846153846152,0,10,17,1,1,1,0,4,1,2.02,1,0.6,0,1,7,1,1,1,131.0,0,Enrolled,1,11.1,df1
133.4,29,1,9773,6,0,6,8,16.5,0,0,6,1,0,1,0,6,2,2.02,1,0.6,0,1,4,3,1,1,140.0,0,Enrolled,0,11.1,df1
140.0,20,1,9003,6,0,6,11,11.285714285714286,0,0,6,1,0,0,0,5,1,-0.92,1,0.3,0,1,4,1,1,1,140.0,0,Enrolled,1,16.2,df1
117.0,22,3,171,0,0,0,0,0.0,0,0,0,1,0,1,1,5,39,1.74,1,1.4,0,1,2,3,1,1,125.0,0,Enrolled,1,10.8,df1
110.7,20,2,9670,5,0,6,10,14.0,0,0,6,1,0,1,0,5,1,2.02,1,0.6,0,1,3,3,1,1,117.0,0,Enrolled,1,11.1,df1
160.0,24,1,9130,4,0,5,13,13.75,1,0,5,1,0,1,0,5,19,-3.12,1,-0.8,0,1,9,19,1,1,150.0,0,Enrolled,1,9.4,df1
130.0,21,1,9003,10,7,12,20,11.8,0,5,12,1,1,0,0,9,1,3.51,1,1.4,0,1,9,19,1,1,130.0,0,Enrolled,1,8.9,df1
115.8,20,1,9119,4,0,5,10,11.5,0,0,5,1,0,0,0,5,1,0.79,1,-0.3,0,1,4,19,1,1,127.0,0,Enrolled,1,13.9,df1
126.1,22,5,9773,5,0,6,10,13.4,0,0,6,1,0,1,0,2,3,-3.12,1,-0.8,0,1,5,37,1,1,125.0,0,Enrolled,1,9.4,df1
126.3,18,1,9147,2,0,5,11,13.5,0,0,5,1,0,0,0,5,19,3.51,1,1.4,0,1,9,38,1,1,135.0,0,Enrolled,1,8.9,df1
124.2,22,1,9773,3,0,6,17,11.333333333333334,3,0,6,1,0,1,0,7,38,-4.06,1,2.8,0,1,9,19,1,1,128.0,0,Enrolled,1,15.5,df1
136.1,19,2,9773,5,0,6,9,11.4,0,0,6,1,0,1,0,4,1,3.51,1,1.4,0,1,4,3,1,1,135.0,0,Enrolled,1,8.9,df1
120.0,43,2,9991,3,0,5,11,10.666666666666666,0,1,5,0,0,0,0,9,37,-3.12,0,-0.8,0,2,9,37,1,1,150.0,0,Enrolled,1,9.4,df1
129.8,24,1,9003,7,0,7,7,13.571428571428571,0,0,6,1,0,0,0,144,1,3.51,1,1.4,1,1,192,1,6,1,133.1,0,Enrolled,1,8.9,df1
126.6,18,4,9119,4,0,5,7,12.0,0,0,5,1,0,1,0,7,37,0.32,1,2.6,0,1,5,38,1,1,135.0,0,Enrolled,1,7.6,df1
120.0,21,1,9085,0,0,5,11,0.0,2,0,5,1,0,0,0,7,37,-3.12,1,-0.8,0,2,9,37,1,1,160.0,0,Enrolled,1,9.4,df1
108.3,39,1,8014,5,0,6,8,11.4,0,1,6,0,0,0,0,6,37,0.32,1,2.6,0,1,6,37,1,1,100.0,0,Enrolled,1,7.6,df1
100.0,34,1,9500,6,0,7,15,11.333333333333334,0,0,7,1,0,0,0,9,37,-0.92,1,0.3,0,1,9,37,1,1,120.0,0,Enrolled,1,16.2,df1
118.1,18,1,171,0,0,0,0,0.0,0,0,0,1,1,0,0,9,38,-3.12,1,-0.8,0,1,5,1,1,1,130.0,0,Enrolled,0,9.4,df1
130.0,21,1,171,12,6,12,12,15.083333333333334,0,4,11,1,0,0,0,9,1,3.51,1,1.4,1,1,2,1,26,1,130.0,0,Enrolled,1,8.9,df1
146.4,27,1,9147,3,0,5,12,10.0,0,0,5,1,0,0,0,8,37,0.32,1,2.6,0,1,4,19,1,1,166.0,0,Enrolled,1,7.6,df1
148.5,18,1,9119,4,0,5,7,10.0,0,0,5,1,0,1,0,9,37,1.74,1,1.4,0,1,9,37,1,1,146.0,0,Enrolled,1,10.8,df1
140.0,20,1,9003,5,0,6,11,13.833333333333334,0,0,6,1,0,0,0,1,37,-4.06,1,2.8,0,1,9,37,1,39,140.0,1,Enrolled,1,15.5,df1
150.0,19,1,9130,5,1,6,13,11.6,0,1,6,1,0,1,0,5,1,0.79,1,-0.3,0,1,2,5,1,39,150.0,0,Enrolled,1,13.9,df1
140.8,23,1,9254,6,0,6,8,12.666666666666666,0,0,6,1,0,1,0,9,38,0.32,1,2.6,0,1,9,19,1,1,160.0,0,Enrolled,1,7.6,df1
120.0,22,1,171,0,0,0,0,0.0,0,0,0,1,0,1,0,2,3,0.32,1,2.6,0,1,2,3,1,1,120.0,0,Enrolled,1,7.6,df1
123.2,20,6,9147,3,0,5,7,12.666666666666666,1,0,5,1,0,1,0,6,38,-3.12,1,-0.8,0,1,5,19,1,1,133.0,0,Enrolled,1,9.4,df1
127.9,20,2,9773,3,0,6,11,13.666666666666666,0,0,6,1,0,1,0,4,1,-3.12,1,-0.8,0,1,4,1,1,1,124.0,0,Enrolled,1,9.4,df1
120.3,19,2,9147,5,0,5,9,10.8,0,0,5,1,0,0,0,6,1,3.51,1,1.4,0,1,9,1,1,1,128.0,0,Enrolled,1,8.9,df1
190.0,18,1,9500,4,0,7,15,11.575,0,0,7,1,0,1,0,4,2,1.79,0,0.5,1,1,122,3,108,1,190.0,0,Enrolled,1,12.4,df1
121.0,20,4,9119,4,0,5,10,14.25,0,0,5,1,0,1,0,171,1,3.51,1,1.4,1,1,191,1,62,1,122.0,0,Enrolled,1,8.9,df1
126.3,18,1,9130,6,0,6,7,12.833333333333334,1,0,6,1,0,1,0,6,19,3.51,0,1.4,0,1,2,2,1,1,138.0,1,Enrolled,1,8.9,df1
130.2,19,2,9853,5,0,6,8,11.4,1,0,6,1,0,1,0,5,1,-1.7,0,3.7,0,1,1,3,1,1,141.0,0,Enrolled,1,12.7,df1
100.0,19,1,9130,5,0,5,10,14.857142857142858,2,0,5,1,0,0,0,2,4,-3.12,0,-0.8,1,1,3,3,41,1,100.0,0,Enrolled,1,9.4,df1
140.0,19,1,9003,3,0,6,18,11.666666666666666,0,0,6,1,0,0,0,3,38,-4.06,0,2.8,0,1,6,38,1,39,140.0,0,Enrolled,1,15.5,df1
153.1,20,3,9070,6,0,6,6,12.5,0,0,6,1,0,1,0,4,3,-1.7,0,3.7,0,1,4,3,1,1,145.0,1,Enrolled,1,12.7,df1
124.9,18,4,9119,3,0,5,11,10.666666666666666,0,0,5,1,1,1,0,175,38,3.51,1,1.4,0,1,194,19,1,1,134.0,0,Enrolled,1,8.9,df1
150.8,18,1,9119,4,0,5,9,10.5,0,0,5,1,0,1,0,8,37,0.32,1,2.6,0,1,5,19,1,1,163.0,0,Enrolled,1,7.6,df1
163.6,18,2,171,0,0,0,0,0.0,0,0,0,1,0,1,0,2,3,1.79,0,0.5,0,1,2,3,1,1,165.0,0,Enrolled,1,12.4,df1
115.0,19,1,9147,5,0,5,11,11.5,0,0,5,1,0,0,0,171,19,0.79,0,-0.3,0,1,141,38,1,1,142.0,0,Enrolled,1,13.9,df1
126.0,20,1,9238,1,0,6,11,12.0,0,0,5,1,0,0,0,4,1,-3.12,0,-0.8,0,1,2,38,1,1,133.0,0,Enrolled,1,9.4,df1
105.0,26,1,8014,3,0,6,14,10.666666666666666,1,0,6,0,0,0,0,8,1,-4.06,0,2.8,0,1,9,19,1,1,140.0,0,Enrolled,1,15.5,df1
139.4,41,1,9147,5,0,5,6,11.6,0,0,5,1,1,0,0,7,37,0.32,0,2.6,0,1,9,37,1,12,133.1,0,Enrolled,1,7.6,df1
138.5,26,1,9991,4,0,5,10,12.0,0,0,5,0,0,0,0,8,37,-1.7,0,3.7,0,1,9,19,1,1,150.0,0,Enrolled,1,12.7,df1
108.7,21,2,9147,3,0,5,8,12.0,1,0,5,1,0,1,0,5,37,-3.12,0,-0.8,0,1,5,1,1,1,115.0,0,Enrolled,1,9.4,df1
106.0,24,4,9147,2,0,5,11,10.5,0,0,5,1,0,1,0,6,19,-1.7,0,3.7,0,1,4,1,1,1,133.1,0,Enrolled,1,12.7,df1
127.4,18,4,9853,5,0,6,7,12.2,0,0,6,1,0,1,0,9,1,1.74,0,1.4,0,1,5,19,1,1,134.0,0,Enrolled,1,10.8,df1
95.0,22,1,9853,6,0,7,10,11.5,0,0,7,1,1,1,0,9,37,2.02,0,0.6,0,1,9,19,1,1,133.1,0,Enrolled,0,11.1,df1
115.0,23,1,9147,2,0,5,7,10.0,1,0,5,1,0,1,0,7,19,-3.12,0,-0.8,0,1,7,19,1,1,115.0,0,Enrolled,1,9.4,df1
121.3,21,3,9085,2,0,5,14,13.0,2,0,5,1,0,1,0,5,37,-3.12,0,-0.8,0,1,5,19,1,1,130.0,0,Enrolled,1,9.4,df1
121.2,18,3,9853,5,0,6,8,13.4,0,0,6,1,0,1,0,7,38,0.32,0,2.6,0,1,7,38,1,1,118.0,0,Enrolled,1,7.6,df1
112.9,22,1,9254,4,0,6,14,12.25,0,0,6,1,0,1,0,9,1,0.32,0,2.6,0,1,4,1,1,1,122.0,0,Enrolled,1,7.6,df1
115.9,29,1,9070,9,9,10,15,11.555555555555555,0,7,11,1,0,0,0,2,2,-3.12,0,-0.8,0,1,2,3,1,1,100.0,0,Enrolled,1,9.4,df1
125.3,19,1,9500,7,0,7,7,12.2,0,0,7,1,0,0,0,4,19,0.32,1,2.6,0,1,4,1,1,1,137.0,0,Enrolled,1,7.6,df1
111.3,18,1,9147,4,0,5,10,10.8,0,0,5,1,0,0,0,7,19,-4.06,1,2.8,0,1,7,1,1,1,120.0,1,Enrolled,1,15.5,df1
144.8,28,9,9991,4,0,5,7,12.75,0,0,5,0,0,0,0,5,38,1.74,1,1.4,0,1,9,38,1,1,120.0,0,Enrolled,1,10.8,df1
129.9,20,1,9670,6,0,6,10,12.714285714285714,0,0,6,1,0,1,0,5,19,1.79,1,0.5,0,1,7,1,1,1,132.0,0,Enrolled,1,12.4,df1
126.4,26,1,9070,7,5,7,8,13.285714285714286,0,3,8,1,0,0,0,7,39,1.79,1,0.5,0,1,3,3,1,1,150.0,0,Enrolled,1,12.4,df1
121.4,20,1,9500,5,0,7,10,13.976666666666668,0,0,8,1,0,0,0,8,1,1.79,1,0.5,0,1,2,3,1,1,127.0,0,Enrolled,1,12.4,df1
